corpus_key,corpus_display_name,corpus_tier,corpus_unii,corpus_inchikey,gtopdb_ligand_id,gtopdb_name,gtopdb_inchikey,gtopdb_chembl_id,gtopdb_pubchem_cid,matched_on_source_name,normalised_name,ambiguous_pages_for_name,confirmation,interactions_pending
K1:M3CPC50MZS,Linvoseltamab,2,M3CPC50MZS,,13305,linvoseltamab,,,,linvoseltamab,linvoseltamab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:M3CPC50MZS#gcpt,Linvoseltamab-Gcpt,2,M3CPC50MZS,,13305,linvoseltamab,,,,linvoseltamab,linvoseltamab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:K0U68Q2TXA,Corticotropin,1,K0U68Q2TXA,,1331,ACTH,,,,ACTH,acth,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K2:ZOEFCCMDUURGSE-SQKVDDBVSA-N,Tetracosactide,2,72YY86EA29,ZOEFCCMDUURGSE-SQKVDDBVSA-N,1331,ACTH,,,,ACTH,acth,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2PHK27IP3B,Taspoglutide,3,2PHK27IP3B,,13315,taspoglutide,WRGVLTAWMNZWGT-VQSPYGJZSA-N,,56842233,taspoglutide,taspoglutide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:Z24U3U73HN,Maridebart cafraglutide,3,Z24U3U73HN,,13316,maridebart cafraglutide,,,,maridebart cafraglutide,maridebart cafraglutide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,6
K1:P3Z0Z3P1ZI,Prasinezumab,3,P3Z0Z3P1ZI,,13330,prasinezumab,,,,prasinezumab,prasinezumab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:W83JGQ40XX,Cinpanemab,3,W83JGQ40XX,,13331,cinpanemab,,,,cinpanemab,cinpanemab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2ALA66NS64,Survodutide,1,2ALA66NS64,,13383,survodutide,MEDXQFAHWBMVIM-YIUAJOCSSA-N,,168429725,survodutide,survodutide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:Y0O332CU66,IVONESCIMAB,3,Y0O332CU66,,13396,ivonescimab,,,,ivonescimab,ivonescimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:32W6AJL0DY,Garadacimab,1,32W6AJL0DY,,13402,garadacimab,,,,garadacimab,garadacimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:32W6AJL0DY#gxii,Garadacimab-Gxii,2,32W6AJL0DY,,13402,garadacimab,,,,garadacimab,garadacimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:0UB3OA67O7,Marstacimab,2,0UB3OA67O7,,13403,marstacimab,,,,marstacimab,marstacimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:0UB3OA67O7#hncq,Marstacimab-Hncq,2,0UB3OA67O7,,13403,marstacimab,,,,marstacimab,marstacimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:9S9XW36W2A,Punicalagin,3,9S9XW36W2A,SKNLUADAGHCXKF-MUUXQOATSA-N,13430,punicalagin,ZJVUMAFASBFUBG-UYMKNUMKSA-N,,44584733,punicalagin,punicalagin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:QWX84D0DRC,Briquilimab,3,QWX84D0DRC,,13450,briquilimab,,,,briquilimab,briquilimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:W25GO3A75W,Vixarelimab,3,W25GO3A75W,,13451,vixarelimab,,,,vixarelimab,vixarelimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:HN5US76BWF,Dazodalibep,3,HN5US76BWF,,13453,dazodalibep,,,,dazodalibep,dazodalibep,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:R96Z451BMC,Axatilimab,2,R96Z451BMC,,13497,axatilimab,,,,axatilimab,axatilimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:R96Z451BMC#csfr,Axatilimab-Csfr,2,R96Z451BMC,,13497,axatilimab,,,,axatilimab,axatilimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:AE72RB1W1X,Zenocutuzumab,2,AE72RB1W1X,,13649,zenocutuzumab,,,,zenocutuzumab,zenocutuzumab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:AE72RB1W1X#zbco,Zenocutuzumab-Zbco,2,AE72RB1W1X,,13649,zenocutuzumab,,,,zenocutuzumab,zenocutuzumab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:GXA6PF0254,Ponsegromab,3,GXA6PF0254,,13663,ponsegromab,,,,ponsegromab,ponsegromab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:7SGW2C2ZH7,Nebokitug,3,7SGW2C2ZH7,,13666,nebokitug,,,,nebokitug,nebokitug,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:1TBM83QR9S,Bentracimab,3,1TBM83QR9S,,13675,bentracimab,,,,bentracimab,bentracimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:PNW7GBB44P,Cosibelimab,1,PNW7GBB44P,,13676,cosibelimab,,,,cosibelimab,cosibelimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:PNW7GBB44P#ipdl,Cosibelimab-Ipdl,2,PNW7GBB44P,,13676,cosibelimab,,,,cosibelimab,cosibelimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:IKT0XSS2XB,Latozinemab,3,IKT0XSS2XB,,13685,latozinemab,,,,latozinemab,latozinemab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:Q9J81E7VFM,Mitazalimab,3,Q9J81E7VFM,,13692,mitazalimab,,,,mitazalimab,mitazalimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:4LH8QAS0LR,PARIDIPRUBART,3,4LH8QAS0LR,,13714,paridiprubart,,,,paridiprubart,paridiprubart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:RB3U3A1S27,DISITAMAB VEDOTIN,3,RB3U3A1S27,,13716,disitamab vedotin,,,,disitamab vedotin,disitamab vedotin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:RRW32X4U1F,Dienestrol,1,RRW32X4U1F,NFDFQCUYFHCNBW-SCGPFSFSSA-N,13716,disitamab vedotin,,,,disitamab vedotin,disitamab vedotin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:6N2CA8C68F,Bempikibart,3,6N2CA8C68F,,13725,bempikibart,,,,bempikibart,bempikibart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:AO43BIF1U8,Cagrilintide,3,AO43BIF1U8,,13768,cagrilintide,LDERDVMBIYGIOI-IZVMHKDJSA-N,,171397054,cagrilintide,cagrilintide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,4
K1:NOP2Y096GV,Retatrutide,1,NOP2Y096GV,,13769,retatrutide,MLOLQJNKXBNWFW-SAGGEDDASA-N,,171390338,retatrutide,retatrutide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,6
K1:L2REN9TU2D,Stapokibart,3,L2REN9TU2D,,13785,stapokibart,,,,stapokibart,stapokibart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,4
K1:X126G5DZ36,Ongericimab,3,X126G5DZ36,,13787,ongericimab,,,,ongericimab,ongericimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:H533QU433M,Enlonstobart,3,H533QU433M,,13789,enlonstobart,,,,enlonstobart,enlonstobart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:B25CF42QKP,Benmelstobart,3,B25CF42QKP,,13790,benmelstobart,,,,benmelstobart,benmelstobart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:3DV5TD1VL3,Sacituzumab tirumotecan,3,3DV5TD1VL3,,13791,sacituzumab tirumotecan,,,,sacituzumab tirumotecan,sacituzumab tirumotecan,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:73H2I6QS54,Sacituzumab,3,73H2I6QS54,,13791,sacituzumab tirumotecan,,,,sacituzumab tirumotecan,sacituzumab tirumotecan,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:M9BYU8XDQ6,Sacituzumab govitecan,2,M9BYU8XDQ6,,13791,sacituzumab tirumotecan,,,,sacituzumab tirumotecan,sacituzumab tirumotecan,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:0KVO411B3N,Tislelizumab,1,0KVO411B3N,,13796,serplulimab,,,,serplulimab,serplulimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,4
K1:S3GQZ2K36V,Serplulimab,2,S3GQZ2K36V,,13796,serplulimab,,,,serplulimab,serplulimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,4
K1:YRU8TD2FZD,Nivisnebart,3,YRU8TD2FZD,,13797,nivisnebart,,,,nivisnebart,nivisnebart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:39T86A9MVJ,Zadoprubart,3,39T86A9MVJ,,13799,zadoprubart,,,,zadoprubart,zadoprubart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:XC95WX725U,Vorsetuzumab,3,XC95WX725U,,13800,balertatug,,,,balertatug,balertatug,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:C98V9UMX3D,Batoclimab,3,C98V9UMX3D,,13805,batoclimab,,,,batoclimab,batoclimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:K6E9SY8U8D,Eneboparatide,3,K6E9SY8U8D,,13815,eneboparatide,,,,eneboparatide,eneboparatide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:N2Q7V645PL,Oberotatug ravtansine,3,N2Q7V645PL,,13819,OBT076,,,,OBT076,obt076,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:TO3JYR3BOU,Pegcetacoplan,2,TO3JYR3BOU,,13826,pegcetacoplan,,,,pegcetacoplan,pegcetacoplan,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:C6I0GC0GX5,Ifinatamab deruxtecan,3,C6I0GC0GX5,,13850,ifinatamab deruxtecan,,,,ifinatamab deruxtecan,ifinatamab deruxtecan,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:3G6834I4PF,Tadekinig alfa,3,3G6834I4PF,,13868,interleukin 18 binding protein,,,,interleukin 18 binding protein,interleukin 18 binding protein,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:PG97J3111A,Ebdarokimab,3,PG97J3111A,,13875,ebdarokimab,,,,ebdarokimab,ebdarokimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:87M90CV8NC,Nipocalimab,2,87M90CV8NC,,13876,nipocalimab,,,,nipocalimab,nipocalimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:87M90CV8NC#aahu,Nipocalimab-Aahu,2,87M90CV8NC,,13876,nipocalimab,,,,nipocalimab,nipocalimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:CGA81G3KR5,Pucotenlimab,3,CGA81G3KR5,,13886,pucolentimab,,,,pucotenlimab,pucotenlimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:6YS6C7XEC8,GUMOKIMAB,3,6YS6C7XEC8,,13889,gumokimab,,,,gumokimab,gumokimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:GG0AN49Y59,Quavonlimab,3,GG0AN49Y59,,13890,quavonlimab,,,,quavonlimab,quavonlimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:FDL8DA4XV4,Pulocimab,3,FDL8DA4XV4,,13891,pulocimab,,,,pulocimab,pulocimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:977D2P9YYW,Sipavibart,2,977D2P9YYW,,13905,sipavibart,,,,sipavibart,sipavibart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:976X9VXC3Z,Telisotuzumab vedotin,3,976X9VXC3Z,,13908,telisotuzumab vedotin,,,,telisotuzumab vedotin,telisotuzumab vedotin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:976X9VXC3Z#tllv,Telisotuzumab Vedotin-Tllv,2,976X9VXC3Z,,13908,telisotuzumab vedotin,,,,telisotuzumab vedotin,telisotuzumab vedotin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:BO76JF850N,Clidinium,1,91ZQW5JF1Z,HOOSGZJRQIVJSZ-UHFFFAOYSA-N,13919,clifutinib,DWZXYPARIPYQKS-UHFFFAOYSA-N,,118665873,clidinium bromide,clidinium,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:MB76Z4IBZ5,Mazdutide,3,MB76Z4IBZ5,,13924,mazdutide,XRBYWQZGSZWYEJ-HMQIFOERSA-N,,167312357,mazdutide,mazdutide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,4
K1:KM6YM7L8LH,Ecnoglutide,3,KM6YM7L8LH,,13970,ecnoglutide,DJMLKAVQDZZBNC-NYHUXPQOSA-N,,162625103,ecnoglutide,ecnoglutide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:DP73UWL6LE,Casdatifan,3,DP73UWL6LE,,13981,casdatifan,KHBHHNNBNHHGPE-QCCZFBHPSA-N,,156859185,casdatifan,casdatifan,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:45X7OU8C4J,Domvanalimab,3,45X7OU8C4J,,13983,domvanalimab,,,,domvanalimab,domvanalimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:UKI9MLD5OI,DOM,3,45X7OU8C4J,NTJQREUGJKIARY-UHFFFAOYSA-N,13983,domvanalimab,,,,domvanalimab,domvanalimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:FC1ZF28VIT,Etigilimab,3,FC1ZF28VIT,,13984,etigilimab,,,,etigilimab,etigilimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:RUU8G67GQM,Aescin,3,RUU8G67GQM,,14008,escin,MZYGIFKFDNOYEN-GGONRZKLSA-N,,176516515,escin,escin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K2:MLLNRQWNTKNRGQ-JXJCUFHPSA-N,AESCIN,3,RUU8G67GQM,MLLNRQWNTKNRGQ-JXJCUFHPSA-N,14008,escin,MZYGIFKFDNOYEN-GGONRZKLSA-N,,176516515,escin,escin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:09QCEV5481,TILDACERFONT,3,09QCEV5481,CLKXPWDYEYIPFS-UHFFFAOYSA-N,14043,tildacerfont,XVAWSBAQNIXMIO-UHFFFAOYSA-N,,24898977,tildacerfont,tildacerfont,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:0CF4C9C787,FESOMERSEN,3,0CF4C9C787,,14081,fesomersen,,,,fesomersen,fesomersen,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:K8A4DG9RWV,Gruticibart,3,K8A4DG9RWV,,14082,gruticibart,,,,gruticibart,gruticibart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:3XPI7EG4W8,Patritumab deruxtecan,3,3XPI7EG4W8,,14121,patritumab deruxtecan,,,,patritumab deruxtecan,patritumab deruxtecan,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:WR2TIP26VS,Abacavir,2,40FH6D8CHK,MCGSCOLBFJQGHM-SCZZXKLOSA-N,14169,"α,β-difluoromethylene-UDP",JKJYHYKRGKKASI-XVFCMESISA-N,CHEMBL488133,44585948,abacavir,abacavir,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:20IE6M67UX,RECATICIMAB,3,20IE6M67UX,,14196,recaticimab,,,,recaticimab,recaticimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2NHW9AKY9C,Pacibekitug,3,2NHW9AKY9C,,14206,pacibekitug,,,,pacibekitug,pacibekitug,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:UO870O6MFS,Pegozafermin,3,UO870O6MFS,,14215,pegozafermin,,,,pegozafermin,pegozafermin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:Z6Z6IVE7W4,Petosemtamab,3,Z6Z6IVE7W4,,14238,petosemtamab,,,,petosemtamab,petosemtamab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:QP49AY37OY,BNC-210,3,QP49AY37OY,,14250,soclenicant,ZAEIHDZLLJCJFP-UHFFFAOYSA-N,,24772165,soclenicant,soclenicant,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:9Q5NSR8WV9,Delpacibart,3,9Q5NSR8WV9,,14255,delpacibart,,,,delpacibart,delpacibart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:93OKX5KD2L,Rosnilimab,3,93OKX5KD2L,,14271,rosnilimab,,,,rosnilimab,rosnilimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:J43GMI6IYW,DAPIGLUTIDE,3,J43GMI6IYW,,14279,dapiglutide,ZFSPELIJRGIIEX-HLQWLALHSA-N,,171934788,dapiglutide,dapiglutide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:6HG8JYS9D6,Posdinemab,3,6HG8JYS9D6,,14292,posdinemab,,,,posdinemab,posdinemab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:Y3BH8M899D,Navepegritide,1,Y3BH8M899D,,14293,navepegritide,,,,navepegritide,navepegritide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:D16EQP0KKH,Depemokimab,1,D16EQP0KKH,,14305,depemokimab,,,,depemokimab,depemokimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:D16EQP0KKH#ulaa,Depemokimab-Ulaa,2,D16EQP0KKH,,14305,depemokimab,,,,depemokimab,depemokimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:LYK65H95KT,Gulgafafusp alfa,3,LYK65H95KT,,14316,glutazumab,,,,GMA-102,gma 102,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:FT24ZQQ5RP,Narsoplimab,3,FT24ZQQ5RP,,14317,narsoplimab,,,,narsoplimab,narsoplimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:FT24ZQQ5RP#wuug,Narsoplimab-Wuug,2,FT24ZQQ5RP,,14317,narsoplimab,,,,narsoplimab,narsoplimab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:1PHP3QG5PZ,Lerodalcibep,1,1PHP3QG5PZ,,14319,lerodalcibep,,,,lerodalcibep,lerodalcibep,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:1PHP3QG5PZ#liga,Lerodalcibep-Liga,2,1PHP3QG5PZ,,14319,lerodalcibep,,,,lerodalcibep,lerodalcibep,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:77JYS6UZ0M,Volagidemab,3,77JYS6UZ0M,,14320,volagidemab,,,,volagidemab,volagidemab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,4
K1:85TS31SOL3,Nimacimab,3,85TS31SOL3,,14321,nimacimab,,,,nimacimab,nimacimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:K3KZN98GF5,Patecibart,3,K3KZN98GF5,,14322,getagozumab,,,,getagozumab,getagozumab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:4ZR9JAX9EG,Ozureprubart,3,4ZR9JAX9EG,,14334,ozureprubart,,,,ozureprubart,ozureprubart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:NDM64RSJ42,Pasritamig,3,NDM64RSJ42,,14352,pasritamig,,,,pasritamig,pasritamig,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:C56LJ7JC3W,Rinatabart sesutecan,3,C56LJ7JC3W,,14353,rinatabart sesutecan,,,,rinatabart sesutecan,rinatabart sesutecan,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:E1P2TDU69L,AG-270,3,E1P2TDU69L,HSVRUECLQUGTDS-UHFFFAOYSA-N,14386,AG-270,LSOYYWKBUKXUHQ-UHFFFAOYSA-N,CHEMBL4573938,134307820,AG-270,ag 270,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:T7Y5VC4ERJ,Suvemcitug,3,T7Y5VC4ERJ,,14397,suvemcitug,,,,suvemcitug,suvemcitug,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:7PTS8JHT9R,Picankibart,3,7PTS8JHT9R,,14398,picankibart,,,,picankibart,picankibart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:533Z4G2286,Finotonlimab,3,533Z4G2286,,14401,finotonlimab,,,,finotonlimab,finotonlimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:JM802R57SA,LORIGERLIMAB,3,JM802R57SA,,14407,lorigerlimab,,,,lorigerlimab,lorigerlimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:B2I7YTE4ZA,Duvakitug,3,B2I7YTE4ZA,,14420,duvakitug,,,,duvakitug,duvakitug,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:EN2U82XV65,Povetacicept,3,EN2U82XV65,,14426,povetacicept,,,,povetacicept,povetacicept,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:VYR5R5XN5A,Lunsekimig,3,VYR5R5XN5A,,14473,lunsekimig,,,,lunsekimig,lunsekimig,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:O874Z20U79,DF-003,3,O874Z20U79,DBYADRPTMRXVDJ-QBCQWNFYSA-N,14505,DF-003,ANRFSQHHAOCNIN-DEOSSOPVSA-N,,171407492,DF-003,df 003,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:YXM6C5LQ2H,Tovecimig,3,YXM6C5LQ2H,,14507,tovecimig,,,,tovecimig,tovecimig,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:EK87C62XNH,Tegoprubart,3,EK87C62XNH,,14508,tegoprubart,,,,tegoprubart,tegoprubart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:P5TLS56PWW,Cizutamig,3,P5TLS56PWW,,14514,cizutamig,,,,cizutamig,cizutamig,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:JP6N6TA92L,RETLIRAFUSP ALFA,3,JP6N6TA92L,,14515,retlirafusp alfa,,,,retlirafusp alfa,retlirafusp alfa,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:BPQ010OFD7,Raludotatug deruxtecan,3,BPQ010OFD7,,14519,raludotatug deruxtecan,,,,raludotatug deruxtecan,raludotatug deruxtecan,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:Q3SE2QPZ2H,Rezorstobart,3,Q3SE2QPZ2H,,14521,rezorstobart,,,,rezorstobart,rezorstobart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:K2Q0JXS9B4,Dazukibart,3,K2Q0JXS9B4,,14524,dazukibart,,,,dazukibart,dazukibart,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:OX5LRQ5H6K,Fianlimab,3,OX5LRQ5H6K,,14532,fianlimab,,,,fianlimab,fianlimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:L15LO3W1XX,Pivekimab sunirine,1,L15LO3W1XX,,14543,pivekimab sunirine,,,,pivekimab sunirine,pivekimab sunirine,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:L15LO3W1XX#pvzy,Pivekimab Sunirine-Pvzy,2,L15LO3W1XX,,14543,pivekimab sunirine,,,,pivekimab sunirine,pivekimab sunirine,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:KX89J0DFZ8,Imsidolimab,3,KX89J0DFZ8,,14553,imsidolimab,,,,imsidolimab,imsidolimab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:J28M3X94LD,Sonefpeglutide,3,J28M3X94LD,,14554,sonefpeglutide,,CHEMBL6068175,,sonefpeglutide,sonefpeglutide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K2:HFDKKNHCYWNNNQ-YOGANYHLSA-N,PANCREATIC POLYPEPTIDE,3,UDH73690IV,HFDKKNHCYWNNNQ-YOGANYHLSA-N,1480,pancreatic polypeptide,,,,pancreatic polypeptide,pancreatic polypeptide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K2:HFDKKNHCYWNNNQ-YOGANYHLSA-N,PANCREATIC POLYPEPTIDE,3,UDH73690IV,HFDKKNHCYWNNNQ-YOGANYHLSA-N,1511,pancreatic polypeptide,,,,pancreatic polypeptide,pancreatic polypeptide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K2:HFDKKNHCYWNNNQ-YOGANYHLSA-N,PANCREATIC POLYPEPTIDE,3,UDH73690IV,HFDKKNHCYWNNNQ-YOGANYHLSA-N,1512,pancreatic polypeptide,,,,pancreatic polypeptide,pancreatic polypeptide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,6
