corpus_key,corpus_display_name,corpus_tier,corpus_unii,corpus_inchikey,gtopdb_ligand_id,gtopdb_name,gtopdb_inchikey,gtopdb_chembl_id,gtopdb_pubchem_cid,matched_on_source_name,normalised_name,ambiguous_pages_for_name,confirmation,interactions_pending
K1:31Z82G8ME1,Edodekin alfa,3,31Z82G8ME1,,4977,IL-12,,,,IL-12,il 12,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:VPB6TR49WU,Interleukin-3,1,VPB6TR49WU,,4980,IL-13,,,,hematopoietic growth factor,hematopoietic growth factor,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:6D6TDU4V9X,"INTERLEUKIN 15, RECOMBINANT NON-GLYCOSYLATED",3,6D6TDU4V9X,,4981,IL-15,,,,IL-15,il 15,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:VL2UPV1APW,RECOMBINANT HUMAN INTERLEUKIN-15,3,VL2UPV1APW,,4981,IL-15,,,,IL-15,il 15,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:X08H9UZ7TO,Iboctadekin,3,X08H9UZ7TO,,4983,IL-18,,,,IL-18,il 18,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:M89N0Q7EQR,Aldesleukin,1,M89N0Q7EQR,,4985,IL-2,,,,IL-2,il 2,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:A4LY1V9F0H,Denenicokin,3,A4LY1V9F0H,,4987,IL-21,,,,IL-21,il 21,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:VPB6TR49WU,Interleukin-3,1,VPB6TR49WU,,4994,IL-3,,,,IL-3,il 3,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:751635Z921,Binetrakin,2,751635Z921,,4996,IL-4,,,,binetrakin,binetrakin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:9O1TT75I7L,Interleukin-5,1,9O1TT75I7L,,4997,IL-5,,,,IL-5,il 5,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:4O4QWG0B3C,Human Interleukin-6,1,4O4QWG0B3C,,4998,IL-6,,,,IL-6,il 6,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:3K3WC6MT6P,Efineptakin alfa,3,3K3WC6MT6P,,4999,IL-7,,,,IL-7,il 7,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:418XB47Y71,INTERLEUKIN-7,3,418XB47Y71,,4999,IL-7,,,,IL-7,il 7,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:91X1KLU43E,Golimumab,1,91X1KLU43E,,5004,infliximab,,,,infliximab,infliximab,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:B72HH48FLU,Infliximab,1,B72HH48FLU,,5004,infliximab,,,,infliximab,infliximab,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:OP401G7OJC,Etanercept,1,OP401G7OJC,,5004,infliximab,,,,infliximab,infliximab,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:1Y17CTI5SR,Insulin human,1,1Y17CTI5SR,,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2ZM8CX04RZ,Insulin glargine,1,2ZM8CX04RZ,,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:54Q18076QB,Insulin degludec,1,54Q18076QB,,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:576O9IZ534,Insulin Beef,2,576O9IZ534,,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:7XIY785AZD,Insulin glulisine,1,7XIY785AZD,,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:D933668QVX,Insulin aspart,1,D933668QVX,,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:GFX7QIS1II,Insulin lispro,1,GFX7QIS1II,,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:V83O1VOZ8L,Isoniazid,2,V83O1VOZ8L,QRXWMOHMRWLFEY-UHFFFAOYSA-N,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K2:UGOZVNFCFYTPAZ-IOXYNQHNSA-N,Insulin detemir,2,4FT78T86XV,UGOZVNFCFYTPAZ-IOXYNQHNSA-N,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K3:CHEMBL2108491,Compound insulin zinc suspension,2,,,5012,insulin,,,,insulin,insulin,10,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:Q09SXY6BFI,Leptin Human,3,Q09SXY6BFI,,5015,leptin,,,,leptin,leptin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:TL60C27RLH,Metreleptin,1,TL60C27RLH,,5015,leptin,,,,leptin,leptin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:B6E7K36KT8,Cenegermin,2,B6E7K36KT8,,5026,NGF,,,,cenegermin,cenegermin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:B6E7K36KT8#bkbj,Cenegermin-Bkbj,2,B6E7K36KT8,,5026,NGF,,,,cenegermin,cenegermin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:K445G22GGD,HUMAN NEUREGULIN-1 RECOMBINANT (177-237),3,K445G22GGD,,5027,neuregulin-1,,,,neuregulin-1,neuregulin 1,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,6
K1:02R4V6T25Y,Neurotrophin-3,3,02R4V6T25Y,,5033,neurotrophin-3,,,,neurotrophin-3,neurotrophin 3,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:P658DCA9XD,Neurotrophin-4,3,P658DCA9XD,,5034,neurotrophin-4,,,,neurotrophin-4,neurotrophin 4,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:K16AIQ8CTM,Pertuzumab,2,K16AIQ8CTM,,5046,pertuzumab,,,,pertuzumab,pertuzumab,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:K16AIQ8CTM#dpzb,Pertuzumab-Dpzb,2,K16AIQ8CTM,,5046,pertuzumab,,,,pertuzumab,pertuzumab,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:P188ANX8CK,Trastuzumab,1,P188ANX8CK,,5046,pertuzumab,,,,pertuzumab,pertuzumab,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S58538ZG2,Prolactin,1,2S58538ZG2,,5049,prolactin,,,,prolactin,prolactin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:90J3F6N5FN,PROTEIN S HUMAN,2,90J3F6N5FN,,5050,protein S,,,,protein S,protein s,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:T7D25J14LT,Transforming Growth Factor Beta-1,2,T7D25J14LT,,5060,TGFβ1,,,,TGF-beta-1,tgf beta 1,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:693Y43MXY4,Cetermin,3,693Y43MXY4,,5061,TGFβ2,,,,cetermin,cetermin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:E2E529W34D,RECOMBINANT HUMAN THROMBOPOIETIN,3,E2E529W34D,,5063,thrombopoietin,,,,thrombopoietin,thrombopoietin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:9B1I11GZRB,Ardenermin,3,9B1I11GZRB,,5069,BAFF,,,,BAFF,baff,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,5
K1:0E53J927NA,Magnesium Carbonate,2,0E53J927NA,OUHCLAKJJGMPSW-UHFFFAOYSA-L,5070,LIGHT,,,,LIGHT,light,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:0IHC698356,Magnesite,2,0IHC698356,ZLNQQNXFFQJAID-UHFFFAOYSA-L,5070,LIGHT,,,,LIGHT,light,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K2:CPLXHLVBOLITMK-UHFFFAOYSA-N,MAGNESIUM OXIDE,2,,CPLXHLVBOLITMK-UHFFFAOYSA-N,5070,LIGHT,,,,LIGHT,light,3,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K2:MZOFCQQQCNRIBI-VMXHOPILSA-N,TNF-ALPHA,3,4TVX2I407K,MZOFCQQQCNRIBI-VMXHOPILSA-N,5073,tumour necrosis factor membrane form,,,,cachectin,cachectin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K2:MZOFCQQQCNRIBI-VMXHOPILSA-N,TNF-ALPHA,3,4TVX2I407K,MZOFCQQQCNRIBI-VMXHOPILSA-N,5074,tumour necrosis factor shed form,,,,cachectin,cachectin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:J37T4U7EKP,CD40 Ligand (21-261),3,J37T4U7EKP,,5077,CD40 ligand,,,,CD40 ligand,cd40 ligand,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:K16AIQ8CTM,Pertuzumab,2,K16AIQ8CTM,,5082,trastuzumab,,,,trastuzumab,trastuzumab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:P188ANX8CK,Trastuzumab,1,P188ANX8CK,,5082,trastuzumab,,,,trastuzumab,trastuzumab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K2:SCIFESDRCALIIM-UHFFFAOYSA-N,Methylphenylalanine,3,,SCIFESDRCALIIM-UHFFFAOYSA-N,5093,α-methylphenylalanine,HYOWVAAEQCNGLE-UHFFFAOYSA-N,CHEMBL1222268,108055,α-methylphenylalanine,methylphenylalanine,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:VT39RFG76Z,(+)-EHNA,3,VT39RFG76Z,IOSAAWHGJUZBOG-WDEREUQCSA-N,5179,EHNA,VVDXNJRUNJMYOZ-DHXVBOOMSA-N,CHEMBL1257094,135450187,EHNA,ehna,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:8H8Z5UER66,LITHIUM ION,3,8H8Z5UER66,HBBGRARXTFLTSG-UHFFFAOYSA-N,5212,Li+,,,3028194,lithium ion,lithium ion,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:46627O600J,Levodopa,2,46627O600J,WTDRDQBEARUVNC-LURJTMIESA-N,5512,dioleoylphosphatidic acid,MHUWZNTUIIFHAS-CLFAGFIQSA-N,,9547172,doPA,dopa,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:U194AS08HZ,Edotreotide,2,U194AS08HZ,RZHKDBRREKOZEW-AAXZNHDCSA-N,5638,edotreotide,,,,edotreotide,edotreotide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:0J6Z13X3WO,Zinc Sulfate Anhydrous,2,0J6Z13X3WO,NWONKYPBYAMBJT-UHFFFAOYSA-L,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:762R7A0O0B,Zinc Iodide,2,762R7A0O0B,UAYWVJHJZHQCIE-UHFFFAOYSA-L,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:86Q357L16B,Zinc Chloride,2,86Q357L16B,JIAARYAFYJHUJI-UHFFFAOYSA-L,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:89DS0H96TB,Zinc Sulfate,2,89DS0H96TB,,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:EQR32Y7H0M,Zinc Carbonate,2,EQR32Y7H0M,UOURRHZRLGCVDA-UHFFFAOYSA-D,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:FM5526K07A,Zinc Acetate,2,FM5526K07A,BEAZKUGSCHFXIQ-UHFFFAOYSA-L,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:GZK92PJM7B,Valeric Acid,2,GZK92PJM7B,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:H2ZEY72PME,ZINC ACETATE ANHYDROUS,2,H2ZEY72PME,DJWUNCQRNNEAKC-UHFFFAOYSA-L,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:J41CSQ7QDS,Zinc,1,J41CSQ7QDS,HCHKCACWOHOZIP-UHFFFAOYSA-N,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:K72I3DEX9B,Zinc Citrate,2,K72I3DEX9B,WGIWBXUNRXCYRA-UHFFFAOYSA-H,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:N57JI2K7WP,Zinc Sulfate Heptahydrate,2,N57JI2K7WP,RZLVQBNCHSJZPX-UHFFFAOYSA-L,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:OO7ZBU9703,Zinc Bromide,2,OO7ZBU9703,VNDYJBBGRKZCSX-UHFFFAOYSA-L,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:SOI2LOH54Z,Zinc Oxide,1,SOI2LOH54Z,RNWHGQJWIACOKP-UHFFFAOYSA-N,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:U6WSN5SQ1Z,Zinc Gluconate,1,U6WSN5SQ1Z,WHMDKBIGKVEYHS-IYEMJOQQSA-L,566,Zn2+,,,32051,zinc,zinc,14,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,35
K1:E1IO3ICJ9A,Tandutinib,3,E1IO3ICJ9A,UXXQOJXBIDBUAC-UHFFFAOYSA-N,5695,tandutinib,SGVQMZVRLBDVCF-UHFFFAOYSA-N,,66524380,tandutinib,tandutinib,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,5
K1:ZZ6VH5MZ17,SU-14813,3,ZZ6VH5MZ17,CTNPALGJUAXMMC-PMFHANACSA-N,5712,SU-14813,XWPFYHDOZULRTD-ROUJOJKSSA-N,,73755145,SU-14813,su 14813,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,6
K1:JMS50MPO89,Losartan,1,3ST302B24A,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,586,EXP3174,ZEUXAIYYDDCIRX-UHFFFAOYSA-N,CHEMBL907,108185,EXP3174,exp3174,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:9013DUQ28K,Anakinra,1,9013DUQ28K,,5878,IL-1 receptor antagonist,,,,IL-1ra,il 1ra,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K2:PRIGRJPRGZCFAS-UHFFFAOYSA-N,ALOISINE A,3,,PRIGRJPRGZCFAS-UHFFFAOYSA-N,5924,aloisine A,AYIIQABSVDIZSY-UHFFFAOYSA-N,CHEMBL75680,448912,aloisine A,aloisine a,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,4
K1:I35H55G906,Dovitinib,3,69VKY8P7EA,PIQCTGMSNWUMAF-UHFFFAOYSA-N,5962,dovitinib,KCOYQXZDFIIGCY-ZZEZOPTASA-N,CHEMBL522892,135398510,dovitinib,dovitinib,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,13
K1:LDX3F0CCST,PYRIDONE-6,3,,VNDWQCSOSCCWIP-UHFFFAOYSA-N,5991,isogranulatimide,WXUJAQBSBZLVEV-UHFFFAOYSA-N,CHEMBL413188,135418335,pyridone 6,pyridone 6,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,3
K1:WW4KZW83BX,"HT-2157, (E)-",3,WW4KZW83BX,,6126,SNAP 37889,TXCGMRVPXUBHAL-UHFFFAOYSA-N,,1471834,SNAP 37889,snap 37889,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:YGR27ZW0Y7,SODIUM SULFIDE,2,,GRVFOGOEDUUMBP-UHFFFAOYSA-N,6278,NaHS,HYHCSLBZRBJJCH-UHFFFAOYSA-M,CHEMBL1644699,28015,sodium sulfide,sodium sulfide,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:01Q9PC255D,Ammonium Chloride,2,01Q9PC255D,NLXLAEXVIDQMFP-UHFFFAOYSA-N,6289,NH4Cl,,,25517,ammonium chloride,ammonium,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:10LGE70FSU,"Ammonium Phosphate, Dibasic",2,10LGE70FSU,MNNHAPBLZZVQHP-UHFFFAOYSA-N,6289,NH4Cl,,,25517,ammonium chloride,ammonium,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:5138Q19F1X,Ammonia,1,5138Q19F1X,QGZKDVFQNNGYKY-UHFFFAOYSA-N,6289,NH4Cl,,,25517,ammonium chloride,ammonium,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:67M901L9NQ,Ammonium Lactate,2,67M901L9NQ,RZOBLYBZQXQGFY-UHFFFAOYSA-N,6289,NH4Cl,,,25517,ammonium chloride,ammonium,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:AC80WD7GPF,Ammonium Benzoate,2,AC80WD7GPF,VWSRWGFGAAKTQG-UHFFFAOYSA-N,6289,NH4Cl,,,25517,ammonium chloride,ammonium,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:NJ5VT0FKLJ,Ammonium Carbonate,2,NJ5VT0FKLJ,,6289,NH4Cl,,,25517,ammonium chloride,ammonium,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:PDP691CN28,Diammonium Carbonate,2,NJ5VT0FKLJ,PRKQVKDSMLBJBJ-UHFFFAOYSA-N,6289,NH4Cl,,,25517,ammonium chloride,ammonium,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:R0JB3224WS,Ammonium Bromide,2,R0JB3224WS,SWLVFNYSXGMGBS-UHFFFAOYSA-N,6289,NH4Cl,,,25517,ammonium chloride,ammonium,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:N863NB338G,Benzyl Benzoate,1,N863NB338G,SESFRYSPDFLNCH-UHFFFAOYSA-N,6294,benzyl bromide,AGEZXYOZHKGVCM-UHFFFAOYSA-N,CHEMBL1085946,7498,benzyl bromide,benzyl,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:66H7ZZK23N,Ozone,1,66H7ZZK23N,CBENFWSGALASAD-UHFFFAOYSA-N,6297,O3,,CHEMBL2447938,24823,ozone,ozone,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:3H04W2810V,Auranofin,1,3H04W2810V,,6306,auranofin,AUJRCFUBUPVWSZ-XTZHGVARSA-M,CHEMBL1366,70788951,auranofin,auranofin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:T7EU0O9VPP,Citral,3,T7EU0O9VPP,,6327,citral,WTEVQBCEXWBHNA-JXMROGBWSA-N,CHEMBL1080997,638011,citral,citral,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K2:PMEQBGAGFZDWQX-UHFFFAOYSA-N,ML075,3,,PMEQBGAGFZDWQX-UHFFFAOYSA-N,6404,SF-11,WFFKVDICECGSHN-UHFFFAOYSA-N,CHEMBL548708,2745583,SF-11,sf 11,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:U0JZ726775,Desirudin,1,U0JZ726775,,6458,desirudin,XYWBJDRHGNULKG-OUMQNGNKSA-N,CHEMBL1201662,16129703,desirudin,desirudin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:334895S862,Doxycycline Anhydrous,2,19XTS3T51U,JBIWCJUYHHGXTC-AKNGSSGZSA-N,6464,doxycycline,SGKRLCUYIXIAHR-AKNGSSGZSA-N,CHEMBL1433,54671203,doxycycline,doxycycline,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:F8VB5M810T,Tetracycline,2,6B7BK5H33B,OFVLGDICTFRJMM-WESIUVDSSA-N,6464,doxycycline,SGKRLCUYIXIAHR-AKNGSSGZSA-N,CHEMBL1433,54671203,doxycycline,doxycycline,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:Y43GF64R34,Lepirudin,2,Y43GF64R34,,6469,lepirudin,FIBJDTSHOUXTKV-BRHMIFOHSA-N,,118856773,lepirudin,lepirudin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:8631NP8608,BIVALIRUDIN TRIFLUOROACETATE,1,8631NP8608,,6470,bivalirudin,OIRCOABEOLEUMC-GEJPAHFPSA-N,CHEMBL2103749,16129704,bivalirudin,bivalirudin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:TN9BEX005G,Bivalirudin,1,TN9BEX005G,,6470,bivalirudin,OIRCOABEOLEUMC-GEJPAHFPSA-N,CHEMBL2103749,16129704,bivalirudin,bivalirudin,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:YI437801BE,Mogamulizumab,2,YI437801BE,,6477,mogamulizumab,,,,mogamulizumab,mogamulizumab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:YI437801BE#kpkc,Mogamulizumab-Kpkc,2,YI437801BE,,6477,mogamulizumab,,,,mogamulizumab,mogamulizumab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:6CO90XQD9O,Sequoiadendron Giganteum Whole,2,6CO90XQD9O,,6480,G36,QTOCPACSSHFGOY-ZCCHDVMBSA-N,,73755224,G-36,g 36,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:S5M7KW6U17,Upamostat,3,S5M7KW6U17,HUASEDVYRABWCV-NDEPHWFRSA-N,6497,upamostat,CYCFEEXTLQGJEL-XEOXDSMQSA-N,,56843330,upamostat,upamostat,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:D9GM7FH652,Pyroglutamylaprotinin,1,D9GM7FH652,,6570,aprotinin,ZPNFWUPYTFPOJU-LPYSRVMUSA-N,,16130295,aprotinin,aprotinin,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:X85G7936GV,Abciximab,2,X85G7936GV,,6584,abciximab,,,,abciximab,abciximab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:3JB47N2Q2P,Natalizumab,1,3JB47N2Q2P,,6591,natalizumab,,,,natalizumab,natalizumab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:3JB47N2Q2P#sztn,Natalizumab-Sztn,2,3JB47N2Q2P,,6591,natalizumab,,,,natalizumab,natalizumab,2,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,2
K1:XX2MN88N5D,Efalizumab,1,XX2MN88N5D,,6593,efalizumab,,CHEMBL1201575,,efalizumab,efalizumab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:41W9MFI160,Etaracizumab,3,41W9MFI160,,6596,etaracizumab,,,,etaracizumab,etaracizumab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:PP0SHH6V16,Alirocumab,1,PP0SHH6V16,,6744,alirocumab,,,,alirocumab,alirocumab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:3A189DH42V,Alemtuzumab,2,3A189DH42V,,6770,alemtuzumab,,,,alemtuzumab,alemtuzumab,1,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S9ZZM9Q9V,Bevacizumab,2,2S9ZZM9Q9V,,6771,bevacizumab,,,,bevacizumab,bevacizumab,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S9ZZM9Q9V#adcd,Bevacizumab-Adcd,2,2S9ZZM9Q9V,,6771,bevacizumab,,,,bevacizumab,bevacizumab,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S9ZZM9Q9V#awwb,Bevacizumab-Awwb,2,2S9ZZM9Q9V,,6771,bevacizumab,,,,bevacizumab,bevacizumab,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S9ZZM9Q9V#bvzr,Bevacizumab-Bvzr,2,2S9ZZM9Q9V,,6771,bevacizumab,,,,bevacizumab,bevacizumab,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S9ZZM9Q9V#maly,Bevacizumab-Maly,2,2S9ZZM9Q9V,,6771,bevacizumab,,,,bevacizumab,bevacizumab,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S9ZZM9Q9V#nwgd,Bevacizumab-Nwgd,2,2S9ZZM9Q9V,,6771,bevacizumab,,,,bevacizumab,bevacizumab,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S9ZZM9Q9V#tnjn,Bevacizumab-Tnjn,2,2S9ZZM9Q9V,,6771,bevacizumab,,,,bevacizumab,bevacizumab,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
K1:2S9ZZM9Q9V#vikg,Bevacizumab-Vikg,2,2S9ZZM9Q9V,,6771,bevacizumab,,,,bevacizumab,bevacizumab,8,none - corpus page and GtoPdb ligand share no UNII and no InChIKey; needs a human decision,1
