molecule_chembl_id,molecule_name,page_key,page_display_name,tier,confirmed_by_corpus_chembl_id
CHEMBL1003,CLAVULANATE POTASSIUM,K1:23521W1S24,Clavulanic acid,2,True
CHEMBL1010,CEFOTAXIME SODIUM,K1:N2GI8B1GK7,Cefotaxime,2,True
CHEMBL1026,FENOLDOPAM MESYLATE,K1:INU8H2KAWG,Fenoldopam,2,True
CHEMBL1026,FENOLDOPAM MESYLATE,K1:Y9ESM282DO,Fenoldopam,1,False
CHEMBL1034,DICLOFENAC SODIUM,K1:144O8QL0L1,Diclofenac,1,True
CHEMBL107217,DITIOCARB SODIUM,K1:99Z2744345,Ditiocarb,3,True
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,K1:9G6U5L461Q,ICOTINIB,3,False
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,K1:J4T82NDH7E,Erlotinib,2,True
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,K1:S65743JHBS,Gefitinib,2,False
CHEMBL1082607,SALMETEROL XINAFOATE,K1:2I4BC502BT,Salmeterol,2,True
CHEMBL1083385,CLOPIDOGREL BISULFATE,K1:A74586SNO7,Clopidogrel,2,True
CHEMBL1083385,CLOPIDOGREL BISULFATE,K1:OM90ZUW7M1,Ticlopidine,2,False
CHEMBL1083993,AMIODARONE HYDROCHLORIDE,K1:N3RQ532IUT,Amiodarone,2,True
CHEMBL1084172,VILANTEROL TRIFENATATE,K1:028LZY775B,Vilanterol,2,True
CHEMBL1092,TRIHEXYPHENIDYL HYDROCHLORIDE,K1:2Z97SF443Z,Trihexyphenidyl,2,False
CHEMBL1092,TRIHEXYPHENIDYL HYDROCHLORIDE,K1:6RC5V8B7PO,Trihexyphenidyl,2,True
CHEMBL1095292,BRETYLIUM TOSYLATE,K1:RZR75EQ2KJ,Bretylium,2,True
CHEMBL1097279,CANGRELOR TETRASODIUM,K1:6AQ1Y404U7,Cangrelor,2,True
CHEMBL1097620,IOTHALAMATE SODIUM,"COMBO:{K1:16CHD79MIX,K1:6HG8UB2MUY}",IOTHALAMATE MEGLUMINE,2,False
CHEMBL1097620,IOTHALAMATE SODIUM,K1:16CHD79MIX,Iotalamic acid,2,True
CHEMBL1098285,DISTIGMINE BROMIDE,K1:T940307O7B,Distigmine,2,True
CHEMBL1116,RALOXIFENE HYDROCHLORIDE,K1:YX9162EO3I,Raloxifene,1,True
CHEMBL1120,BISMUTH SUBSALICYLATE,K1:62TEY51RR1,Bismuth Subsalicylate,2,True
CHEMBL1120,BISMUTH SUBSALICYLATE,K1:A6I4E79QF1,Bismuth Oxide,2,False
CHEMBL1120,BISMUTH SUBSALICYLATE,K1:H19J064BA5,Bismuth Subnitrate,2,False
CHEMBL1120,BISMUTH SUBSALICYLATE,K1:U015TT5I8H,Bismuth,2,False
CHEMBL1126,PENICILLIN G SODIUM,"COMBO:{K1:4Z8Y51M438,K1:Q42T66VG0C}",PENICILLIN G PROCAINE,2,False
CHEMBL1126,PENICILLIN G SODIUM,K1:Q42T66VG0C,Penicillin G,2,True
CHEMBL1133,OXYBUTYNIN CHLORIDE,K1:5BRQ29UUB7,Aroxybutynin,3,False
CHEMBL1133,OXYBUTYNIN CHLORIDE,K1:K9P6MC7092,Oxybutynin,2,True
CHEMBL1134,DECAMETHONIUM BROMIDE,K1:C1CG1S3T2W,Decamethonium,1,True
CHEMBL11359,CISPLATIN,K1:BG3F62OND5,Carboplatin,2,False
CHEMBL11359,CISPLATIN,K1:GZ8I2X2FZK,Sebriplatin,2,False
CHEMBL11359,CISPLATIN,K1:Q20Q21Q62J,Cisplatin,2,True
CHEMBL115435,SUPLATAST TOSILATE,K1:4T0HO29O56,Suplatast,3,True
CHEMBL1161633,CHLORATE,K1:08Z8093742,CHLORATE,2,True
CHEMBL1184,ACETYLCHOLINE CHLORIDE,K1:14ZY3JP7M6,Helicobacter Pylori DNA,2,False
CHEMBL1184,ACETYLCHOLINE CHLORIDE,K1:N9YNS0M02X,Acetylcholine,1,True
CHEMBL1200322,ESCITALOPRAM OXALATE,K1:0DHU5B8D6V,Citalopram,2,False
CHEMBL1200322,ESCITALOPRAM OXALATE,K1:4O4S742ANY,Escitalopram,1,True
CHEMBL1200323,LABETALOL HYDROCHLORIDE,K1:R5H8897N95,Labetalol,2,True
CHEMBL1200326,NICARDIPINE HYDROCHLORIDE,K1:CZ5312222S,Nicardipine,2,True
CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,K1:01MI4Q9DI3,Pilocarpine,2,True
CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,K1:EWL6971ETP,Cilmostim,2,False
CHEMBL1200332,PROTRIPTYLINE HYDROCHLORIDE,K1:4NDU154T12,Protriptyline,2,True
CHEMBL1200333,TECHNETIUM TC 99M PYROPHOSPHATE,K1:5L76I61H2B,Technetium Tc-99m Pyrophosphate,2,True
CHEMBL1200333,TECHNETIUM TC 99M PYROPHOSPHATE,K1:6EW75241VU,Technetium TC-99M,2,False
CHEMBL1200333,TECHNETIUM TC 99M PYROPHOSPHATE,K1:PPP8783IQ1,Technetium TC-99M Pertechnetate,2,False
CHEMBL1200338,PINACIDIL,K1:BB4UGO5K0D,Pinacidil anhydrous,2,False
CHEMBL1200338,PINACIDIL,K1:Y08IPB8MZH,Pinacidil,1,False
CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,K1:1WS297W6MV,Phenylephrine,1,True
CHEMBL1200340,OSELTAMIVIR PHOSPHATE,K1:20O93L6F9H,Oseltamivir,2,True
CHEMBL1200343,PERINDOPRIL ERBUMINE,K1:Y5GMK36KGY,Perindopril,1,True
CHEMBL1200343,PERINDOPRIL ERBUMINE,K2:TVYLLZQTGLZFBW-UHFFFAOYSA-N,Tramadol,2,False
CHEMBL1200346,GADODIAMIDE,K1:84F6U3J2R6,Gadodiamide,2,False
CHEMBL1200347,ISOPROPAMIDE IODIDE,K1:8B9I31H724,Isopropamide,1,True
CHEMBL1200348,SULCONAZOLE NITRATE,K1:5D9HAA5Q5S,Sulconazole,2,True
CHEMBL1200354,SODIUM TETRADECYL SULFATE,K1:6326W0DRHY,Tetradecyl Hydrogen Sulfate (ESTER),2,True
CHEMBL1200354,SODIUM TETRADECYL SULFATE,K4:tetradecyl,Sodium Tetradecyl,2,False
CHEMBL1200357,MOXALACTAM DISODIUM,K1:VUF6C936Z3,Latamoxef,1,True
CHEMBL1200360,IOFETAMINE HYDROCHLORIDE I 123,HOLD:existing:iofetamine-hydrochloride-i-123,Iofetamine Hydrochloride I-123,1,False
CHEMBL1200360,IOFETAMINE HYDROCHLORIDE I 123,K1:LV23B78IJC,Iofetamine (123i),2,True
CHEMBL1200367,ECHOTHIOPHATE IODIDE,K1:0F350BVT6S,Echothiophate,2,True
CHEMBL1200379,APRACLONIDINE HYDROCHLORIDE,K1:843CEN85DI,Apraclonidine,2,True
CHEMBL1200383,BENZTROPINE MESYLATE,K1:1NHL2J4X8K,Benzatropine,2,True
CHEMBL1200388,CLOXACILLIN SODIUM,K1:O6X5QGC2VB,Cloxacillin,2,True
CHEMBL1200389,BRIMONIDINE TARTRATE,K1:E6GNX3HHTE,Brimonidine,2,True
CHEMBL1200395,ORPHENADRINE CITRATE,K1:AL805O9OG9,Orphenadrine,2,True
CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,K1:91Y494NL0X,Butenafine,2,True
CHEMBL1200398,BUTOCONAZOLE NITRATE,K1:0Q771797PH,Butoconazole,2,True
CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,K1:TK65WKS8HL,Buspirone,2,True
CHEMBL1200402,AMLODIPINE BESYLATE,K1:1J444QC288,Amlodipine,1,True
CHEMBL1200402,AMLODIPINE BESYLATE,K1:UDM7Q7QWP8,Benazepril,2,False
CHEMBL1200406,DIMENHYDRINATE,"COMBO:{K1:8GTS82S83M,K1:GE2UA340FM}",DIMENHYDRINATE,2,True
CHEMBL1200406,DIMENHYDRINATE,K1:3L5TQ84570,Meclozine,1,False
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,K1:512OYT1CRR,Cocoa Butter,2,False
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,K1:98PI200987,Lidocaine,1,True
CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,K1:35S93Y190K,Procarbazine,2,True
CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,K1:030PYR8953,Ropinirole,1,True
CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,K1:83619PEU5T,Pramipexole,1,False
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,K1:134FM9ZZ6M,Pheniramine,2,False
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,K1:S9U025Y077,Tetryzoline,2,True
CHEMBL1200415,TECHNETIUM TC 99M OXIDRONATE,K1:71MR4V32TI,Oxidronic acid,2,False
CHEMBL1200415,TECHNETIUM TC 99M OXIDRONATE,K1:MG4KI49HHJ,TECHNETIUM TC 99M OXIDRONATE,2,True
CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,K1:3S12J47372,Dobutamine,2,True
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,K1:RT3Y3QMF8N,Molindone,2,True
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,K1:W3XP4529RW,"MOLINDONE, (R)-",2,False
CHEMBL1200421,TECHNETIUM TC 99M MEBROFENIN,K1:7PV0B6ED98,Mebrofenin,2,False
CHEMBL1200421,TECHNETIUM TC 99M MEBROFENIN,K1:F2NQ468L52,TECHNETIUM TC 99M MEBROFENIN,2,True
CHEMBL1200425,PARGYLINE HYDROCHLORIDE,K1:9MV14S8G3E,Pargyline,1,True
CHEMBL1200431,GADOPENTETATE DIMEGLUMINE,K1:AU0V1LM3JT,Gadolinium,2,False
CHEMBL1200431,GADOPENTETATE DIMEGLUMINE,K1:V7OK6J19HQ,Gadopentetate,2,True
CHEMBL1200432,METHYLDOPATE HYDROCHLORIDE,K1:2579Z4P04J,Methyldopate,2,True
CHEMBL1200432,METHYLDOPATE HYDROCHLORIDE,K1:M4R0H12F6M,Methyldopa,2,False
CHEMBL1200434,OXTRIPHYLLINE,K1:0I55128JYK,Theophylline Anhydrous,2,True
CHEMBL1200437,QUINIDINE GLUCONATE,K1:ITX08688JL,Quinidine,2,True
CHEMBL1200439,IODOHIPPURATE SODIUM I 123,HOLD:existing:iodohippurate-sodium-i-123,Iodohippurate Sodium I-123,1,False
CHEMBL1200439,IODOHIPPURATE SODIUM I 123,K1:G4586WF35M,Iodohippuric Acid I-123,1,True
CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,K1:3C5ORO99TY,Tripelennamine,2,True
CHEMBL1200448,TILUDRONATE DISODIUM,K1:6PNS59HP4Y,Tiludronic acid,2,True
CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,K1:GCU97FKN3R,Valganciclovir,2,True
CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,K1:P9G3CKZ4P5,Ganciclovir,2,False
CHEMBL1200457,GADOVERSETAMIDE,K1:N78PI4C683,Versetamide,1,False
CHEMBL1200457,GADOVERSETAMIDE,K1:RLM74T3Z9D,Gadoversetamide,2,True
CHEMBL1200461,MIDODRINE HYDROCHLORIDE,K1:6YE7PBM15H,Midodrine,2,True
CHEMBL1200467,HYDROXYZINE PAMOATE,K1:30S50YM8OG,Hydroxyzine,2,True
CHEMBL1200469,PROMAZINE HYDROCHLORIDE,K1:O9M39HTM5W,Promazine,2,True
CHEMBL1200470,ESOMEPRAZOLE SODIUM,K1:0K5C5T2QPG,Lansoprazole,1,False
CHEMBL1200470,ESOMEPRAZOLE SODIUM,K1:D8TST4O562,Pantoprazole,2,False
CHEMBL1200470,ESOMEPRAZOLE SODIUM,K1:KG60484QX9,Omeprazole,2,False
CHEMBL1200470,ESOMEPRAZOLE SODIUM,K1:N3PA6559FT,Esomeprazole,1,True
CHEMBL1200471,PYRITHIONE ZINC,K1:6GK82EC25D,Pyrithione,2,True
CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,K1:I76F4SHP7J,Cyclopentolate,2,True
CHEMBL1200474,DEMECLOCYCLINE HYDROCHLORIDE,K1:5R5W9ICI6O,Demeclocycline,2,True
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,K1:078A24Q30O,Dyclonine,2,True
CHEMBL1200480,OCTREOTIDE ACETATE,K1:6E20216Q0L,Somatostatin,2,False
CHEMBL1200480,OCTREOTIDE ACETATE,K1:7PBO3W74TY,TYR(3)-OCTREOTIDE I-123,3,False
CHEMBL1200480,OCTREOTIDE ACETATE,K1:M312JJ6Z32,INDIUM IN 111 PENTETREOTIDE,2,False
CHEMBL1200480,OCTREOTIDE ACETATE,K1:N2UJM5NBF6,Maxacalcitol,3,False
CHEMBL1200480,OCTREOTIDE ACETATE,K1:RWM8CCW8GP,Octreotide,1,True
CHEMBL1200480,OCTREOTIDE ACETATE,K2:WNBILILJFBJQFP-SDLVTCPTSA-N,SANDOSTATIN,1,False
CHEMBL1200482,CEFOPERAZONE SODIUM,K1:7U75I1278D,Cefoperazone,1,True
CHEMBL1200485,SORAFENIB TOSYLATE,K1:9ZOQ3TZI87,Sorafenib,1,True
CHEMBL1200487,ETHACRYNATE SODIUM,K1:M5DP350VZV,Etacrynic acid,2,True
CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,K1:59H4FCV1TF,Nefazodone,1,True
CHEMBL1200493,NAFTIFINE HYDROCHLORIDE,K1:4FB1TON47A,Naftifine,2,True
CHEMBL1200494,GUANFACINE HYDROCHLORIDE,K1:30OMY4G3MK,Guanfacine,1,True
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:05RMF7YPWN,Hydrocortisone Butyrate,1,False
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:2340UP1L2G,Hydrocortisone aceponate,2,False
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:2Y87E22X71,Hydrocortisone Phosphate,1,False
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:3X7931PO74,HYDROCORTISONE ACETATE,1,False
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:4XDY25L70B,Hydrocortisone Cypionate,1,False
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:68717P8FUZ,HYDROCORTISONE VALERATE,2,False
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:IHV1VP592V,Hydrocortisone Hemisuccinate Anhydrous,2,True
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:O6550D6K3A,Hydrocortisone Probutate,1,False
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,K1:WI4X0X7BPJ,Hydrocortisone,1,False
CHEMBL1200498,ALATROFLOXACIN MESYLATE,K1:7QVV6I50DT,Alatrofloxacin,1,True
CHEMBL1200498,ALATROFLOXACIN MESYLATE,K1:9F388J00UK,Trovafloxacin,1,False
CHEMBL1200501,GOSERELIN ACETATE,K1:0F65R8P09N,Goserelin,1,True
CHEMBL1200501,GOSERELIN ACETATE,K1:EFY6W0M8TG,Leuprorelin,1,False
CHEMBL1200503,BROMOCRIPTINE MESYLATE,K1:3A64E3G5ZO,Bromocriptine,1,True
CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,"COMBO:{K1:63937KV33D,K1:65R938S4DV}",ERYTHROMYCIN LACTOBIONATE,2,True
CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,K1:63937KV33D,Erythromycin,2,False
CHEMBL1200509,HISTRELIN ACETATE,K1:H50H3S3W74,Histrelin,1,True
CHEMBL1200510,ERYTHROMYCIN STEARATE,"COMBO:{K1:63937KV33D,K1:65R938S4DV}",ERYTHROMYCIN LACTOBIONATE,2,False
CHEMBL1200510,ERYTHROMYCIN STEARATE,K1:1014KSJ86F,Erythromycin Ethylsuccinate,2,False
CHEMBL1200510,ERYTHROMYCIN STEARATE,K1:63937KV33D,Erythromycin,2,True
CHEMBL1200510,ERYTHROMYCIN STEARATE,K1:HB75CIT999,Erythromycin Propionate,1,False
CHEMBL1200514,DEMECARIUM BROMIDE,K1:ILP8XJ8R5K,Demecarium,1,True
CHEMBL1200517,DIHYDROERGOTAMINE MESYLATE,K1:436O5HM03C,Dihydroergotamine,2,True
CHEMBL1200521,ALMOTRIPTAN MALATE,K1:1O4XL5SN61,Almotriptan,2,True
CHEMBL1200523,CEFAZOLIN SODIUM,K1:IHS69L0Y4T,Cefazolin,2,True
CHEMBL1200527,ATRACURIUM BESYLATE,K1:6I6ZV2IVUX,"ATRACURIUM, (1R,2R,1'R,2'S)-(+/-)-",2,False
CHEMBL1200527,ATRACURIUM BESYLATE,K2:YXSLJKQTIDHPOT-UHFFFAOYSA-N,Atracurium besilate,2,True
CHEMBL1200530,CEFOXITIN SODIUM,K1:6OEV9DX57Y,Cefoxitin,2,True
CHEMBL1200531,ALFENTANIL HYDROCHLORIDE,K1:1N74HM2BS7,Alfentanil,2,True
CHEMBL1200535,THALLOUS CHLORIDE TL 201,K1:3I8Y076A0E,Thallous Chloride Tl-201,2,True
CHEMBL1200541,AMBENONIUM CHLORIDE,K1:L16PUN799N,Ambenonium,1,True
CHEMBL1200544,CEPHALEXIN,K1:5SFF1W6677,Cefalexin,2,False
CHEMBL1200550,ANTAZOLINE PHOSPHATE,K1:DHA8014SS1,Antazoline,2,True
CHEMBL1200556,DESMOPRESSIN ACETATE,K1:ENR1LLB0FP,Desmopressin,1,True
CHEMBL1200560,GUANABENZ ACETATE,K1:GGD30112WC,Guanabenz,1,True
CHEMBL1200561,DOXAZOSIN MESYLATE,K1:NW1291F1W8,Doxazosin,2,True
CHEMBL1200563,CERIVASTATIN SODIUM,K1:AM91H2KS67,Cerivastatin,1,True
CHEMBL1200571,GADOBENATE DIMEGLUMINE,K1:3Q6PPC19PO,Gadobenate Dimeglumine,2,True
CHEMBL1200580,SULFOXONE SODIUM,K1:0G3C18OH4D,Sulfoxone,1,True
CHEMBL1200581,DIATRIZOATE SODIUM,"COMBO:{K1:5UVC90J1LK,K1:6HG8UB2MUY}",DIATRIZOATE MEGLUMINE,2,False
CHEMBL1200581,DIATRIZOATE SODIUM,K1:5UVC90J1LK,Diatrizoic Acid,2,True
CHEMBL1200582,AMINOLEVULINIC ACID HYDROCHLORIDE,K1:88755TAZ87,Aminolevulinic Acid,2,True
CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,K1:3U02EL437C,Clindamycin,2,True
CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,K1:C501Z28AFG,Clindamycin Palmitate,2,False
CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,K1:EH6D7113I8,Clindamycin Phosphate,2,False
CHEMBL1200593,GADOTERIDOL,K1:0199MV609F,Gadoteridol,2,True
CHEMBL1200593,GADOTERIDOL,K1:B30KIN2I3Q,"10-(2-HYDROXYPROPYL)-1,4,7,10-TETRAAZACYCLODODECANE-1,4,7-TRIACETIC Acid",2,False
CHEMBL1200601,NARATRIPTAN HYDROCHLORIDE,K1:QX3KXL1ZA2,Naratriptan,2,True
CHEMBL1200606,MEXILETINE HYDROCHLORIDE,K1:1U511HHV4Z,Mexiletine,2,True
CHEMBL1200606,MEXILETINE HYDROCHLORIDE,K1:4KQ8G4M9DE,(R)-MEXILETINE,2,False
CHEMBL1200606,MEXILETINE HYDROCHLORIDE,K1:UZX645YZ46,Mexiletine,2,False
CHEMBL1200610,LORACARBEF,K1:W72I5ZT78Z,Loracarbef Anhydrous,1,False
CHEMBL1200618,FEXOFENADINE HYDROCHLORIDE,K1:E6582LOH6V,Fexofenadine,2,True
CHEMBL1200621,GEMIFLOXACIN MESYLATE,K1:OKR68Y0E4T,Gemifloxacin,2,True
CHEMBL1200628,VANCOMYCIN HYDROCHLORIDE,K1:6Q205EH1VU,Vancomycin,2,True
CHEMBL1200629,VECURONIUM BROMIDE,K1:5438723848,Vecuronium,2,True
CHEMBL1200629,VECURONIUM BROMIDE,K2:ANGKOCUUWGHLCE-UHFFFAOYSA-N,Glycopyrronium bromide,2,False
CHEMBL1200636,CYCLOBENZAPRINE HYDROCHLORIDE,K1:69O5WQQ5TI,Cyclobenzaprine,2,True
CHEMBL1200638,DEXBROMPHENIRAMINE MALEATE,K1:75T64B71RP,Dexbrompheniramine,1,True
CHEMBL1200639,TECHNETIUM TC 99M GLUCEPTATE,K1:B1F50160Z2,Glucoheptonic Acid,1,False
CHEMBL1200639,TECHNETIUM TC 99M GLUCEPTATE,K1:I853LE095B,TECHNETIUM TC 99M GLUCEPTATE,1,True
CHEMBL1200640,FERROUS FUMARATE,K1:129CO35H12,Ferrous Arsenate,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:33KM3X4QQW,FERROUS CITRATE,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:39R4TAN1VT,Ferrous Sulfate,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:3M6325NY1R,IRON ISOMALTOSIDE 1000,3,False
CHEMBL1200640,FERROUS FUMARATE,K1:6897GXD6OE,Ferric carboxymaltose,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:781E2AXH0K,FERROUS GLUCONATE ANHYDROUS,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:818ZYK7N91,FERROUS SUCCINATE,3,False
CHEMBL1200640,FERROUS FUMARATE,K1:87PZU03K0K,Ferric Oxyhydroxide,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:CC9149U2QX,SODIUM FERRIC GLUCONATE COMPLEX,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:D07L04MRWI,Ferrous Phosphate,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:DI3477D0PI,FERROUS ASCORBATE,3,False
CHEMBL1200640,FERROUS FUMARATE,K1:E1UOL152H7,Iron,1,False
CHEMBL1200640,FERROUS FUMARATE,K1:F5452U54PN,Ferrous Iodide,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:FIZ06U7B2G,SODIUM FERROUS CITRATE,3,False
CHEMBL1200640,FERROUS FUMARATE,K1:FZ7NYF5N8L,Iron Sucrose,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:GW89581OWR,Ferrous Cation,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:MZ3Q72U52O,Ferrous Carbonate,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:R5L488RY0Q,Ferrous Fumarate,2,True
CHEMBL1200640,FERROUS FUMARATE,K1:S3Y25PHP1W,FERROUS CHLORIDE,3,False
CHEMBL1200640,FERROUS FUMARATE,K1:SFW1D987QV,FERROUS BISGLYCINATE,3,False
CHEMBL1200640,FERROUS FUMARATE,K1:U1B11I423Z,Ferrous Gluconate,2,False
CHEMBL1200640,FERROUS FUMARATE,K1:Z56D82TX8V,FERROUS ASPARTATE,3,False
CHEMBL1200640,FERROUS FUMARATE,K1:ZRW631PTZD,FERROUS TARTRATE,2,False
CHEMBL1200641,CISATRACURIUM BESYLATE,K1:QX62KLI41N,Cisatracurium,2,True
CHEMBL1200642,INDIUM IN 111 PENTETREOTIDE,K1:G083B71P98,Pentetreotide,2,False
CHEMBL1200642,INDIUM IN 111 PENTETREOTIDE,K1:M312JJ6Z32,INDIUM IN 111 PENTETREOTIDE,2,True
CHEMBL1200642,INDIUM IN 111 PENTETREOTIDE,K1:RWM8CCW8GP,Octreotide,1,False
CHEMBL1200644,FONDAPARINUX SODIUM,K1:J177FOW5JL,Fondaparinux,2,True
CHEMBL1200648,ROCURONIUM BROMIDE,K1:WRE554RFEZ,Rocuronium,2,True
CHEMBL1200659,ENALAPRIL MALEATE,K1:69PN84IO1A,Enalapril,1,True
CHEMBL1200659,ENALAPRIL MALEATE,K1:Q508Q118JM,Enalaprilat Anhydrous,1,False
CHEMBL1200662,HEMIN,K1:0WP180G15G,HEMATIN,3,False
CHEMBL1200662,HEMIN,K1:743LRP9S7N,Hemin,2,True
CHEMBL1200663,TECHNETIUM TC 99M LIDOFENIN,K1:6433TZJ6TQ,TECHNETIUM TC 99M LIDOFENIN,1,True
CHEMBL1200663,TECHNETIUM TC 99M LIDOFENIN,K1:EK22QV7701,Lidofenin,1,False
CHEMBL1200665,DIPHENOXYLATE HYDROCHLORIDE,K1:73312P173G,Diphenoxylate,2,True
CHEMBL1200667,ENCLOMIPHENE CITRATE,K1:R6D2UI4FLS,Enclomifene,3,True
CHEMBL1200667,ENCLOMIPHENE CITRATE,K2:GKIRPKYJQBWNGO-UHFFFAOYSA-N,Clomifene,1,False
CHEMBL1200672,CEFPIRAMIDE SODIUM,K1:P936YA152N,Cefpiramide,1,True
CHEMBL1200675,TOREMIFENE CITRATE,K1:7NFE54O27T,Toremifene,2,True
CHEMBL1200675,TOREMIFENE CITRATE,K1:B0P231ILBK,Ospemifene,1,False
CHEMBL1200676,CHROMIC PHOSPHATE P 32,K1:O181101B5G,Sodium phosphate (32p),1,False
CHEMBL1200676,CHROMIC PHOSPHATE P 32,K1:QHO02LZ4H2,Chromic Phosphate P-32,2,True
CHEMBL1200681,MONTELUKAST SODIUM,K1:MHM278SD3E,Montelukast,2,True
CHEMBL1200682,SODIUM OXYBATE,K1:30IW36W5B2,Oxybate,1,True
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:0V6E9Q2I0Y,Manganese Acetate,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:1XRA8Q11QP,Manganese Difluoride,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:5Q9VVO3QCN,Manganese Iodide,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:6PH9331Y9Z,Manganese Lactate,3,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:6YB4901Y90,MANGANESE CHLORIDE ANHYDROUS,2,True
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:7G09WJ8QIR,Manganese Gluconate Anhydrous,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:9YY2F980SV,"Manganese Gluconate, Unspecified Form",3,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:9ZV57512ZM,Manganese Carbonate,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:I389H78514,Manganese Nitrate,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:IGA15S9H40,MANGANESE SULFATE ANHYDROUS,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:IO46B19O1Q,Ethylenebisdithiocarbamic Acid,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:QQE170PANO,Manganese Chloride,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:U70U4T7N6S,Manganese Bromide,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K1:W00LYS4T26,Manganese Sulfate,2,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,K4:manganese malate,Manganese Malate,3,False
CHEMBL1200695,PHENYLPROPANOLAMINE HYDROCHLORIDE,K1:33RU150WUN,PHENYLPROPANOLAMINE POLISTIREX,1,False
CHEMBL1200695,PHENYLPROPANOLAMINE HYDROCHLORIDE,K1:57B9YG5Y1E,"PHENYLPROPANOLAMINE, (-)-",1,False
CHEMBL1200695,PHENYLPROPANOLAMINE HYDROCHLORIDE,K1:7875H6443P,Phenylpropanolamine,1,False
CHEMBL1200695,PHENYLPROPANOLAMINE HYDROCHLORIDE,K2:DLNKOYKMWOXYQA-UHFFFAOYSA-N,Phenylpropanolamine,1,True
CHEMBL1200699,DOXYCYCLINE,K1:334895S862,Doxycycline Anhydrous,2,True
