K1:9100L32L2N	metformin	tier1
K1:5UX2SD1KE2	cysteamine	tier1
K1:0QTW8Z7MCR	rofecoxib	tier1
K1:W36ZG6FT64	sirolimus	tier1
COMBO:{K1:46627O600J,K1:KR87B45RGH}	carbidopa-levodopa	tier2
K1:00X6I56YXR	cdx-3379	tier3
K1:043IPI2M0K	1-2-distearoyl-sn-glycero-3-phosphocholine	tier3
K1:1J444QC288	amlodipine	tier1
