schedule_code,item_number,primary_name,substance,reason
PA-Schedule-PoisonsList,,Antihistamines,"Antihistamines, including substances being tetra-N-substituted derivatives of ethylenediamine or propylenediamine; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Aprobarbitone,Aprobarbitone,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Aprotinin,Aprotinin,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Aristolochic acids,Aristolochic acids; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Arsenical substances the following,Arsenical substances the following; halides of arsenic; arsenates; organic compounds of arsenic; which are intended for the treatment of human ailments,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Arsphenamine,Arsphenamine,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Arteether,Arteether,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Azidamphenicol,Azidamphenicol; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Barbituric acid,"Barbituric acid; its salts; derivatives of barbituric acid; their salts; compounds of barbituric acid, its salts; its derivatives, their salts, with any other substance",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Benzamidosalicylic acid,Benzamidosalicylic acid; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Benzathine penicillin,Benzathine penicillin,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Benzoestrol,Benzoestrol,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Benzoylmorphine,Benzoylmorphine; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,N-Benzoyl sulphanilamide,N-Benzoyl sulphanilamide,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Benzylmorphine,Benzylmorphine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Bevonium methyl sulphate,Bevonium methyl sulphate,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Boldenone undecenoate,Boldenone undecenoate,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Botulinum Toxin,"Botulinum Toxin, when contained in preparations intended for treatment of human ailments",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,"4-bromo-2,5","4-bromo-2,5, -dimethoxy-α-methylphenethylamine",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Brucine,Brucine; its quarternary compounds; their salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Butylchloral hydrate,Butylchloral hydrate,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Calabar bean,Calabar bean; alkaloids of; their quarternary compounds; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Calcitonin,"Calcitonin, natural and synthetic",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Calcium 5-alkyl-5-N-butyl-barbiturate,Calcium 5-alkyl-5-N-butyl-barbiturate,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Calcium carbimide,Calcium carbimide,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Calcium dobesilate,Calcium dobesilate,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Cantharidates,Cantharidates,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Carbachol,Carbachol,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Ceftazidine,Ceftazidine; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Cephaloram,Cephaloram,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Cephalosporins,"Cephalosporins; its salts; its esters; their salts, that is to say, the antimicrobial substances containing in their chemical structure a fused dihydrothiazine β‑lactam nucleus",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Cephaloxin,Cephaloxin,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Cephazolin,Cephazolin,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Chromomycin A,Chromomycin A; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Cilcopirox,Cilcopirox; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Clostridiopeptidase A Clotiazepam,Clostridiopeptidase A Clotiazepam,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Coca,"Coca, alkaloids of; their quarternary compounds; their salts",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Colimycin,Colimycin; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Corticotrophins,"Corticotrophins, natural and synthetic",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Cotarnine,"Cotarnine, its quarternary compounds; their salts",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Creosote obtained from wood,Creosote obtained from wood,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Croton,"Croton, oil of Curare, alkaloids of; curare bases; their quarternary compounds; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,4-Cyano-2-dimethylamino-4,"4-Cyano-2-dimethylamino-4, 4-diphenylbutane; its salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,4-Cyano-1-methyl-4-phenylpiperidine,4-Cyano-1-methyl-4-phenylpiperidine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Desfluorotriamcinolone,Desfluorotriamcinolone,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,"Dextrothyroxine sodium 3-Di-n-butylaminomethyl-4,5,6-trihydroxyphthalide","Dextrothyroxine sodium 3-Di-n-butylaminomethyl-4,5,6-trihydroxyphthalide; its salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Diacetylnalorphine,Diacetylnalorphine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Diamino-diphenylsulphones,Diamino-diphenylsulphones; their salts; their derivatives,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Dichlorophenarsine,Dichlorophenarsine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Diethanolamine fusidate N-Diethylaminoethyl ephedrine,Diethanolamine fusidate N-Diethylaminoethyl ephedrine; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Dihydrallazine,Dihydrallazine; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Dihydroartemisin,Dihydroartemisin,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,"2, 5-Dimethoxy-α, 4-dimethylphenethylamine","2, 5-Dimethoxy-α, 4-dimethylphenethylamine; its salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,"3-(1,2-Dimethylheptyl)-1-hydroxy-7,8,9,10-tetrahydro-6 ,6,9-trimethyl-6 H dibenzo [b,d] pyran","3-(1,2-Dimethylheptyl)-1-hydroxy-7,8,9,10-tetrahydro-6 ,6,9-trimethyl-6 H dibenzo [b,d] pyran (DMHP)",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Dimethyl 4-sulphamoylphenyl phosphorothioate,Dimethyl 4-sulphamoylphenyl phosphorothioate,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Dimethyltubocurarine,Dimethyltubocurarine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Dinitronaphthols,Dinitronaphthols,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Dinitrothymols,Dinitrothymols,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Dithienylallylamines,Dithienylallylamines; dithienyl-alkylallylamines; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Drosperinone,Drosperinone,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Drotrecogin alpha,Drotrecogin alpha,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ecothiopate iodine,Ecothiopate iodine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Elaterin,Elaterin,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ephedra,"Ephedra, alkaloids of, its quarternary compounds; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ergot,"Ergot, alkaloids of; whether hydrogenated or not; their homologues; their quarternary compounds; their esters; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ergotoxine,Ergotoxine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Ethebenecid,Ethebenecid,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ethylacetanilide,Ethylacetanilide,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,"(±)-4-ethyl-2,5-dimethoxy-α-phenethylamine","(±)-4-ethyl-2,5-dimethoxy-α-phenethylamine",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ethyl methylthiambutene,Ethyl methylthiambutene,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,(±)-N-ethyl-α-methyl-3-4-(methylenedioxy)phenethylamine,(±)-N-ethyl-α-methyl-3–4-(methylenedioxy)phenethylamine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ethylnoradrenaline,Ethylnoradrenaline; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ethyloestrenol,Ethyloestrenol,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ethylstibamine,Ethylstibamine,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Flavomycin,Flavomycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Flugestone,"Flugestone, its salts; its esters; their salts",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Fluoroacetamide,Fluoroacetamide,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Fluoroacetanilide,Fluoroacetanilide,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Flupenthixol,Flupenthixol; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Flurethidine,Flurethidine; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Formosulphathiazole,Formosulphathiazole,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Gadopentetic acid,Gadopentetic acid; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Gallamine,Gallamine; its salts; its quarternary compounds,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Glycopyrrolate,Glycopyrrolate,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Gramicidins,Gramicidins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Guanidines,"Guanidines, the following: polymethylene diguanidines; di-p-anisyl-p-phenethylguanidine",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Hexobarbitone,Hexobarbitone; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Hexoestrol,Hexoestrol; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,"3-Hexyl-1-hydroxy-7,8,9,10-tetrahydro-6,6,9-trimethyl- 6H-dibenzo [b,d,] pyran","3-Hexyl-1-hydroxy-7,8,9,10-tetrahydro-6,6,9-trimethyl- 6H-dibenzo [b,d,] pyran (parahexyl)",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Human blood products,Human blood products,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Human growth hormones,Human growth hormones,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Hydrallazine,Hydrallazine; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Hydrazines,"Hydrazines, benzyl, phenethyl and phenoxyethyl; their α-methyl derivatives; acyl derivatives of any of the foregoing substances comprised in this item; salts of any compounds comprised in this item",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Hydroxycinchoninic acids,Hydroxycinchoninic acids; derivatives of; their salts; their esters,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Hydroxy-N,"Hydroxy-N, N-dimethyltryptamines; their esters or ethers; any salt of any substance falling within this item",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Insulins,Insulins,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Iso-lysergamide,Iso-lysergamide,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Isopyrin,Isopyrin,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Jaborandi,"Jaborandi, alkaloids of; its quarternary compounds; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Kanendomycin,Kanendomycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Lithium salts,Lithium salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Loteprednol,Loteprednol; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Luteinising hormones,Luteinising hormones,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Lutropin alpha,Lutropin alpha,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Mannityl hexanitrate,Mannityl hexanitrate,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Meclastine,Meclastine; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Menotrophine,Menotrophine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Methallenoestril,Methallenoestril,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Methohexitone,Methohexitone; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,"2-methoxy-α-methyl-4,5-(methylenedioxy)phenethylamine","2-methoxy-α-methyl-4,5-(methylenedioxy)phenethylamine",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,5-methoxy-3,"5-methoxy-3, 4-methylene-dioxyamphetamine",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,p-Methoxy-α-methylphenethylamine,p-Methoxy-α-methylphenethylamine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Methylaminoheptane,Methylaminoheptane; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,3-Methylfentanyl,3-Methylfentanyl and its isomeric forms,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,(±)-N-[∝-methyl-3-4-(methylenedioxy)phenethyl]hydroxylamine,(±)-N-[∝-methyl-3–4-(methylenedioxy)phenethyl]hydroxylamine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,"2-Methyl-3-morpholino-1,1-diphenylpropane carboxylic acid","2-Methyl-3-morpholino-1,1-diphenylpropane carboxylic acid; its salts; its esters; their salts",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,1-methyl-4-phenylpiperidine-4-carboxylic acid,"1-methyl-4-phenylpiperidine-4-carboxylic acid, esters of; their salts",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Methylsulphonal,Methylsulphonal,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Mibefradril,Mibefradril; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Mitomycins,Mitomycins; its salts; its esters; their salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Monofluoroacetic acid,Monofluoroacetic acid; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Morphine methylbromide,Morphine methylbromide; morphine N-oxide and other pentavalent nitrogen morphine derivatives,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Mustine,"Mustine and any other N-substituted derivatives of di-(2-chloroethyl) amine, their salts",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Neoarsphenamine,Neoarsphenamine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Nitromin,Nitromin; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,m-Nitrophenol,m-Nitrophenol; o-nitrophenol; p-nitrophenol,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Nometasone,Nometasone; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Noramidopyrine,Noramidopyrine; its salts; noramidopyrine sulphonates; their salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Norelgestromin,Norelgestromin,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Oestriol,Oestriol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Oestrogenic substances,"Oestrogenic substances, conjugated",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Orthocaine,Orthocaine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Oxophenarsine,Oxophenarsine; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Oxpentifylline,Oxpentifylline,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Oxytocins,Oxytocins; natural and synthetic,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Penethamate,Penethamate; its salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Penicillin,"Penicillin, any antimicrobial acid, any salt thereof, or any derivative which is obtained therefrom, which may be shown on chemical and physical examination to contain in its structure a fused thiazolidine β-lactam nucleus; their esters; their salts",resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Phenbenicillin,Phenbenicillin; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,1-phenethyl-4-phenyl-4-piperidinol acetate,1-phenethyl-4-phenyl-4-piperidinol acetate (PEPAP),no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Phenetidylphenacetin,Phenetidylphenacetin; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Phenols,Phenols; which are intended for the treatment of human ailments,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,N-Phenylethyl anthranilic acid,N-Phenylethyl anthranilic acid,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,5-Phenylhydantoin,5-Phenylhydantoin; its alkyl and aryl derivatives; their salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Phenylmethyl barbituric acid,Phenylmethyl barbituric acid,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,4-Phenylpiperidine-4-carboxylic acid ethyl esters,4-Phenylpiperidine-4-carboxylic acid ethyl esters; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Phthalylsulphacetamide,Phthalylsulphacetamide,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Piperazine oestrone sulphate,Piperazine oestrone sulphate,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Piper methysticum (kava-kava),"Piper methysticum (kava-kava), the active constituents of; kava pyrones",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,(kavalactones),(kavalactones); their quarternary compounds; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Pituitary gland,"Pituitary gland, the active principles of Pivmecillinam; its salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Poisonous venom,"Poisonous venom, animal origin",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Polymethylene-bistrimethylammonium salts,Polymethylene-bistrimethylammonium salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Polymyxins,Polymyxins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Polyoestradiol,Polyoestradiol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Poppy-straw and concentrate of poppy-straw,Poppy-straw and concentrate of poppy-straw,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Prindolol,Prindolol,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Procaine penicillin,Procaine penicillin,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Profenone,Profenone; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Prostaglandins,Prostaglandins,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Pyrathiazine theoclate,Pyrathiazine theoclate,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Quebracho,"Quebracho, alkaloids of, except the alkaloids of red quebracho; its quarternary compounds; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Quinidine phenylethylbarbiturate,Quinidine phenylethylbarbiturate,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Radioactive iodine,"Radioactive iodine, salts of; when are intended for the treatment of human ailments",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Residronic acid,Residronic acid; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Rifamycins,"Rifamycins; its salts; its esters; their salts; that is to say, a group of related antimicrobial microlactans, either produced by the growth of streptomyces mediterranei or by modification of such products, and containing the chemical structure of 11-acetoxy-7,9,15-trihydroxy-13-methoxy-2, 6, 8, 10, 12‑pentamethyl-pentadeca-2,4,14, tri-enoic acid amide, attached by the nitrogen atom and by the oxygen atom in the 15 position respectively to the 7 and 2‑positions of a 5,6, 9-trioxygenated 2, 4-dimethyl-1-oxonaphtho (2,1b) furan",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Salazosulphadimidine,Salazosulphadimidine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Silver sulphadiazine,Silver sulphadiazine,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Sodium picosulphate,Sodium picosulphate,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Solanaceous alkaloids not otherwise included in this list,"Solanaceous alkaloids not otherwise included in this list, their quarternary compounds; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Stavesacre,"Stavesacre, alkaloids of; its quarternary compounds; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Stenabolic,Stenabolic,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Stilboestrol,Stilboestrol; its salts; its esters and ethers; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Strophanthus,Strophanthus; glycosides of strophanthus,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Succinylsulphathiazole,Succinylsulphathiazole,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphabromomethazine,Sulphabromomethazine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphaguanidine,Sulphaguanidine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphaloxic acid,Sulphaloxic acid,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphamethazine,Sulphamethazine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphametopyrazine,Sulphametopyrazine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphamonomethoxine,Sulphamonomethoxine,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphanilamide,Sulphanilamide,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphapyrazole,Sulphapyrazole,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphaquinoxaline,Sulphaquinoxaline,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphathiourea,Sulphathiourea,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphatolamide,Sulphatolamide,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphaurea,Sulphaurea,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Sulphomyxin,Sulphomyxin; its salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Suprarenal gland medulla,"Suprarenal gland medulla, the active principles of; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Tetracyclines,"Tetracyclines; its salts; its esters; their salts; that is to say, the antimicrobial substances containing the chemical structure naphthacene-2-carboxymide, hydrogenated to any extent and having each of the positions 1, 3, 10, 11 and 12 substituted by a hydroxyl or an oxo group",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Thebaine,Thebaine; its quarternary compounds; their salts,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Thiazinamium methylsulphate,Thiazinamium methylsulphate,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Thiouracil,Thiouracil; its alkyl derivatives,resolved to a UNII that no corpus page holds
PA-Schedule-PoisonsList,,Thymosin alpha 1,Thymosin alpha 1,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Treosulphan,Treosulphan,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Tribromethyl alcohol,Tribromethyl alcohol,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,"2,2,2-Trichloroethyl alcohol","2,2,2-Trichloroethyl alcohol, esters of; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Ureamycin,Ureamycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Vaccines,"Vaccines, sera, toxoids, antitoxoids, immunoglobulins and antigens for human administration",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Vasopressins,"Vasopressins, natural and synthetic",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Veratrum,Veratrum; alkaloids of; its quarternary compounds; their salts,no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Yohimba,"Yohimba, alkaloids of; its quarternary compounds; their salts",no FDA UNII record for any name in the entry
PA-Schedule-PoisonsList,,Zolendronic acid,Zolendronic acid; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Acetyl-alpha-methylfentanyl,Acetyl-alpha-methylfentanyl,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Acetylstrophanthidin,Acetylstrophanthidin,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Actinomycins,Actinomycins; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Adreno-corticotrophic hormone,Adreno-corticotrophic hormone (ACTH),no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Alfuzosine,Alfuzosine; its salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Allylisopropylacetylurea,Allylisopropylacetylurea,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Ambutonium,Ambutonium; its salts,resolved to a UNII that no corpus page holds
PR-Sch1-Rule10,,Amino-alcohols esterified with benzoic acid,"Amino-alcohols esterified with benzoic acid, phenylacetic acid, phenylpropionic acid, cinnamic acid or the derivatives of these acids except substances containing less than 10% of esterified amino-alcohols; their salts",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,p-Aminobenzene-sulphonamide,p-Aminobenzene-sulphonamide; its salts; derivatives of p-amino-benzene-sulphonamide having any of the hydrogen atoms of the p-amino group or of the sulphonamide group substituted by another radical; their salts; except when contained in ointments or surgical dressings or in preparations for the prevention and treatment of diseases in poultry,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,2' Amino-2'deoxykanamycin,2’ Amino-2’deoxykanamycin; its salts; its esters; their salts,no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,(±)-cis-2-amino-4-methyl-5-phenyl-2-oxazoline p. 26 1999 Ed.] Poisons Rules [CAP. 234,"(±)-cis-2-amino-4-methyl-5-phenyl-2-oxazoline p. 26 1999 Ed.] Poisons Rules [CAP. 234, R 1",no FDA UNII record for any name in the entry
PR-Sch1-Rule10,,Aminophylline,Aminophylline,resolved to a UNII that no corpus page holds
