page_a,page_b,width,jaccard,indexable_a,indexable_b,set_a,set_b
target/cytochrome-p450-2c19,target/hmdh,390,0.542,false,false,hub,hub
target/pgrc1,target/type-1-angiotensin-ii-receptor-type-1-angiotensin-ii-receptor,390,0.542,false,false,hub,hub
target/pgrc1,target/psb8,390,0.5419,false,false,hub,hub
target/angiogenesis,target/psb8,390,0.5418,false,false,hub,hub
target/integrin-alpha-iib-beta-3,target/m5-receptor,390,0.5418,false,false,hub,hub
target/mmp13-mmp13,target/mycobacterium-tuberculosis-h37rv,390,0.5418,false,false,hub,hub
target/serotonin-3-receptor-chembl2111332,target/sstr3,390,0.5418,false,false,hub,hub
target/apj,target/cysteinyl-leukotriene-receptor-1,390,0.5417,false,false,hub,hub
target/kca2-2,target/vrac,390,0.5417,false,false,hub,hub
target/pncb,target/vitamin-d-receptor,390,0.5417,false,false,hub,hub
target/pregnane-x-receptor,target/trpc4,390,0.5417,false,false,hub,hub
target/mdr1a,target/xdh,390,0.5416,false,false,hub,hub
target/neuronal-acetylcholine-receptor-alpha3-beta4,target/nitric-oxide-synthase-inducible,390,0.5416,false,false,hub,hub
target/phosphodiesterase-4a,target/prostaglandin-biosynthetic-process,390,0.5416,false,false,hub,hub
target/adrenergic-receptor-alpha-2,target/serotonin-3-receptor-chembl2111332,390,0.5415,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/serum-albumin,390,0.5415,false,false,hub,hub
target/dopamine-beta-hydroxylase,target/serotonin-3-receptor-chembl2111332,390,0.5415,false,false,hub,hub
target/serotonin-3-receptor-chembl2111332,target/smooth-muscle-contraction,390,0.5415,false,false,hub,hub
target/carbonic-anhydrase-vii,target/kir2-3,390,0.5414,false,false,hub,hub
target/comt,target/enpp2,390,0.5414,false,false,hub,hub
target/m3k7,target/q9z1j7,390,0.5414,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/type-1-angiotensin-ii-receptor-type-1-angiotensin-ii-receptor,390,0.5413,false,false,hub,hub
target/amine-oxidase-flavin-containing-a,target/aryl-hydrocarbon-receptor-aryl-hydrocarbon-receptor,390,0.5413,false,false,hub,hub
target/aryl-hydrocarbon-receptor-aryl-hydrocarbon-receptor,target/tspo,390,0.5413,false,false,hub,hub
target/camp-dependent-protein-kinase,target/pregnane-x-receptor,390,0.5413,false,false,hub,hub
target/ret4,target/syua,390,0.5413,false,false,hub,hub
target/streptococcus-pneumoniae,target/trace-amine-associated-receptor-1,390,0.5413,false,false,hub,hub
target/abcb1,target/cyp11b1,390,0.5412,false,false,hub,hub
target/acvr1,target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,390,0.5412,false,false,hub,hub
target/amine-oxidase-flavin-containing-a,target/catechol-o-methyltransferase,390,0.5412,false,false,hub,hub
target/aryl-hydrocarbon-receptor,target/thromboxane-a2-receptor,390,0.5412,false,false,hub,hub
target/cac1a,target/cac1b,390,0.5412,false,false,hub,hub
target/cell-proliferation,target/neprilysin,390,0.5412,false,false,hub,hub
target/comt,target/cp51,390,0.5412,false,false,hub,hub
target/cysteinyl-leukotriene-receptor-1,target/hepatitis-c-virus,390,0.5412,false,false,hub,hub
target/cytochrome-p450-2c19,target/hepatitis-b-virus,390,0.5412,false,false,hub,hub
target/gaba-a-receptor-agonist-gaba-site,target/nitric-oxide-synthase-inducible,390,0.5412,false,false,hub,hub
target/hdac9,target/pgrc1,390,0.5412,false,false,hub,hub
target/hepatitis-b-virus,target/monoamine-oxidase,390,0.5412,false,false,hub,hub
target/neprilysin,target/prostaglandin-biosynthetic-process,390,0.5412,false,false,hub,hub
target/null,target/prostaglandin-secretion,390,0.5412,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/beta-1-adrenergic-receptor-beta-1-adrenergic-receptor,390,0.5411,false,false,hub,hub
target/aoc3,target/pncb,390,0.5411,false,false,hub,hub
target/hmdh,target/mycobacterium-tuberculosis-h37rv,390,0.5411,false,false,hub,hub
target/hmdh,target/p2y2-receptor,390,0.5411,false,false,hub,hub
target/integrin-alpha-iib-beta-3,target/thiazide-sensitive-sodium-chloride-cotransporter,390,0.5411,false,false,hub,hub
target/lipid-oxidation,target/nitric-oxide-synthase-inducible,390,0.5411,false,false,hub,hub
target/monoamine-oxidase,target/neprilysin,390,0.5411,false,false,hub,hub
target/pd2r,target/q9z1j7,390,0.5411,false,false,hub,hub
target/5ht1f,target/tspo,390,0.541,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/smooth-muscle-contraction,390,0.541,false,false,hub,hub
target/folh1,target/serine-threonine-protein-kinase-aurora-c,390,0.541,false,false,hub,hub
target/mycobacterium-tuberculosis-h37rv,target/prostaglandin-biosynthetic-process,390,0.541,false,false,hub,hub
target/prostaglandin-secretion,target/vitamin-d-receptor,390,0.541,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/streptococcus-pneumoniae,390,0.5409,false,false,hub,hub
target/beta-amyloid-a4-protein,target/dopamine-beta-hydroxylase,390,0.5409,false,false,hub,hub
target/acha,target/net,390,0.5408,false,false,hub,hub
target/acvr1,target/pgrc1,390,0.5408,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/histamine-h1-receptor-histamine-h1-receptor-hrh1-human,390,0.5408,false,false,hub,hub
target/aryl-hydrocarbon-receptor,target/matrix-metalloproteinase-13,390,0.5408,false,false,hub,hub
target/cytochrome-p450-2c19,target/response-to-oxidative-stress,390,0.5408,false,false,hub,hub
target/hmdh,target/xanthine-dehydrogenase,390,0.5408,false,false,hub,hub
target/abcb1,target/cysteinyl-leukotriene-receptor-1,390,0.5407,false,false,hub,hub
target/acvr1,target/angiogenesis,390,0.5407,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/sc5a1,390,0.5407,false,false,hub,hub
target/blk,target/hck,390,0.5407,false,false,hub,hub
target/m5-receptor,target/sstr3,390,0.5407,false,false,hub,hub
target/muscarinic-acetylcholine-receptor-m4,target/nitric-oxide-synthase-inducible,390,0.5407,false,false,hub,hub
target/mycobacterium-tuberculosis,target/pgrc1,390,0.5407,false,false,hub,hub
target/angiogenesis,target/monoamine-oxidase-a,390,0.5406,false,false,hub,hub
target/c-jun-n-terminal-kinase-1,target/serotonin-3-receptor-chembl2111332,390,0.5406,false,false,hub,hub
target/integrin-alpha-iib-beta-3,target/tspo,390,0.5406,false,false,hub,hub
target/amine-oxidase-flavin-containing-a,target/pgrc1,390,0.5405,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/hepg2,390,0.5405,false,false,hub,hub
target/pd2r,target/pgrc1,390,0.5405,false,false,hub,hub
target/phosphodiesterase-4a,target/pregnane-x-receptor,390,0.5405,false,false,hub,hub
target/comt,target/hepatitis-c-virus,390,0.5404,false,false,hub,hub
target/integrin-alpha-iib-beta-3,target/plasmodium-falciparum,390,0.5404,false,false,hub,hub
target/kcnk2,target/nitric-oxide-synthase-inducible,390,0.5404,false,false,hub,hub
target/adrenergic-receptor-alpha-2,target/catechol-o-methyltransferase,390,0.5403,false,false,hub,hub
target/aryl-hydrocarbon-receptor,target/mu-type-opioid-receptor,390,0.5403,false,false,hub,hub
target/beta-2-adrenergic-receptor-beta-2-adrenergic-receptor,target/nitric-oxide-synthase-inducible,390,0.5403,false,false,hub,hub
target/bmx,target/scn1b,390,0.5403,false,false,hub,hub
target/catechol-o-methyltransferase,target/smooth-muscle-contraction,390,0.5403,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/monoamine-oxidase-a,390,0.5402,false,false,hub,hub
target/prostaglandin-biosynthetic-process,target/serotonin-3-receptor,390,0.5402,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/mmp13-mmp13,390,0.5401,false,false,hub,hub
target/cac1a,target/pgrc1,390,0.5401,false,false,hub,hub
target/kna1-2,target/vrac,390,0.5401,false,false,hub,hub
target/neprilysin,target/pregnane-x-receptor,390,0.5401,false,false,hub,hub
target/q9z1j7,target/serotonin-3-receptor-chembl2111332,390,0.5401,false,false,hub,hub
target/adrenergic-receptor-alpha-2,target/nitric-oxide-synthase-inducible,390,0.54,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/smooth-muscle-contraction,390,0.54,false,false,hub,hub
target/angiogenesis,target/cyp11b1,390,0.54,false,false,hub,hub
target/mycobacterium-tuberculosis-h37rv,target/opioid-receptors-mu-kappa-delta,390,0.54,false,false,hub,hub
target/neprilysin,target/type-1-angiotensin-ii-receptor-type-1-angiotensin-ii-receptor,390,0.54,false,false,hub,hub
target/nitric-oxide-synthase-inducible,target/smooth-muscle-contraction,390,0.54,false,false,hub,hub
target/aoxa,target/kcnk2,390,0.5398,false,false,hub,hub
target/kir2-3,target/mycobacterium-tuberculosis,390,0.5398,false,false,hub,hub
target/abcg2,target/kpym,390,0.5397,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/net,390,0.5397,false,false,hub,hub
target/angiogenesis,target/protein-farnesyltransferase,390,0.5397,false,false,hub,hub
target/apj,target/integrin-alpha-iib-beta-3,390,0.5397,false,false,hub,hub
target/bmr1b,target/hmdh,390,0.5397,false,false,hub,hub
target/cats,target/pgrc1,390,0.5397,false,false,hub,hub
target/fibroblast-growth-factor-receptor-4,target/nitric-oxide-synthase-inducible,390,0.5397,false,false,hub,hub
target/finc,target/tspo,390,0.5397,false,false,hub,hub
target/hepatitis-b-virus,target/streptococcus-pneumoniae,390,0.5397,false,false,hub,hub
target/kcnk2,target/pd2r,390,0.5397,false,false,hub,hub
target/2b-adrenoceptor,target/pgrc1,390,0.5396,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/cyclin-dependent-kinase-8,390,0.5396,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/kcnq1,390,0.5396,false,false,hub,hub
target/at1a2,target/hmdh,390,0.5396,false,false,hub,hub
target/cysteinyl-leukotriene-receptor-1,target/monoamine-oxidase-a,390,0.5396,false,false,hub,hub
target/dopamine-beta-hydroxylase,target/pgrc1,390,0.5396,false,false,hub,hub
target/hmdh,target/mtlr,390,0.5396,false,false,hub,hub
target/hmdh,target/trpc4,390,0.5396,false,false,hub,hub
target/neprilysin,target/streptococcus-pneumoniae,390,0.5396,false,false,hub,hub
target/q9z1j7,target/tlr4,390,0.5396,false,false,hub,hub
target/alpha-1a-adrenergic-receptor,target/protein-kinase-dna-activated-catalytic-subunit,390,0.5395,false,false,hub,hub
target/cysteinyl-leukotriene-receptor-1,target/mycobacterium-tuberculosis,390,0.5395,false,false,hub,hub
target/m3k7,target/rir1,390,0.5395,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/carbonic-anhydrase-xii,390,0.5394,false,false,hub,hub
target/beta-1-adrenergic-receptor-beta-1-adrenergic-receptor,target/cysteinyl-leukotriene-receptor-1,390,0.5394,false,false,hub,hub
target/cyclin-dependent-kinase-8,target/p2y2-receptor,390,0.5394,false,false,hub,hub
target/h2-receptor,target/mmp13-mmp13,390,0.5394,false,false,hub,hub
target/h2-receptor,target/trpc4,390,0.5394,false,false,hub,hub
target/prostaglandin-biosynthetic-process,target/tspo,390,0.5394,false,false,hub,hub
target/prostaglandin-secretion,target/streptococcus-pneumoniae,390,0.5394,false,false,hub,hub
target/acetylcholinesterase-acetylcholinesterase,target/serotonin-3-receptor-chembl2111332,390,0.5393,false,false,hub,hub
target/enpp2,target/kcna5,390,0.5393,false,false,hub,hub
target/hepatitis-c-virus,target/integrin-alpha-iib-beta-3,390,0.5393,false,false,hub,hub
target/net,target/sulfonylurea-receptors-k-atp-channels,390,0.5393,false,false,hub,hub
target/thiazide-sensitive-sodium-chloride-cotransporter,target/vrac,390,0.5393,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/psb8,390,0.5392,false,false,hub,hub
target/aryl-hydrocarbon-receptor,target/camp-dependent-protein-kinase,390,0.5392,false,false,hub,hub
target/comt,target/ret4,390,0.5392,false,false,hub,hub
target/hepatitis-c-virus,target/m3k7,390,0.5392,false,false,hub,hub
target/hepatitis-b-virus,target/monoamine-oxidase-a,390,0.5391,false,false,hub,hub
target/mycobacterium-tuberculosis,target/vrac,390,0.539,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/phosphodiesterase-4a,390,0.5389,false,false,hub,hub
target/angiogenesis,target/thromboxane-a2-receptor,390,0.5389,false,false,hub,hub
target/apj,target/finc,390,0.5389,false,false,hub,hub
target/hepatitis-b-virus,target/mmp13-mmp13,390,0.5389,false,false,hub,hub
target/m5-receptor,target/q9z1j7,390,0.5389,false,false,hub,hub
target/monoamine-oxidase,target/serotonin-7-receptor,390,0.5389,false,false,hub,hub
target/plasmodium-falciparum,target/serotonin-3-receptor-chembl2111332,390,0.5389,false,false,hub,hub
target/acetylcholinesterase-acetylcholinesterase,target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,390,0.5388,false,false,hub,hub
target/aoc3,target/tspo,390,0.5388,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/hypoxia-inducible-factor-1-alpha,390,0.5388,false,false,hub,hub
target/camp-dependent-protein-kinase,target/vrac,390,0.5388,false,false,hub,hub
target/catechol-o-methyltransferase,target/serotonin-3-receptor,390,0.5388,false,false,hub,hub
target/angiogenesis,target/p2y2-receptor,390,0.5386,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/peptidoglycan-biosynthesis,390,0.5386,false,false,hub,hub
target/cyclin-dependent-kinase-8,target/nitric-oxide-synthase-inducible,390,0.5386,false,false,hub,hub
target/hepatitis-b-virus,target/serotonin-1d-receptor,390,0.5386,false,false,hub,hub
target/il13,target/tspo,390,0.5386,false,false,hub,hub
target/kcna5,target/pncb,390,0.5386,false,false,hub,hub
target/kir2-3,target/phosphodiesterase-4a,390,0.5386,false,false,hub,hub
target/kir2-3,target/pncb,390,0.5386,false,false,hub,hub
target/kna1-2,target/protein-kinase-dna-activated-catalytic-subunit,390,0.5386,false,false,hub,hub
target/adrenergic-receptor-alpha-1,target/human-immunodeficiency-virus-type-1-protease,390,0.5385,false,false,hub,hub
target/adrenergic-receptor-alpha-1,target/vrac,390,0.5385,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/serotonin-3-receptor,390,0.5385,false,false,hub,hub
target/amine-oxidase-flavin-containing-a,target/opioid-receptors-mu-kappa-delta,390,0.5385,false,false,hub,hub
target/angiogenesis,target/pregnane-x-receptor,390,0.5385,false,false,hub,hub
target/apj,target/aryl-hydrocarbon-receptor,390,0.5385,false,false,hub,hub
target/hmdh,target/rir1,390,0.5385,false,false,hub,hub
target/hmdh,target/rxfp1,390,0.5385,false,false,hub,hub
target/hmdh,target/serotonin-3-receptor-chembl2111332,390,0.5385,false,false,hub,hub
target/mmp13-mmp13,target/pregnane-x-receptor,390,0.5385,false,false,hub,hub
target/adrenergic-receptor-alpha-2,target/aryl-hydrocarbon-receptor,390,0.5383,false,false,hub,hub
target/amine-oxidase-flavin-containing-a,target/sodium-glucose-cotransporter-2-sodium-glucose-cotransporter-2,390,0.5383,false,false,hub,hub
target/aryl-hydrocarbon-receptor,target/pncb,390,0.5383,false,false,hub,hub
target/aryl-hydrocarbon-receptor-aryl-hydrocarbon-receptor,target/mmp13-mmp13,390,0.5383,false,false,hub,hub
target/asic3,target/vitamin-d-receptor,390,0.5383,false,false,hub,hub
target/comt,target/klrba,390,0.5383,false,false,hub,hub
target/integrin-alpha-iib-beta-3,target/streptococcus-pneumoniae,390,0.5383,false,false,hub,hub
target/pregnane-x-receptor,target/tspo,390,0.5383,false,false,hub,hub
target/beta-amyloid-a4-protein,target/gaba-a-receptor-anion-channel,390,0.5382,false,false,hub,hub
target/cyp11b1,target/kv11-1,390,0.5382,false,false,hub,hub
target/kcma1,target/tspo,390,0.5382,false,false,hub,hub
target/phosphodiesterase-4a,target/phosphodiesterase-4a-phosphodiesterase-4a,390,0.5382,false,false,hub,hub
target/acetylcholinesterase-acetylcholinesterase,target/catechol-o-methyltransferase,390,0.5381,false,false,hub,hub
target/cyp11b1,target/mycobacterium-tuberculosis-h37rv,390,0.5381,false,false,hub,hub
target/hepatitis-b-virus,target/vitamin-d-receptor,390,0.5381,false,false,hub,hub
target/kir2-3,target/neprilysin,390,0.5381,false,false,hub,hub
target/serotonin-3-receptor,target/thiazide-sensitive-sodium-chloride-cotransporter,390,0.5381,false,false,hub,hub
target/apj,target/human-immunodeficiency-virus-type-1-protease,390,0.538,false,false,hub,hub
target/bmx,target/vitamin-d-receptor,390,0.538,false,false,hub,hub
target/histamine-h1-receptor-histamine-h1-receptor-hrh1-human,target/m2-receptor,390,0.538,false,false,hub,hub
target/monoamine-oxidase,target/vrac,390,0.538,false,false,hub,hub
target/mycobacterium-tuberculosis,target/streptococcus-pneumoniae,390,0.538,false,false,hub,hub
target/net,target/pncb,390,0.538,false,false,hub,hub
target/serotonin-7-receptor,target/sodium-glucose-cotransporter-2-sodium-glucose-cotransporter-2,390,0.538,false,false,hub,hub
target/acha,target/asic3,390,0.5379,false,false,hub,hub
target/acetylcholinesterase-acetylcholinesterase,target/nitric-oxide-synthase-inducible,390,0.5378,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/m5-receptor,390,0.5378,false,false,hub,hub
target/apj,target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,390,0.5378,false,false,hub,hub
target/at1-receptor,target/hmdh,390,0.5378,false,false,hub,hub
target/catechol-o-methyltransferase,target/plasmodium-falciparum,390,0.5378,false,false,hub,hub
target/hepatitis-b-virus,target/phosphodiesterase-4a,390,0.5378,false,false,hub,hub
target/human-immunodeficiency-virus-type-1-protease,target/phosphodiesterase-4a,390,0.5378,false,false,hub,hub
target/pncb,target/vrac,390,0.5378,false,false,hub,hub
target/pregnane-x-receptor,target/sstr3,390,0.5378,false,false,hub,hub
target/abl2,target/angiogenesis,390,0.5377,false,false,hub,hub
target/adrenergic-receptor-alpha-1,target/m5-receptor,390,0.5377,false,false,hub,hub
target/aldo-keto-reductase-family-1-member-b,target/h2-receptor,390,0.5377,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/amp-activated-protein-kinase-ampk,390,0.5377,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/lipid-metabolic-process,390,0.5377,false,false,hub,hub
target/apj,target/comt,390,0.5377,false,false,hub,hub
target/catechol-o-methyltransferase,target/cyp11b1,390,0.5377,false,false,hub,hub
target/cyp11b1,target/d1-receptor,390,0.5377,false,false,hub,hub
target/cyp11b1,target/m2-receptor,390,0.5377,false,false,hub,hub
target/cysteinyl-leukotriene-receptor-1,target/opioid-receptors-mu-kappa-delta,390,0.5377,false,false,hub,hub
target/hdac9,target/tspo,390,0.5377,false,false,hub,hub
target/integrin-alpha-iib-beta-3,target/monoamine-oxidase-a,390,0.5377,false,false,hub,hub
target/pgrc1,target/sulfonylurea-receptors-k-atp-channels,390,0.5377,false,false,hub,hub
target/vitamin-d-receptor,target/xanthine-dehydrogenase,390,0.5377,false,false,hub,hub
target/adrenergic-receptor-alpha-2,target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,390,0.5376,false,false,hub,hub
target/adrenergic-receptor-alpha-2,target/neprilysin,390,0.5376,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/peptidoglycan-biosynthesis,390,0.5376,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/tspo,390,0.5376,false,false,hub,hub
target/cac1a,target/cacna2d1,390,0.5376,false,false,hub,hub
target/neprilysin,target/smooth-muscle-contraction,390,0.5376,false,false,hub,hub
target/nitric-oxide-synthase-inducible,target/peptidoglycan-biosynthesis,390,0.5376,false,false,hub,hub
target/acyl-coenzyme-a-cholesterol-acyltransferase-1,target/tlr4,390,0.5375,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/serotonin-3-receptor,390,0.5375,false,false,hub,hub
target/angiogenesis,target/m3k7,390,0.5375,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/fibroblast-growth-factor-receptor-4,390,0.5375,false,false,hub,hub
target/aryl-hydrocarbon-receptor-aryl-hydrocarbon-receptor,target/prostaglandin-biosynthetic-process,390,0.5375,false,false,hub,hub
target/asic3,target/beta-amyloid-a4-protein,390,0.5375,false,false,hub,hub
target/cyclin-dependent-kinase-8,target/cyp11b1,390,0.5375,false,false,hub,hub
target/prostaglandin-secretion,target/serotonin-3-receptor-chembl2111332,390,0.5375,false,false,hub,hub
target/bmx,target/tpa,390,0.5374,false,false,hub,hub
target/m2-receptor,target/prostaglandin-biosynthetic-process,390,0.5374,false,false,hub,hub
target/angiogenesis,target/aoxa,390,0.5373,false,false,hub,hub
target/catechol-o-methyltransferase,target/hmdh,390,0.5373,false,false,hub,hub
target/cysteinyl-leukotriene-receptor-1,target/type-1-angiotensin-ii-receptor-type-1-angiotensin-ii-receptor,390,0.5373,false,false,hub,hub
target/kcnq1,target/kir2-3,390,0.5373,false,false,hub,hub
target/muscarinic-acetylcholine-receptor-m4,target/sulfonylurea-receptors-k-atp-channels,390,0.5373,false,false,hub,hub
target/5ht1f,target/hmdh,390,0.5372,false,false,hub,hub
target/aldo-keto-reductase-family-1-member-b,target/human-immunodeficiency-virus-type-1-protease,390,0.5372,false,false,hub,hub
target/apj,target/catechol-o-methyltransferase,390,0.5372,false,false,hub,hub
target/apj,target/m5-receptor,390,0.5372,false,false,hub,hub
target/clk1,target/vitamin-d-receptor,390,0.5372,false,false,hub,hub
target/comt,target/lt4r2,390,0.5372,false,false,hub,hub
target/comt,target/q38720,390,0.5372,false,false,hub,hub
target/dna-topoisomerase-1,target/nitric-oxide-synthase-inducible,390,0.5372,false,false,hub,hub
target/hepatitis-b-virus,target/opioid-receptors-mu-kappa-delta,390,0.5372,false,false,hub,hub
target/kir2-3,target/neuronal-acetylcholine-receptor-alpha3-beta4,390,0.5372,false,false,hub,hub
target/kir2-3,target/serotonin-3-receptor,390,0.5372,false,false,hub,hub
target/mdr1a,target/pncb,390,0.5372,false,false,hub,hub
target/thiazide-sensitive-sodium-chloride-cotransporter,target/topoisomerase-iv,390,0.5372,false,false,hub,hub
target/angiogenesis,target/mmp13-mmp13,390,0.5371,false,false,hub,hub
target/human-immunodeficiency-virus-type-1-protease,target/sodium-glucose-cotransporter-2-sodium-glucose-cotransporter-2,390,0.5371,false,false,hub,hub
target/2b-adrenoceptor,target/streptococcus-pneumoniae,390,0.537,false,false,hub,hub
target/acetylcholinesterase-acetylcholinesterase,target/amine-oxidase-flavin-containing-a,390,0.537,false,false,hub,hub
target/adrenergic-receptor-alpha-1,target/integrin-alpha-iib-beta-3,390,0.537,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/pgrc1,390,0.537,false,false,hub,hub
target/amine-oxidase-flavin-containing-a,target/mycobacterium-tuberculosis,390,0.537,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/prostaglandin-secretion,390,0.537,false,false,hub,hub
target/neprilysin,target/opioid-receptors-mu-kappa-delta,390,0.537,false,false,hub,hub
target/aldo-keto-reductase-family-1-member-b,target/kv11-1,390,0.5369,false,false,hub,hub
target/alpha-2b-adrenergic-receptor,target/hypoxia-inducible-factor-1-alpha,390,0.5369,false,false,hub,hub
target/hmdh,target/il2ra,390,0.5369,false,false,hub,hub
target/acha,target/clk1,390,0.5368,false,false,hub,hub
target/angiogenesis,target/glun1,390,0.5368,false,false,hub,hub
target/hepatitis-b-virus,target/type-1-angiotensin-ii-receptor-type-1-angiotensin-ii-receptor,390,0.5368,false,false,hub,hub
target/aryl-hydrocarbon-receptor-aryl-hydrocarbon-receptor,target/neprilysin,390,0.5367,false,false,hub,hub
target/asic3,target/q9z1j7,390,0.5367,false,false,hub,hub
target/cytochrome-p450-2c19,target/thiazide-sensitive-sodium-chloride-cotransporter,390,0.5367,false,false,hub,hub
target/dna-topoisomerase-1,target/hypoxia-inducible-factor-1-alpha,390,0.5367,false,false,hub,hub
target/integrin-alpha-iib-beta-3,target/vitamin-d-receptor,390,0.5367,false,false,hub,hub
target/type-1-angiotensin-ii-receptor-type-1-angiotensin-ii-receptor,target/vrac,390,0.5367,false,false,hub,hub
target/acha,target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,390,0.5366,false,false,hub,hub
target/acyl-coenzyme-a-cholesterol-acyltransferase-1,target/nitric-oxide-synthase-inducible,390,0.5366,false,false,hub,hub
target/adrenergic-receptor-alpha-2,target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,390,0.5366,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/mu-type-opioid-receptor,390,0.5366,false,false,hub,hub
target/aryl-hydrocarbon-receptor,target/serotonin-2a-receptor-chembl322,390,0.5366,false,false,hub,hub
target/aryl-hydrocarbon-receptor-aryl-hydrocarbon-receptor,target/p2y2-receptor,390,0.5366,false,false,hub,hub
target/hmdh,target/integrin-alpha-iib-beta-3,390,0.5366,false,false,hub,hub
target/nitric-oxide-synthase-inducible,target/pncb,390,0.5366,false,false,hub,hub
target/angiogenesis,target/kcna5,390,0.5365,false,false,hub,hub
target/angiogenesis,target/sstr3,390,0.5365,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/d1-receptor,390,0.5365,false,false,hub,hub
target/arachidonate-5-lipoxygenase-arachidonate-5-lipoxygenase,target/m2-receptor,390,0.5365,false,false,hub,hub
target/cysteinyl-leukotriene-receptor-1,target/thiazide-sensitive-sodium-chloride-cotransporter,390,0.5365,false,false,hub,hub
target/streptococcus-pneumoniae,target/vrac,390,0.5365,false,false,hub,hub
target/aldo-keto-reductase-family-1-member-b,target/d1-receptor,390,0.5364,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/thromboxane-a2-receptor,390,0.5364,false,false,hub,hub
target/aryl-hydrocarbon-receptor-aryl-hydrocarbon-receptor,target/pregnane-x-receptor,390,0.5364,false,false,hub,hub
target/kv11-1,target/m5-receptor,390,0.5364,false,false,hub,hub
target/lt4r2,target/nitric-oxide-synthase-inducible,390,0.5364,false,false,hub,hub
target/pncb,target/sulfonylurea-receptors-k-atp-channels,390,0.5364,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/reactive-oxygen-species-biosynthetic-process,390,0.5363,false,false,hub,hub
target/cyclin-dependent-kinase-2-cyclin-e,target/serotonin-3-receptor,390,0.5363,false,false,hub,hub
target/enpp2,target/fpr1,390,0.5363,false,false,hub,hub
target/hmdh,target/mmp13-mmp13,390,0.5363,false,false,hub,hub
target/kpcd1,target/kpcd3,390,0.5363,false,false,hub,hub
target/amine-oxidase-flavin-containing-a,target/vitamin-d-receptor,390,0.5362,false,false,hub,hub
target/angiogenesis,target/monoamine-oxidase,390,0.5362,false,false,hub,hub
target/cyclin-dependent-kinase-2-cyclin-e,target/nitric-oxide-synthase-inducible,390,0.5362,false,false,hub,hub
target/cyp11b1,target/serotonin-7-receptor,390,0.5362,false,false,hub,hub
target/alpha-2a-adrenergic-receptor-alpha-2a-adrenergic-receptor,target/response-to-oxidative-stress,390,0.5361,false,false,hub,hub
