trichodermin	MARKETED_PRODUCT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
gorse	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
prabotulinumtoxina-xvfs	APPROVED_BIOLOGIC	FDA Approved	Recombinant Protein / Biologic
pralatrexate	APPROVED_MEDICINE	FDA Approved	Small Molecule
potassium-phosphate-unspecified-form	APPROVED_MEDICINE	FDA Approved	Nutraceutical / Botanical
bovine-protein	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
atezolizumab-and-hyaluronidase-tqjs	APPROVED_BIOLOGIC	FDA Approved	Recombinant Protein / Biologic
methylliberine	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
potassium-oxybate	APPROVED_MEDICINE	FDA Approved	Small Molecule
calomel	MARKETED_PRODUCT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
methylstenbolone	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
hepatitis-a-virus-strain-cr-326f-antigen	INVESTIGATIONAL_MEDICINE	Pre-clinical / Open Source	Recombinant Protein / Biologic
dextroamphetamine-adipate	APPROVED_MEDICINE	FDA Approved	Small Molecule
praziquantel	APPROVED_MEDICINE	FDA Approved	Small Molecule
lauramidopropyl-betaine	OFF_LABEL_OR_COMPOUNDED	Off-Label / Compounded	Small Molecule
methylsynephrine	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
iobenguane-sulfate-i-131	APPROVED_MEDICINE	FDA Approved	Small Molecule
prademagene-zamikeracel	INVESTIGATIONAL_MEDICINE	Pre-clinical / Open Source	CRISPR / Gene Therapy
isoetharine	APPROVED_MEDICINE	FDA Approved	Small Molecule
ligustrum-fruit	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
pramoxine-hcl	APPROVED_MEDICINE	FDA Approved	Small Molecule
pseudolarix-amabilis-bark	MARKETED_PRODUCT_INGREDIENT	FDA Approved	Nutraceutical / Botanical
xanthium-strumarium-pollen	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
vanillin	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
hyoscyamus-niger-leaf	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
mistletoe	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
pramlintide	APPROVED_BIOLOGIC	FDA Approved	Peptide / GLP-1 Agonist
prunus-dulcis-flower	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
pretomanid	APPROVED_MEDICINE	FDA Approved	Small Molecule
modified-starch	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
proline	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
mixed-carotenoids	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
prilocaine	APPROVED_MEDICINE	FDA Approved	Small Molecule
pravastatin	APPROVED_MEDICINE	FDA Approved	Small Molecule
canola-oil	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
grapefruit-fiber	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
pyridoxine	APPROVED_MEDICINE	FDA Approved	Nutraceutical / Botanical
programmed-cell-death-protein-1	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
lithium-fluoride	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
carambola	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
propafenone	APPROVED_MEDICINE	FDA Approved	Small Molecule
pseudognaphalium-obtusifolium	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
pyrilamine	APPROVED_MEDICINE	FDA Approved	Small Molecule
mormon-tea	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
jacobaea-maritima	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
propylene-glycol	APPROVED_MEDICINE	FDA Approved	Nutraceutical / Botanical
prunus-cerasifera-whole	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
propofol	APPROVED_MEDICINE	FDA Approved	Small Molecule
prunus-spinosa-flower-bud	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
streptococcus-pneumoniae-type-10a-capsular-polysaccharide-antigen	INVESTIGATIONAL_MEDICINE	Pre-clinical / Open Source	Recombinant Protein / Biologic
malvin	MARKETED_PRODUCT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
propylthiouracil	APPROVED_MEDICINE	FDA Approved	Small Molecule
epistane	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
protamine	APPROVED_BIOLOGIC	FDA Approved	Recombinant Protein / Biologic
kaempferide	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
alder-buckthorn	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
simeprevir	WITHDRAWN_MEDICINE	Withdrawn from Market	Small Molecule
mushroom	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
leptinotarsa-decemlineata	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
atazanavir	APPROVED_MEDICINE	FDA Approved	Small Molecule
pyrazinamide	APPROVED_MEDICINE	FDA Approved	Small Molecule
protriptyline	APPROVED_MEDICINE	FDA Approved	Small Molecule
pinus-spp-whole	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
laxogenin	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
atlantic-salmon	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
canagliflozin	APPROVED_MEDICINE	FDA Approved	Small Molecule
malt-diastase	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Recombinant Protein / Biologic
psyllium-husk	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
scandium-oxide	MARKETED_PRODUCT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
bos-taurus-bile	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
ptelea-trifoliata-bark	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
lipoic-acid	SUPPLEMENT_INGREDIENT	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
pulsatilla	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
broad-bean	BOTANICAL_OR_ORGANISM_PREPARATION	Non-FDA / Dietary Supplement	Nutraceutical / Botanical
