key,tier,displayName,kind,unii,corpus_inchikey,pubchem_cid_for_unii,pubchem_inchikey_for_unii,skeletons_match
K1:S3Q5941GCW,3,2'-O-ACETYLERYTHROMYCIN A,unii-record-is-a-different-substance,6383U5A1KE,CVBHEIRZLPKMSH-SNWVVRALSA-N,5284554,FPEVNWDVXZGKCD-SAVXWCSHSA-N,False
K1:S4TF6I2330,2,Sulbactam,unii-record-is-a-different-substance,DKQ4T82YE6,FKENQMMABCRJMK-RITPCOANSA-N,23663973,NKZMPZCWBSWAOX-IBTYICNHSA-M,False
K1:S5016F5ZH4,3,Edonentan Anhydrous,unii-record-is-a-different-substance,2CCC8CH216,ORJRYNKVKJAJPY-UHFFFAOYSA-N,156689,VRUJTPHFVRXEPB-UHFFFAOYSA-N,False
K1:S56D65XJ9G,2,Eltrombopag,unii-record-differs-no-exact-structure,4U07F515LG,XDXWLKQMMKQXPV-QYQHSDTDSA-N,135449331,DJMJHIKGMVJYCW-UHFFFAOYSA-N,False
K1:S61K3P7B2V,2,Proguanil,unii-record-is-a-different-substance,R71Y86M0WT,SSOLNOMRVKKSON-UHFFFAOYSA-N,9570076,SARMGXPVOFNNNG-UHFFFAOYSA-N,False
K1:S72Q2F09HY,2,Cefpirome,unii-record-is-a-different-substance,BA5ALU2ZT9,DKOQGJHPHLTOJR-WHRDSVKCSA-N,11954008,RKTNPKZEPLCLSF-QHBKFCFHSA-N,False
K1:S7H48S6K7H,3,Troriluzole,unii-record-is-a-different-substance,BQ5F77DZS3,YBZSGIWIPOUSHY-UHFFFAOYSA-N,133082858,ZRZLEMQBDKNTLJ-UHFFFAOYSA-N,False
K1:S7LK2KDM5U,3,Mirogabalin,unii-record-is-a-different-substance,01F4FRP8YL,FTBQORVNHOIASH-CKYFFXLPSA-N,81689826,OKJXJRVWXYRSAN-TXULWXBWSA-N,False
K1:S8U3J5W06N,3,Alcuronium,unii-record-is-a-different-substance,490DW6501Y,MUQUYTSLDVKIOF-CHJKCJHBSA-N,21158559,CPYGBGOXCJJJGC-GKLGUMFISA-L,False
K1:S95RZH8AMH,3,Esmethadone,unii-record-is-a-different-substance,1Q1YXA5GYG,USSIQXCVUWKGNF-KRWDZBQOSA-N,20055402,FJQXCDYVZAHXNS-LMOVPXPDSA-N,False
K1:S983QC7HKM,1,Fenspiride,unii-record-is-a-different-substance,832NBX878V,FVNFBBAOMBJTST-UHFFFAOYSA-N,68626,FIKFLLIUPUVONI-UHFFFAOYSA-N,False
K1:S9HA0WUW3H,3,Isometamidium,unii-record-is-a-different-substance,7NH28I651F,UGKOYGZYLRKTJH-UHFFFAOYSA-O,92295,QNZJTSGALAVCLH-UHFFFAOYSA-N,False
K1:S9U025Y077,2,Tetryzoline,unii-record-is-a-different-substance,0YZT43HS7D,BYJAVTDNIXVSPW-UHFFFAOYSA-N,10648,BJORNXNYWNIWEY-UHFFFAOYSA-N,False
K1:SCQ4EZQ113,3,Pimagedine,unii-record-is-a-different-substance,A2Z7G2RGAH,HAMNKKUPIHEESI-UHFFFAOYSA-N,2734687,UBDZFAGVPPMTIT-UHFFFAOYSA-N,False
K1:SJ76Y07H5F,2,Trientine,unii-record-is-a-different-substance,7360URE56Q,VILCJCGEZXAXTO-UHFFFAOYSA-N,71434,OKHMDSCYUWAQPT-UHFFFAOYSA-N,False
K1:SLF0D9077S,2,Oxytetracycline Anhydrous,unii-record-differs-no-exact-structure,4U7K4N52ZM,IWVCMVBTMGNXQD-PXOLEDIWSA-N,54680782,SVDOODSCHVSYEK-IFLJXUKPSA-N,False
K1:SMA5ZS5B22,2,Ensartinib,unii-record-is-a-different-substance,C2FR6VT1BQ,GLYMPHUVMRFTFV-QLFBSQMISA-N,138320013,IERUINQRGJAECT-ISUJJMBGSA-N,False
K1:SMG09YI7I8,2,Butrol,unii-record-is-a-different-substance,1BJ477IO2L,JZNZSKXIEDHOBD-HUUCEWRRSA-N,6102852,ZPDFIIGFYAHNSK-CTHHTMFSSA-K,False
K1:SPU695OD73,2,Lodoxamide,unii-record-is-a-different-substance,50LV9A548L,RVGLGHVJXCETIO-UHFFFAOYSA-N,11192129,JJOFNSLZHKIJEV-UHFFFAOYSA-N,False
K1:SQ8A3S5101,1,Fostamatinib,unii-record-is-a-different-substance,86EEZ49YVB,GKDRMWXFWHEQQT-UHFFFAOYSA-N,24828759,ZQGJCHHKJNSPMS-UHFFFAOYSA-L,False
K1:SR3YX73FW2,3,Prednisolone Metazoate,unii-record-is-a-different-substance,D345THM53T,WVKSUFYQOHQCMM-YGZHYJPASA-N,23675004,RWFZSORKWFPGNE-VDYYWZOJSA-M,False
K1:SS2LQQ8094,3,Vorbipiprant,unii-record-is-a-different-substance,BZB89X7RJG,CADWTPLFEZSAHM-OAQYLSRUSA-N,155657676,QFXKJKJULRUGNT-ZMBIFBSDSA-M,False
K1:ST2993NJ5J,3,Barium Iodate,unii-record-differs-no-exact-structure,ST2993NJ5J,MGWBSUXBJMAAIN-UHFFFAOYSA-N,165892,GASILTKHXWGKMG-UHFFFAOYSA-L,False
K1:SW3H1USR4Q,3,Ladostigil,unii-record-is-a-different-substance,2J1346C51H,LHXOCOHMBFOVJS-OAHLLOKOSA-N,11607225,PRLVBVAJMQZMJN-OGOSNNLPSA-N,False
K1:SX0XJI3A11,1,Degarelix,unii-record-is-a-different-substance,I18S89P20R,MEUCPCLKGZSHTA-XYAYPHGZSA-N,25070695,QMBXFMRFTMPFEY-YECCWIQASA-N,False
K1:SXW0Z9HO64,3,Toloconium,unii-record-is-a-different-substance,ERT0485MCD,YTPPIAQYUNXREO-UHFFFAOYSA-N,71503,RCIULPORFWIVEE-UHFFFAOYSA-M,False
K1:SY3J0147NB,1,Encainide,unii-record-is-a-different-substance,4CH7J36N9S,PJWPNDMDCLXCOM-UHFFFAOYSA-N,48040,OJIIZIWOLTYOBS-UHFFFAOYSA-N,False
K1:SZB83O1W42,2,Pidolic acid,unii-record-is-a-different-substance,808T94CEU6,ODHCTXKNWHHXJC-VKHMYHEASA-N,198346,UYCAGRPOUWSBIQ-WOYAITHZSA-N,False
K1:T032BI7727,1,Bromazine,unii-record-is-a-different-substance,202J683U97,NUNIWXHYABYXKF-UHFFFAOYSA-N,519514,ZQDJSWUEGOYDGT-UHFFFAOYSA-N,False
K1:T0WXW8F54E,2,Calcifediol Anhydrous,unii-record-is-a-different-substance,P6YZ13C99Q,JWUBBDSIWDLEOM-DTOXIADCSA-N,6441383,WRLFSJXJGJBFJQ-WPUCQFJDSA-N,False
K1:T0Y37N2R7O,3,Pirralkonium,unii-record-is-a-different-substance,6WVM5HPV4T,VMIYNXFWQJSJDA-UHFFFAOYSA-N,3047856,XFVMOBHZJPHMOI-UHFFFAOYSA-M,False
K1:T1DQI1B52Y,3,Miransertib,unii-record-is-a-different-substance,F9613932V7,HNFMVVHMKGFCMB-UHFFFAOYSA-N,92135934,LNSQWHNDOWEZII-UHFFFAOYSA-N,False
K1:T1Y573BS7H,3,Apicycline,unii-record-differs-no-exact-structure,T1Y573BS7H,HRWVXKVRSNICJQ-GMJIGYHYSA-N,54693001,FFWUFMNATRIODI-GMJIGYHYSA-N,False
K1:T23RPA8WA2,3,Selnoflast,unii-record-is-a-different-substance,72N42KDH5L,OHIFQOUPTWBQLE-UHFFFAOYSA-N,155658608,MKLRQXHTYFRPSC-UHFFFAOYSA-M,False
K1:T2EZ19HX73,3,Epelsiban,unii-record-is-a-different-substance,H629P9T4UN,UWHCWRQFNKUYCG-QUZACWSFSA-N,51352566,BEWUOCYETMDWGE-FKDQZALLSA-N,False
K1:T3M5D109V5,3,Binospirone,unii-record-is-a-different-substance,155R3B9K8H,BVMYCHKQPGEOSI-UHFFFAOYSA-N,71346,JXBLEDCYKVWLJI-UHFFFAOYSA-N,False
K1:T4NP8G3K6Q,3,Batabulin,unii-record-is-a-different-substance,G04B77F772,ROZCIVXTLACYNY-UHFFFAOYSA-N,23669770,UWPXRVDIKGZQQW-UHFFFAOYSA-N,False
K1:T4RS462G19,2,Aumolertinib,unii-record-is-a-different-substance,RZ6I9WX68U,DOEOECWDNSEFDN-UHFFFAOYSA-N,162368359,WTEXJDGTVUQRQY-UHFFFAOYSA-N,False
K1:T4VA39MO9X,3,Amezinium,unii-record-is-a-different-substance,03NR868ICX,VXROHTDSRBRJLN-UHFFFAOYSA-O,71926,ZEASXVYVFFXULL-UHFFFAOYSA-N,False
K1:T4Y8ORK057,2,Trospium,unii-record-differs-no-exact-structure,1E6682427E,OYYDSUSKLWTMMQ-JKHIJQBDSA-N,5284631,RVCSYOQWLPPAOA-DHWZJIOFSA-M,False
K1:T8BEA5064F,2,Cuprous Oxide,unii-record-is-a-different-substance,T8BEA5064F,BERDEBHAJNAUOM-UHFFFAOYSA-N,14830,LBJNMUFDOHXDFG-UHFFFAOYSA-N,False
K1:T940307O7B,2,Distigmine,unii-record-is-a-different-substance,750F36OP6J,AHZBEVXBKNYXPU-UHFFFAOYSA-N,27522,GJHSNEVFXQVOHR-UHFFFAOYSA-L,False
K1:T99M8X4T54,3,Dibupyrone,unii-record-is-a-different-substance,T99M8X4T54,PGKKQZJGHZAMDN-UHFFFAOYSA-N,23663456,CGTMEHPODKVIII-UHFFFAOYSA-M,False
K1:T9YH5NSL8U,3,Elarofiban Anhydrous,unii-record-is-a-different-substance,6Y891C0JEV,ABNXKGFLZFSILK-MOPGFXCFSA-N,216231,VHTVZWUXMIOMAD-VOMIJIAVSA-N,False
K1:TA73FX29II,3,Flutropium,unii-record-differs-no-exact-structure,K3V6HB0M57,OATDVDIMNNZTEY-XWALJWNASA-N,656602,FNUZASGZEHGWQM-QCERWEEGSA-M,False
K1:TD3P7Q3SG6,3,Pyronaridine,unii-record-is-a-different-substance,2T289F9ACO,DJUFPMUQJKWIJB-UHFFFAOYSA-N,156867,YKUQEKXHQFYULM-UHFFFAOYSA-N,False
K1:TD4E39628G,3,Emilium,unii-record-is-a-different-substance,CIQ9QG91PY,AAKPJTCJKGHSJF-UHFFFAOYSA-N,9976106,IOCHDYUJEBGIKB-UHFFFAOYSA-M,False
K1:TDB64DDB5X,3,F-17464 Free Base,unii-record-is-a-different-substance,340J3F055I,KLOYLPZTHLSRRB-UHFFFAOYSA-N,118142525,RGKLEUHEOPNTER-UHFFFAOYSA-N,False
K1:TE7660XO1C,1,Glycine,unii-record-is-a-different-substance,681VJX72FE,DHMQDGOQFOQNFH-UHFFFAOYSA-N,151910,UOXSXMSTSYWNMH-UHFFFAOYSA-L,False
K1:TEZ91L71V4,2,Mephentermine,unii-record-is-a-different-substance,580655Z8RR,RXQCGGRTAILOIN-UHFFFAOYSA-N,71611,DNKCFBJMFIUNRS-UHFFFAOYSA-N,False
K1:TF219GU161,2,Manganese Dioxide,unii-record-differs-no-exact-structure,TF219GU161,GOPYZMJAIPBUGX-UHFFFAOYSA-N,10197621,WBJBOSCGOGORLE-UHFFFAOYSA-N,False
K1:TG537D343B,1,Desipramine,unii-record-is-a-different-substance,1Y58DO4MY1,HCYAFALTSJYZDH-UHFFFAOYSA-N,65327,XAEWZDYWZHIUCT-UHFFFAOYSA-N,False
K1:TH7ZC8J7OE,3,FLAVIOLIN,unii-record-differs-no-exact-structure,TH7ZC8J7OE,RROPNRTUMVVUED-UHFFFAOYSA-N,160478,XNPCAGMCQDGQKK-UHFFFAOYSA-N,False
K1:THH8Q65426,3,Tricyclamol,unii-record-is-a-different-substance,QYH21J350Z,FRBBPWXCRBHYJQ-UHFFFAOYSA-N,72169,PISKUTGWQHZKIK-UHFFFAOYSA-M,False
K1:TK65WKS8HL,2,Buspirone,unii-record-is-a-different-substance,207LT9J9OC,QWCRAEMEVRGPNT-UHFFFAOYSA-N,36431,RICLFGYGYQXUFH-UHFFFAOYSA-N,False
K1:TK8ERE8P56,1,Ribociclib,unii-record-is-a-different-substance,BG7HLX2919,RHXHGRAEPCAFML-UHFFFAOYSA-N,57334219,NHANOMFABJQAAH-UHFFFAOYSA-N,False
K1:TK9125L14K,3,Benzopyrronium,unii-record-is-a-different-substance,G4449OF7S3,DKSDLGLRESJFOT-UHFFFAOYSA-N,71860,GXDDWKSWODZCSV-UHFFFAOYSA-M,False
K1:TKG3I66TVE,2,Deslorelin,unii-record-is-a-different-substance,679007NR5C,GJKXGJCSJWBJEZ-XRSSZCMZSA-N,25077533,LYCYLGFSIXIXAB-NUZRHMIVSA-N,False
K1:TKQ858A3VW,1,Adipiodone,unii-record-is-a-different-substance,3J6WZA9PXS,FFINMCNLQNTKLU-UHFFFAOYSA-N,17478,SIZXNBZGPPPFHM-UHFFFAOYSA-L,False
K1:TL1UD860AA,3,Ocifisertib,unii-record-is-a-different-substance,09OB3E5QTD,DADASRPKWOGKCU-FVTQAUBDSA-N,91754527,AQCDFVLWUWJREO-WQVJSASDSA-N,False
K1:TL515DW4QS,3,Vicriviroc,unii-record-is-a-different-substance,EP3QG127N9,CNPVJJQCETWNEU-CYFREDJKSA-N,6451165,GXINKQQWHLIBJA-UCIBKFKQSA-N,False
K1:TLH4A6LV1W,3,Lawsone,unii-record-differs-no-exact-structure,TLH4A6LV1W,CSFWPUWCSPOLJW-UHFFFAOYSA-N,6755,WVCHIGAIXREVNS-UHFFFAOYSA-N,False
K1:TN4JSC48CV,1,Hetacillin,unii-record-is-a-different-substance,95PFX5932Y,DXVUYOAEDJXBPY-NFFDBFGFSA-N,23678597,QRSPJBLLJXVPDD-XFAPPKAWSA-M,False
K1:TO0PAT081I,2,Dobesilic Acid,unii-record-is-a-different-substance,24YL531VOH,IKQCSJBQLWJEPU-UHFFFAOYSA-N,17506,HBGOLJKPSFNJSD-UHFFFAOYSA-N,False
K1:TO9V2XZF53,3,BNC-105P Free Acid,unii-record-is-a-different-substance,E3052198GM,MYDHDVLPMRNDAZ-UHFFFAOYSA-N,16678086,VVIPLWCZZYERCA-UHFFFAOYSA-L,False
K1:TOV02TDP9I,2,Nalmefene,unii-record-is-a-different-substance,52Z0G7QVJX,WJBLNOPPDWQMCH-MBPVOVBZSA-N,46209574,XOBQQQVDLSMXCE-JVRGSUDVSA-N,False
K1:TTP8LBP45D,2,CEFIDEROCOL SULFATE TOSYLATE,unii-record-is-a-different-substance,TTP8LBP45D,DBPPRLRVDVJOCL-FQRUVTKNSA-O,165411985,QNMVZYPDWLKAJC-RXVBEKIDSA-N,False
K1:TTU6QSK1G5,3,Bersiporocin,unii-record-is-a-different-substance,Q1X50E5QJL,VXCNMWNXDDMFSX-YPMHNXCESA-N,171389991,FMTRNDMNKHVTOM-YLAFAASESA-N,False
K1:TV240CH11P,3,Demecycline,unii-record-differs-no-exact-structure,TV240CH11P,JCSGAUKCDAVARS-SOUFLCLCSA-N,54682469,RMVMLZHPWMTQGK-SOUFLCLCSA-N,False
K1:TY34L4F9OZ,2,Capmatinib,unii-record-is-a-different-substance,C2A374O70X,LIOLIMKSCNQPLV-UHFFFAOYSA-N,122201352,COWBUPJEEDYWKD-UHFFFAOYSA-N,False
K1:TYH386V3WJ,3,Seclidemstat,unii-record-is-a-different-substance,BD6N473ZLF,MVSQDUZRRVBYLA-HYARGMPZSA-N,135565032,JIPBQMGGMHCGBW-CWUUNJJBSA-N,False
K1:TZ47U051FI,1,Dexamfetamine,unii-record-is-a-different-substance,JJ768O327N,KWTSXDURSIMDCE-QMMMGPOBSA-N,5825,PYHRZPFZZDCOPH-QXGOIDDHSA-N,False
K1:U141W322WZ,3,Timcodar,unii-record-is-a-different-substance,44277I316G,MQSMWZHHUGSULF-QNGWXLTQSA-N,9811663,LXIAWDJOQUWVQS-SHRURHRBSA-N,False
K1:U188XYD42P,2,Moxifloxacin,unii-record-is-a-different-substance,C53598599T,FABPRXSRWADJSP-MEDUHNTESA-N,101526,IDIIJJHBXUESQI-DFIJPDEKSA-N,False
K1:U1JK633AYI,3,Motesanib,unii-record-is-a-different-substance,T6Q3060U91,RAHBGWKEPAQNFF-UHFFFAOYSA-N,16097729,ONDPWWDPQDCQNJ-UHFFFAOYSA-N,False
K1:U2H19X4WBV,3,Tomivosertib,unii-record-is-a-different-substance,BW3S40K2UM,HKTBYUWLRDZAJK-UHFFFAOYSA-N,118598855,WBGPPUUXCGKTSC-UHFFFAOYSA-N,False
K1:U4017GUQ06,3,Pelabresib Anhydrous,unii-record-is-a-different-substance,306QR91I9R,GCWIQUVXWZWCLE-INIZCTEOSA-N,118591411,LXMGXMQQJNULPR-NTISSMGPSA-N,False
K1:U42B7VYA4P,2,Chlorpromazine,unii-record-is-a-different-substance,9WP59609J6,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,6240,FBSMERQALIEGJT-UHFFFAOYSA-N,False
K1:U558PCS5Z9,2,Sodium Iodate,unii-record-differs-no-exact-structure,U558PCS5Z9,KPHCGMJVZXUBMV-UHFFFAOYSA-N,23675764,WTCBONOLBHEDIL-UHFFFAOYSA-M,False
K1:U6072DO9XG,2,Trilaciclib,unii-record-is-a-different-substance,4BX07W725T,PDGKHKMBHVFCMG-UHFFFAOYSA-N,124081865,BRCYOXKEDFAUSA-UHFFFAOYSA-N,False
K1:U6CL98GLP4,3,Telaglenastat,unii-record-is-a-different-substance,B33561JJ61,PRAAPINBUWJLGA-UHFFFAOYSA-N,118867525,NMVMURBPQFKTAX-UHFFFAOYSA-N,False
K1:U6LA7G393X,3,Toreforant,unii-record-is-a-different-substance,HSV17TLD9C,FCRFVPZAXGJLPW-UHFFFAOYSA-N,44545778,FWIDBLDKHORZBP-CEAXSRTFSA-N,False
K1:UAZ6V7728S,2,Cinacalcet,unii-record-is-a-different-substance,1K860WSG25,VDHAWDNDOKGFTD-MRXNPFEDSA-N,156418,QANQWUQOEJZMLL-PKLMIRHRSA-N,False
K1:UC6VBE7V1Z,2,Methadone,unii-record-is-a-different-substance,229809935B,USSIQXCVUWKGNF-UHFFFAOYSA-N,14184,FJQXCDYVZAHXNS-UHFFFAOYSA-N,False
K1:UC96G28EQF,3,Enzastaurin,unii-record-is-a-different-substance,KX7K68Z2UH,AXRCEOKUDYDWLF-UHFFFAOYSA-N,176166,UUADYKVKJIMIPA-UHFFFAOYSA-N,False
K1:UCE6F4125H,2,Vardenafil,unii-record-is-a-different-substance,5M8S2CU0TS,SECKRCOLJRRGGV-UHFFFAOYSA-N,135413545,FBCDRHDULQYRTB-UHFFFAOYSA-N,False
K1:UD9V5S9M7A,3,Zopocianine,unii-record-is-a-different-substance,QM8G3PQU2E,KPIFKEKRKCVGMU-HQOHQVRUSA-N,169490770,ZVQNOBGMXDIMLW-HHKHVMTFSA-G,False
K1:UF17KA8AC5,2,Tosylchloramide,unii-record-is-a-different-substance,328AS34YM6,NXTVQNIVUKXOIL-UHFFFAOYSA-N,3641960,VDQQXEISLMTGAB-UHFFFAOYSA-N,False
K1:UF599785JZ,1,Fentanyl,unii-record-is-a-different-substance,59H156XY46,PJMPHNIQZUBGLI-UHFFFAOYSA-N,83932,LHCBOXPPRUIAQT-UHFFFAOYSA-N,False
K1:UGM0326TXX,2,Levomilnacipran,unii-record-is-a-different-substance,371U2ZK31U,GJJFMKBJSRMPLA-DZGCQCFKSA-N,6917778,XNCDYJFPRPDERF-NQQJLSKUSA-N,False
K1:UGX2V7MGMZ,3,Larsucosterol,unii-record-is-a-different-substance,71A5JOPBE8,PIUZYOCNZPYXOA-ZHHJOTBYSA-N,25208970,OEGAOHNRCSZIRO-KSGNISEOSA-M,False
K1:UH95VD7V76,2,Oxacillin,unii-record-is-a-different-substance,G0V6C994Q5,UWYHMGVUTGAWSP-JKIFEVAISA-N,23694213,ZVIYWUUZWWBNMB-VICXVTCVSA-M,False
K1:UI82K0T627,2,Lofexidine,unii-record-is-a-different-substance,V47G1SDI1B,KSMAGQUYOIHWFS-UHFFFAOYSA-N,30667,DWWHMKBNNNZGHF-UHFFFAOYSA-N,False
K1:UJ0ZJ76DO9,3,Gusperimus,unii-record-is-a-different-substance,QZS4144IO0,IDINUJSAMVOPCM-UHFFFAOYSA-N,55361,AXSPHUWXYSZPBG-UHFFFAOYSA-N,False
K1:ULL76WPU5X,1,Pentolinium,unii-record-is-a-different-substance,953357GACY,XSBSKEQEUFOSDD-UHFFFAOYSA-N,5849,HSMKTIKKPMTUQH-WBPXWQEISA-L,False
K1:UMA0K9OMKD,3,DESFERRITHIOCIN,unii-record-is-a-different-substance,UMA0K9OMKD,MJWAGSZZOQMRNY-SNVBAGLBSA-N,135564781,UGJSEILLHZKUBG-HNCPQSOCSA-M,False
K1:UMD7G2653W,2,Ibandronic acid,unii-record-is-a-different-substance,J12U072QL0,MPBVHIBUJCELCL-UHFFFAOYSA-N,23663991,VBDRTGFACFYFCT-UHFFFAOYSA-M,False
K1:UPN4ITI8T4,2,Trimetrexate,unii-record-is-a-different-substance,L137U4A79K,NOYPYLRCIDNJJB-UHFFFAOYSA-N,54949,ZCJXQWYMBJYJNB-LRDBBFHQSA-N,False
K1:UR1SAB295F,1,Sulfamerazine,unii-record-is-a-different-substance,JOV4UJY07O,QPPBRPIAZZHUNT-UHFFFAOYSA-N,15899899,BSFJGCCAXDCMOX-UHFFFAOYSA-N,False
K1:UTC046R5HM,3,Traxoprodil,unii-record-is-a-different-substance,BD2A56I30W,QEMSVZNTSXPFJA-HNAYVOBHSA-N,9826324,LUILKELNVBKKTG-ZOZJKLBQSA-N,False
K1:UX1FR00T7Y,3,Gallium (68ga) rofapitide tetraxetan,unii-record-is-a-different-substance,UX1FR00T7Y,UHKLVUPDBJFFBB-ZCDGVBLYSA-N,167713252,UWBFTPBTBRCKLM-DNBILXJJSA-K,False
K1:UX6OWY2V7J,1,Codeine Anhydrous,unii-record-is-a-different-substance,11QV9BS0CB,OROGSEYTTFOCAN-DNJOTXNNSA-N,21155870,BOLDZXRCJAJADM-AAXBYHQXSA-N,False
K1:UZ77T1VFBM,3,Sepantronium,unii-record-is-a-different-substance,7H5Q4J1CM5,OTSOOHRUMBRSHZ-UHFFFAOYSA-N,11178236,QBIYUDDJPRGKNJ-UHFFFAOYSA-M,False
K1:V0M92G2U26,2,Metocurine,unii-record-is-a-different-substance,15BE4G33H2,JFXBEKISTKFVAB-AJQTZOPKSA-N,71931,IRPSJVWFSWAZSZ-OIUSMDOTSA-L,False
K1:V0Q46LFE6F,3,Temuterkib,unii-record-is-a-different-substance,34M62WSA87,JNPRPMBJODOFEC-UHFFFAOYSA-N,155907802,FAAFOFKUNKWPID-UHFFFAOYSA-N,False
K1:V247P5H4E1,3,EMOXYPINE,unii-record-is-a-different-substance,2R985002CT,JPGDYIGSCHWQCC-UHFFFAOYSA-N,122298,IKMNOGHPKNFPTK-UHFFFAOYSA-N,False
K1:V28GBD5ED5,3,Trethinium,unii-record-is-a-different-substance,3HA6AVV4EI,KTYUMBVKMXGUNR-UHFFFAOYSA-N,71514,HIONZHUOISVAJK-UHFFFAOYSA-M,False
K1:V4CP8RSX7V,2,Lexidronam,unii-record-is-a-different-substance,7389YR3OOV,NFDRPXJGHKJRLJ-UHFFFAOYSA-N,9810246,SZZACTGRBZTAKY-NKNBZPHVSA-F,False
K1:V59P50X4UY,1,Isomaltulose Anhydrous,unii-record-is-a-different-substance,43360LXH8N,RJPPRBMGVWEZRR-WTZPKTTFSA-N,66876958,FFCXAIXOQUDZNX-YKYAKREZSA-N,False
K1:V69IJ95J08,3,EBARESDAX,unii-record-is-a-different-substance,7NTV5E666J,OASISJWJIHWVKX-SECBINFHSA-N,154612937,LYYYTSUITXPVIS-SBSPUUFOSA-N,False
K1:V6D7VK2215,2,Atrasentan,unii-record-is-a-different-substance,E4G31X93ZA,MOTJMGVDPWRKOC-QPVYNBJUSA-N,159595,IJFUJIFSUKPWCZ-SQMFDTLJSA-N,False
K1:V72H9867WB,2,Garenoxacin,unii-record-is-a-different-substance,OXI6EF55FR,NJDRXTDGYFKORP-LLVKDONJSA-N,157690,IGTHEWGRXUAFKF-NVJADKKVSA-N,False
K1:V867Q8X3ZD,2,Diethylcarbamazine,unii-record-is-a-different-substance,OS1Z389K8S,RCKMWOKWVGPNJF-UHFFFAOYSA-N,15432,PGNKBEARDDELNB-UHFFFAOYSA-N,False
K1:V86L8P74GI,3,INDIRUBIN,unii-record-differs-no-exact-structure,V86L8P74GI,CRDNMYFJWFXOCH-YPKPFQOOSA-N,10177,JNLNPCNGMHKCKO-UHFFFAOYSA-N,False
K1:V99T50803M,2,Sunitinib,unii-record-is-a-different-substance,LVX8N1UT73,WINHZLLDWRZWRT-ATVHPVEESA-N,6456015,LBWFXVZLPYTWQI-IPOVEDGCSA-N,False
K1:VCM261MOO0,3,Ambuside,unii-record-differs-no-exact-structure,VCM261MOO0,SGYBHNVEILSSGC-UHFFFAOYSA-N,19568,LTSOENFXCPOCHG-UHFFFAOYSA-N,False
K1:VD27I23138,3,Fosmenic acid,unii-record-differs-no-exact-structure,VD27I23138,DSBHGCYOYNEWJN-UHFFFAOYSA-N,6338284,DFFCSGGDLGVQFC-UHFFFAOYSA-O,False
K1:VD2YSN1AFD,2,Olodaterol,unii-record-is-a-different-substance,65R445W3V9,COUYJEVMBVSIHV-SFHVURJKSA-N,11711522,KCEHVJZZIGJAAW-FERBBOLQSA-N,False
K1:VD6L56ZVX1,3,Dacuronium,unii-record-is-a-different-substance,33482245B6,XQFBAGUGBNQLRT-ZZZJANDJSA-N,14029396,SUKULMJPMHYWKC-GMMLHHOXSA-L,False
K1:VDR09VTQ8U,2,Methscopolamine,unii-record-differs-no-exact-structure,RTN51LK7WL,LZCOQTDXKCNBEE-IKIFYQGPSA-N,5459110,CXYRUNPLKGGUJF-OZVSTBQFSA-M,False
K1:VE7PHM5QLO,3,Emetonium,unii-record-is-a-different-substance,CW3OT0Y51W,IHFMXHPNVAVTCJ-UHFFFAOYSA-N,80084,HKOZYKMXXBHEHT-UHFFFAOYSA-M,False
K1:VFS4ZUK33P,3,Ditercalinium,unii-record-is-a-different-substance,40Z22S8DO8,NHUWXMNVGMRODJ-UHFFFAOYSA-P,71541,FWBSWSRNGHRDFZ-UHFFFAOYSA-N,False
K1:VG8ANM76JY,3,Hexcarbacholine,unii-record-is-a-different-substance,NM87THP11P,MBWXZXUOKTXXBU-UHFFFAOYSA-P,71495,AFWBFAMUEOVLFX-UHFFFAOYSA-N,False
K1:VH2L779W8Q,2,Isavuconazonium,unii-record-is-a-different-substance,31Q44514JV,RSWOJTICKMKTER-QXLBVTBOSA-N,72196309,LWXUIUUOMSMZKJ-KLFWAVJMSA-M,False
K1:VHD28S0H7F,1,Mesna free acid,unii-record-is-a-different-substance,NR7O1405Q9,ZNEWHQLOPFWXOF-UHFFFAOYSA-N,23662354,XOGTZOOQQBDUSI-UHFFFAOYSA-M,False
K1:VK9OS8R205,3,Nevanimibe,unii-record-is-a-different-substance,TK694ZFS57,PKKNCEXEVUFFFI-UHFFFAOYSA-N,131678,SDOOGTHIDFZUNM-UHFFFAOYSA-N,False
K1:VMB91S0BDI,3,Stercuronium,unii-record-is-a-different-substance,K1477R7DDR,GGXDVUAOXCBCBN-HJZGYWQISA-N,71924,NZMZXOUHSHDAQQ-VIGAWJBNSA-M,False
K1:VP36V95O3T,3,Gentisic Acid,unii-record-is-a-different-substance,DX2PUD5H82,WXTMDXOMEHJXQO-UHFFFAOYSA-N,23663629,MOIJZWWOFOQFMH-UHFFFAOYSA-M,False
K1:VQ6CK0CITA,3,Opigolix,unii-record-differs-no-exact-structure,VQ6CK0CITA,CWNLBPBIFALUQD-GFCCVEGCSA-N,135565248,QLLWADSMMMNRDJ-AFRFTAIISA-N,False
K1:VTD58H1Z2X,2,Dopamine,unii-record-is-a-different-substance,7L3E358N9L,VYFYYTLLBUKUHU-UHFFFAOYSA-N,65340,CTENFNNZBMHDDG-UHFFFAOYSA-N,False
