key,tier,displayName,kind,unii,corpus_inchikey,pubchem_cid_for_unii,pubchem_inchikey_for_unii,skeletons_match
"COMBO:{IK:BRLQWZUYTZBJKN-UHFFFAOYSA-N,K1:506T60A25R}",3,GLUSOFERRON,unii-record-is-a-different-substance,R79WUI68IB,FBPFZTCFMRRESA-JGWLITMVSA-N,171553,VGDATRQLXLLOSX-MFOKLRKYSA-N,False
"COMBO:{IK:DNIAPMSPPWPWGF-VKHMYHEASA-N,K1:1ULL0QJ8UC}",1,DAPAGLIFLOZIN PROPANEDIOL,unii-record-is-a-different-substance,887K2391VH,JVHXJTBJCFBINQ-ADAARDCZSA-N,24906252,GOADIQFWSVMMRJ-UPGAGZFNSA-N,False
"COMBO:{IK:DSFGXPJYDCSWTA-SECBINFHSA-N,K1:2679MF687A}",3,Xantinol Nicotinate,unii-record-is-a-different-substance,392I8XB05H,DSFGXPJYDCSWTA-SECBINFHSA-N,13626940,GEPMAHVDJHFBJI-SBSPUUFOSA-N,False
"COMBO:{IK:JAZBEHYOTPTENJ-RCHUDCCISA-N,IK:OQOCQFSPEWCSDO-RCHUDCCISA-N,IK:YUFFSWGQGVEMMI-RCHUDCCISA-N}",3,OMEGA-3-PENTAENOIC ACIDS,unii-record-is-a-different-substance,317SQ4W8IJ,YUFFSWGQGVEMMI-RCHUDCCISA-N,156009449,MSHVEAAKYBMOTM-VVUKEZRKSA-N,False
"COMBO:{IK:SBFXHXZNBNFPHV-CROXOCCCSA-N,K1:05D48LUM4Z,K1:202229IR8Y,K1:IK4C1OC8NE}",2,ERGOLOID MESYLATES,unii-record-is-a-different-substance,X3S33EX3KW,DEQITUUQPICUMR-HJPBWRTMSA-N,592735,YLXBZBPHTNJZQE-UHFFFAOYSA-N,False
"COMBO:{K1:00A9JB14O6,K1:2027T69J24}",3,METESIND GLUCURONATE,unii-record-is-a-different-substance,8EC044476N,CVEGTZWWWRJCFK-UHFFFAOYSA-N,9852216,WGYHOPIXAFLRPR-LRDBBFHQSA-N,False
"COMBO:{K1:01704YP3MO,K1:HN3OFO5036}",3,AMINOPHENAZONE CYCLAMATE,unii-record-is-a-different-substance,RM5BP192F9,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,170322,NPCNIYOIXLZTQI-UHFFFAOYSA-N,False
"COMBO:{K1:04Z20NMK31,K1:5A614L51CT}",2,INOSINE PRANOBEX,unii-record-is-a-different-substance,W1SO0V223F,UGQMRVRMYYASKQ-KQYNXXCUSA-N,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,False
"COMBO:{K1:071P4J77HF,K1:GN5P7K3T8S}",3,CLOFEZONE,unii-record-is-a-different-substance,TPT3MH65LD,VYMDGNCVAMGZFE-UHFFFAOYSA-N,6443874,FNOZOEQGHOYGSF-UHFFFAOYSA-N,False
"COMBO:{K1:0HU2UI27HF,K1:TE7660XO1C}",1,Glycine Propionyl-L-Carnitine,unii-record-is-a-different-substance,8KVN59D5FL,UFAHZIUFPNSHSL-MRVPVSSYSA-N,87469756,UXXCWGVLNFBBAY-DDWIOCJRSA-N,False
"COMBO:{K1:0I55128JYK,K1:TE7660XO1C}",1,THEOPHYLLINE SODIUM GLYCINATE,unii-record-is-a-different-substance,2S36N8T753,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,23663537,AIJQWRAOMFRHTQ-UHFFFAOYSA-M,False
"COMBO:{K1:0I8Y3P32UF,K1:724L30Y2QR}",3,BERBERINE URSODEOXYCHOLATE,unii-record-is-a-different-substance,VM8KQ3W8GM,RUDATBOHQWOJDD-UZVSRGJWSA-N,137552085,FHZVFXJRSFLYDY-FUXQPCDDSA-M,False
"COMBO:{K1:0J48LPH2TH,K1:9G64RSX1XD}",3,CO-ZIDOCAPT,unii-record-is-a-different-substance,YQ0UGU4SE2,JZUFKLXOESDKRF-UHFFFAOYSA-N,159328,SFIUYASDNWEYDB-HHQFNNIRSA-N,False
"COMBO:{K1:0RBV727H71,K1:2K2DJ01BB7,K1:78YC2MAX4O,K1:7S686LQT6T,K1:9KJL21T0QJ,K1:AAN7QOV9EA,K1:HR3EZB17BI,K1:NS3OZT14QT,K1:ZAD9OKH9JC}",1,OMEGA-3-CARBOXYLIC ACIDS,unii-record-is-a-different-substance,F85N2YHE4E,MBMBGCFOFBJSGT-KUBAVDMBSA-N,76322221,QIQSYARFOIKJJR-LUTWCBITSA-N,False
"COMBO:{K1:144O8QL0L1,K1:R3D835XVCR}",1,DICLOFENAC EPOLAMINE,unii-record-is-a-different-substance,X5F8EKL9ZG,DCOPUUMXTXDBNB-UHFFFAOYSA-N,114753,DCERVXIINVUMKU-UHFFFAOYSA-N,False
"COMBO:{K1:16CHD79MIX,K1:6HG8UB2MUY}",2,IOTHALAMATE MEGLUMINE,unii-record-is-a-different-substance,XUW72GOP7W,UXIGWFXRQKWHHA-UHFFFAOYSA-N,656642,VLHUSFYMPUDOEL-WZTVWXICSA-N,False
"COMBO:{K1:17ERJ0MKGI,K1:80M03YXJ7I}",1,Sacubitril / Valsartan,unii-record-is-a-different-substance,688RNR55GH,ACWBQPMHZXGDFX-QFIPXVFZSA-N,24755620,XTKIDERFOUYBDE-QEPKIHTBSA-N,False
"COMBO:{K1:19GBJ60SN5,K1:7J8897W37S}",1,NABIXIMOLS,unii-record-is-a-different-substance,K4H93P747O,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,9852188,SSNHGLKFJISNTR-DYSNNVSPSA-N,False
"COMBO:{K1:1RTM4PAL0V,K1:9G34HU7RV0}",2,PIPERAZINE EDETATE CALCIUM,unii-record-is-a-different-substance,L4QEN8344Z,KCXVZYZYPLLWCC-UHFFFAOYSA-N,23724991,ROJMAHHOFDIQTI-UHFFFAOYSA-L,False
"COMBO:{K1:1RTM4PAL0V,K1:M494UE2YEP}",2,ACEFYLLINE PIPERAZINE,unii-record-is-a-different-substance,12I91IOS6Z,HCYFGRCYSCXKNQ-UHFFFAOYSA-N,76959346,IUKJNIOSXCPLLP-UHFFFAOYSA-N,False
"COMBO:{K1:1RTM4PAL0V,K1:QTL48N278K}",2,ESTROPIPATE,unii-record-is-a-different-substance,SVI38UY019,JKKFKPJIXZFSSB-CBZIJGRNSA-N,5284555,HZEQBCVBILBTEP-ZFINNJDLSA-N,False
"COMBO:{K1:1ULL0QJ8UC,K1:8I7IO46IVQ}",2,"Dapagliflozin, Saxagliptin",unii-record-is-a-different-substance,9GB927LAJW,QGJUIPDUBHWZPV-SGTAVMJGSA-N,53297473,AFNTWHMDBNQQPX-NHKADLRUSA-N,False
"COMBO:{K1:23521W1S24,K1:9EM05410Q9}",3,AMOXICILLIN/CLAVULANIC ACID,unii-record-is-a-different-substance,804826J2HU,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,62883,MQXQVCLAUDMCEF-CWLIKTDRSA-N,False
"COMBO:{K1:25X51I8RD4,K1:PQ6CK8PD0R}",2,Niacinamide Ascorbate,unii-record-is-a-different-substance,JTL8B7TVW7,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,54710212,JMORAWFVNMGOKQ-MGMRMFRLSA-N,False
"COMBO:{K1:2679MF687A,K1:TE7660XO1C}",3,Chromium Dinicotinate Glycinate,unii-record-is-a-different-substance,NJU11W1FR5,PVNIIMVLHYAWGP-UHFFFAOYSA-N,11726609,MUAPNDPCKAUEET-UHFFFAOYSA-K,False
"COMBO:{K1:2679MF687A,K1:TN1B5910V2}",2,XANTHINOL NIACINATE,unii-record-is-a-different-substance,8G60H12X2D,DSFGXPJYDCSWTA-UHFFFAOYSA-N,9912,GEPMAHVDJHFBJI-UHFFFAOYSA-N,False
"COMBO:{K1:2WTB3V159F,K1:F0R1QK73KB}",2,CYANOCOBALAMIN CO 58,unii-record-differs-no-exact-structure,U0E93N6V2A,XIMXJQOPHNZJDD-VBTHXZBGSA-N,131635187,FDJOLVPMNUYSCM-CMCSPNAWSA-L,False
"COMBO:{K1:3N2N8OOR7X,K1:9DLQ4CIU6V}",3,IPRAGLIFLOZIN L-PROLINE,unii-record-is-a-different-substance,M6N3GK48A4,AHFWIQIYAXSLBA-RQXATKFSSA-N,57339444,TUVGWWULBZIUBS-FVYIYGEMSA-N,False
"COMBO:{K1:3QN8BYN5QF,K1:DIQ16UC154}",2,FINGOLIMOD LAURYL SULFATE,unii-record-is-a-different-substance,J3HZQ9BE2S,KKGQTZUTZRNORY-UHFFFAOYSA-N,157010667,XTLZVNMZICNQBB-UHFFFAOYSA-N,False
"COMBO:{K1:3SCV180C9W,K1:418M5916WG}",2,CHLORAL BETAINE,unii-record-is-a-different-substance,8680278NRH,KWIUHFFTVRNATP-UHFFFAOYSA-N,16676,ONAOIDNSINNZOA-UHFFFAOYSA-N,False
"COMBO:{K1:3T006GV98U,K1:XV74C1N1AE}",3,Quinhydrone,unii-record-is-a-different-substance,P4A66LQ3QJ,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,7801,BDJXVNRFAQSMAA-UHFFFAOYSA-N,False
"COMBO:{K1:3THM379K8A,K1:8ID597Z82X}",3,Pyridoxal Alpha-Ketoglutarate,unii-record-is-a-different-substance,JJQ4DJV03Q,RADKZDMFGJYCBB-UHFFFAOYSA-N,9966565,MUXYIGOUJRUBPG-UHFFFAOYSA-N,False
"COMBO:{K1:4071IF7E93,K1:OP0UW79H66}",1,Methylcobalamin,unii-record-differs-no-exact-structure,BR1SN1JS2W,XIMXJQOPHNZJDD-MEWWDOPBSA-N,73415798,ZFLASALABLFSNM-QBOHGLHMSA-L,False
"COMBO:{K1:418M5916WG,K1:T3CHA1B51H}",3,DICHLORALPHENAZONE,unii-record-is-a-different-substance,YYX637R279,VEQOALNAAJBPNY-UHFFFAOYSA-N,10188,ATKXDQOHNICLQW-UHFFFAOYSA-N,False
"COMBO:{K1:46627O600J,K1:KR87B45RGH}",2,"Carbidopa, Levodopa",unii-record-is-a-different-substance,MNX7R8C5VO,TZFNLOMSOLWIDK-JTQLQIEISA-N,38101,QTAOMKOIBXZKND-PPHPATTJSA-N,False
"COMBO:{K1:4G9EDB6V73,K1:C3ZUM5A33F}",3,AMXT-1501 DICAPRATE,unii-record-is-a-different-substance,T9GPE23KZ9,USNCWPSRPOWEBG-SSEXGKCCSA-N,169490827,PMQBHPUZUKOTJJ-ZHXNKHNVSA-N,False
"COMBO:{K1:4G9EDB6V73,K1:R7EZ772VG2}",1,ENLICITIDE DECANOATE,unii-record-is-a-different-substance,PSR59MCX5M,ZJMSWDDEBKNMLX-HMPNVHCESA-O,172866837,ZMLCOVYFOZPADV-QQCDJELVSA-N,False
"COMBO:{K1:4QD397987E,K1:8ID597Z82X}",3,Histidine Alpha-Ketoglutarate,unii-record-is-a-different-substance,H25LX6BV3L,HNDVDQJCIGZPNO-YFKPBYRVSA-N,46911993,NEZITABMBWLXRB-JEDNCBNOSA-N,False
"COMBO:{K1:4RII332O0R,K1:6HG8UB2MUY}",1,IODAMIDE MEGLUMINE,unii-record-is-a-different-substance,6X283535A3,VVDGWALACJEJKG-UHFFFAOYSA-N,29182,UYIPQECISAQMIU-WZTVWXICSA-N,False
"COMBO:{K1:4Z8Y51M438,K1:Q42T66VG0C}",2,PENICILLIN G PROCAINE,unii-record-is-a-different-substance,17R794ESYN,JGSARLDLIJGVTE-MBNYWOFBSA-N,22502,KZDCMKVLEYCGQX-UDPGNSCCSA-N,False
"COMBO:{K1:58447S8P4L,K1:MXF9G4I1V5}",3,SULFATOLAMIDE,unii-record-is-a-different-substance,3OLH2HAK9F,UEMLYRZWLVXWRU-UHFFFAOYSA-N,3034019,ZLYHTQKHXIVMLY-UHFFFAOYSA-N,False
"COMBO:{K1:5UVC90J1LK,K1:6HG8UB2MUY}",2,DIATRIZOATE MEGLUMINE,unii-record-is-a-different-substance,3X9MR4N98U,YVPYQUNUQOZFHG-UHFFFAOYSA-N,8566,MIKKOBKEXMRYFQ-WZTVWXICSA-N,False
"COMBO:{K1:6315412YVF,K1:6HG8UB2MUY}",2,DELAFLOXACIN MEGLUMINE,unii-record-is-a-different-substance,N7V53U4U4T,DYDCPNMLZGFQTM-UHFFFAOYSA-N,11578213,AHJGUEMIZPMAMR-WZTVWXICSA-N,False
"COMBO:{K1:63937KV33D,K1:65R938S4DV}",2,ERYTHROMYCIN LACTOBIONATE,unii-record-is-a-different-substance,33H58I7GLQ,ULGZDMOVFRHVEP-RWJQBGPGSA-N,71469,NNRXCKZMQLFUPL-WBMZRJHASA-N,False
"COMBO:{K1:63937KV33D,K1:B1F50160Z2}",2,ERYTHROMYCIN GLUCEPTATE,unii-record-is-a-different-substance,2AY21R0U64,ULGZDMOVFRHVEP-RWJQBGPGSA-N,16051953,ZXBDZLHAHGPXIG-VTXLJDRKSA-N,False
"COMBO:{K1:642I97LB5B,K1:W8TYE9V9BX}",3,PRETHCAMIDE,unii-record-is-a-different-substance,41A1FCW148,CYZWCBZIBJLKCV-RMKNXTFCSA-N,6537439,ZDHWSRRZUPRQBD-ACOOBTJJSA-N,False
"COMBO:{K1:6C282481IP,K1:SZB83O1W42}",1,ERTUGLIFLOZIN PIDOLATE,unii-record-is-a-different-substance,MLU731K321,MCIACXAZCBVDEE-CUUWFGFTSA-N,57339449,YHIUPZFKHZTLSH-LXYIGGQGSA-N,False
"COMBO:{K1:6DC9Q167V3,K1:A0JWA85V8F}",1,Atorvastatin Calcium Propylene Glycol Solvate,unii-record-is-a-different-substance,YRZ789OWMI,XUKUURHRXDUEBC-KAYWLYCHSA-N,51039411,KNMXZASRMVGUNA-SVWYKLQNSA-L,False
"COMBO:{K1:6DC9Q167V3,K1:YO603Y8113}",2,Darunavir Propylene Glycolate,unii-record-is-a-different-substance,6M6D7F3VC7,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,71666654,LMVMDGVDHYKETG-VBTXLZOXSA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:6L8OF9XRDC}",2,FOSAPREPITANT DIMEGLUMINE,unii-record-is-a-different-substance,D35FM8T64X,BARDROPHSZEBKC-OITMNORJSA-N,135564864,VRQHBYGYXDWZDL-OOZCZQCLSA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:8FG9H9D31J}",2,TAFAMIDIS MEGLUMINE,unii-record-is-a-different-substance,ZU7CF08A1A,TXEIIPDJKFWEEC-UHFFFAOYSA-N,24970412,DQJDBUPLRMRBAB-WZTVWXICSA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:CM1N99QR1M}",2,MEGLUMINE METRIZOATE,unii-record-is-a-different-substance,RJY6JR42WQ,GGGDNPWHMNJRFN-UHFFFAOYSA-N,10056264,TXKOGNLDVKUFSI-WZTVWXICSA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:NS1Y283HW4}",1,IODOXAMATE MEGLUMINE,unii-record-is-a-different-substance,CIX5G6J9R1,WWVAPFRKZMUPHZ-UHFFFAOYSA-N,23620848,LNBGFESBSAEKAE-VRWDCWMNSA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:QE1Q24M65Y}",3,ARAMCHOL MEGLUMINE,unii-record-is-a-different-substance,5Y5YPN6GAE,SHKXZIQNFMOPBS-OOMQYRRCSA-N,91801223,YKNRDCSWRDDLSH-QLAYBJCISA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:S125DW66N8}",3,BEVIRIMAT DIMEGLUMINE,unii-record-is-a-different-substance,O6DDV91W1M,YJEJKUQEXFSVCJ-WRFMNRASSA-N,11400413,TXIOIJSYWOLKNU-FLQODOFBSA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:TKQ858A3VW}",2,IODIPAMIDE MEGLUMINE,unii-record-is-a-different-substance,X064O0Y1A4,FFINMCNLQNTKLU-UHFFFAOYSA-N,636408,DGIAUNUPXILTJW-VRWDCWMNSA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:X015V3LF01}",3,TETRAZOLAST MEGLUMINE,unii-record-is-a-different-substance,2IY97B405I,LIRHINFDFZWXPL-UHFFFAOYSA-N,9825038,PXORXOKNKGCVHI-BMWGJIJESA-N,False
"COMBO:{K1:6HG8UB2MUY,K1:Z40X7EI2AF}",2,IOXAGLATE MEGLUMINE,unii-record-is-a-different-substance,75JR975T11,TYYBFXNZMFNZJT-UHFFFAOYSA-N,20055342,HUHDYASLFWQVOL-WZTVWXICSA-N,False
"COMBO:{K1:7673326042,K1:P7V86EYZ5L}",3,IRINOTECAN SUCROSOFATE,unii-record-is-a-different-substance,OL741S3N8B,WEPNHBQBLCNOBB-UGDNZRGBSA-N,76964235,BCPSLKYBXGKPIW-RTXWKGGWSA-N,False
"COMBO:{K1:78OY3Z0P7Z,K1:R9QTB5E82N}",1,ACRISORCIN,unii-record-is-a-different-substance,2U918O4BEV,XJGFWWJLMVZSIG-UHFFFAOYSA-N,24144,YZODJQFXMFEJRM-UHFFFAOYSA-N,False
"COMBO:{K1:7A314HQM0I,K1:PQ6CK8PD0R}",1,Technetium Tc-99m Ferpentetate Kit,unii-record-is-a-different-substance,007KG0HTO5,QPCDCPDFJACHGM-UHFFFAOYSA-N,76971971,LDVQRVOHMMYEBK-BNVFFUDCSA-N,False
"COMBO:{K1:8558G7RUTR,K1:MU72812GK0}",1,Creatine Pyruvate,unii-record-is-a-different-substance,DPM6MX7AJD,CVSVTCORWBXHQV-UHFFFAOYSA-N,9794442,DLNGCCQFGNSBOP-UHFFFAOYSA-N,False
"COMBO:{K1:8G388563M7,K1:TE0865N2ET}",1,TELOTRISTAT ETIPRATE,unii-record-is-a-different-substance,3T25U84H4U,MDSQOJYHHZBZKA-GBXCKJPGSA-N,25253377,XSFPZBUIBYMVEA-CELUQASASA-N,False
"COMBO:{K1:8GTS82S83M,K1:GE2UA340FM}",2,DIMENHYDRINATE,unii-record-is-a-different-substance,JB937PER5C,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,10660,NFLLKCVHYJRNRH-UHFFFAOYSA-N,False
"COMBO:{K1:8GTS82S83M,K1:M494UE2YEP}",3,ETANAUTINE,unii-record-is-a-different-substance,97H5S09M4T,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,10255142,UFKLOBYBVCBTBP-UHFFFAOYSA-N,False
"COMBO:{K1:8ID597Z82X,K1:E524N2IXA3}",3,ORNITHINE OXOGLURATE,unii-record-is-a-different-substance,4FEN49K96W,KPGXRSRHYNQIFN-UHFFFAOYSA-N,78866,SLPUVFBNQHVEEU-WCCKRBBISA-N,False
"COMBO:{K1:8ID597Z82X,K1:MU72812GK0}",3,Creatine Alpha-Ketoglutarate,unii-record-is-a-different-substance,9WV7GXM6T5,KPGXRSRHYNQIFN-UHFFFAOYSA-N,9925587,VSQHMIFYITYXRG-UHFFFAOYSA-N,False
"COMBO:{K1:8W8T17847W,K1:R16CO5Y76E}",3,CARBASPIRIN CALCIUM,unii-record-is-a-different-substance,N667F17JP1,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,21975,VYMUGTALCSPLDM-UHFFFAOYSA-L,False
"COMBO:{K1:9100L32L2N,K1:QFP0P1DV7Z}",1,"Metformin Hydrochloride, Sitagliptin",unii-record-is-a-different-substance,786Z46389E,XZWYZXLIPXDOLR-UHFFFAOYSA-N,14219,OETHQSJEHLVLGH-UHFFFAOYSA-N,False
"COMBO:{K1:A49OS0F91S,K1:EFW857872Q}",1,BUTAMBEN PICRATE,unii-record-is-a-different-substance,D4ZFB7ZH5Y,OXNIZHLAWKMVMX-UHFFFAOYSA-N,9960605,ATAGSVCDFKGYPE-UHFFFAOYSA-N,False
"COMBO:{K1:A4DU555RMD,K1:VP36V95O3T}",3,CRELOSIDENIB GENTISATE,unii-record-is-a-different-substance,367925DQ54,AFGYODUJVVOZAX-CYFREDJKSA-N,169490794,XQWBGFYMSJJBDD-JVVPNVHDSA-N,False
"COMBO:{K1:DIQ16UC154,K1:F41401512X}",3,NILOTINIB LAURYLSULFATE,unii-record-is-a-different-substance,S375GCZ4RT,HHZIURLSWUIHRB-UHFFFAOYSA-N,146473444,HLUJVEHZMWWRNT-UHFFFAOYSA-N,False
"COMBO:{K1:DIQ16UC154,K1:HB75CIT999}",1,ERYTHROMYCIN ESTOLATE,unii-record-is-a-different-substance,XRJ2P631HP,TYQXKHPOXXXCTP-CSLYCKPJSA-N,441371,AWMFUEJKWXESNL-JZBHMOKNSA-N,False
"COMBO:{K1:DIQ16UC154,K1:X78UG0A0RN}",3,DASATINIB LAURYLSULFATE,unii-record-is-a-different-substance,FY77PS0C4O,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,146048051,SWMPKFFMQAIAEW-UHFFFAOYSA-N,False
"COMBO:{K1:E149J5OTIF,K1:Y7L24THH6T}",2,ISOMETHEPTENE MUCATE,unii-record-is-a-different-substance,8O120FDS6P,DSLZVSRJTYRBFB-DUHBMQHGSA-N,15605556,WSXKZIDINJKWPM-IBGZLQDMSA-N,False
"COMBO:{K1:FF28EJQ494,K1:GE2UA340FM}",3,PROMETHAZINE TEOCLATE,unii-record-is-a-different-substance,S5PUP23U26,PWWVAXIEGOYWEE-UHFFFAOYSA-N,63030,YCXARMXCESBEDS-UHFFFAOYSA-N,False
"COMBO:{K1:GN5P7K3T8S,K1:S2F83W92TK}",3,Proxifezone,unii-record-is-a-different-substance,005MKH0F6D,XLMALTXPSGQGBX-GCJKJVERSA-N,76965882,CSCJLERKCQBWJV-MYXGOWFTSA-N,False
"COMBO:{K1:J50OIX95QV,K1:NH496X0UJX}",2,Methenamine Mandelate,unii-record-is-a-different-substance,695N30CINR,IWYDHOAUDWTVEP-UHFFFAOYSA-N,11478,UXNFIJPHRQEWRQ-UHFFFAOYSA-N,False
"COMBO:{K1:J50OIX95QV,K1:TE0865N2ET}",2,METHENAMINE HIPPURATE,unii-record-is-a-different-substance,M329791L57,QIAFMBKCNZACKA-UHFFFAOYSA-N,21945,ROAIXOJGRFKICW-UHFFFAOYSA-N,False
"COMBO:{K1:K848JZ4886,K1:TE7660XO1C}",2,Ferrous Cysteine Glycinate,unii-record-is-a-different-substance,8B4OP7RK5N,XUJNEKJLAYXESH-REOHCLBHSA-N,76970943,NIBOCUPOPAKNJE-NVKWYWNSSA-L,False
"COMBO:{K1:LQU92IU8LL,K1:YQE403BP4D}",2,BARBEXACLONE,unii-record-is-a-different-substance,291GX1YB65,DDBREPKUVSBGFI-UHFFFAOYSA-N,71196,MJCBWPMBFCUHBP-NPULLEENSA-N,False
"COMBO:{K1:M7Y086VB5G,K1:UPN4ITI8T4}",1,TRIMETREXATE GLUCURONATE,unii-record-is-a-different-substance,L137U4A79K,NOYPYLRCIDNJJB-UHFFFAOYSA-N,54949,ZCJXQWYMBJYJNB-LRDBBFHQSA-N,False
"COMBO:{K1:O9S4K2S25E,K1:S2F83W92TK}",1,PROPOXYPHENE NAPSYLATE,unii-record-is-a-different-substance,38M219L1OJ,XLMALTXPSGQGBX-GCJKJVERSA-N,33544,GBKONKCASNNUQD-VGHSCWAPSA-N,False
"COMBO:{K1:O9S4K2S25E,K1:U75VZ9PK1J}",2,LEVOPROPOXYPHENE NAPSYLATE,unii-record-is-a-different-substance,KK9590R73S,XLMALTXPSGQGBX-PGRDOPGGSA-N,16051927,GBKONKCASNNUQD-ATVRCVQASA-N,False
"COMBO:{K1:PQ3P6082I5,K1:Z61I075U2W}",3,PENIMEPICYCLINE,unii-record-differs-no-exact-structure,3RGQ4B6E87,XATZHCXBMKRRDO-REHNUXHNSA-N,54686187,JEZCGXYYROUJIH-VNYBMUHKSA-N,False
"COMBO:{K1:QLZ991V4A2,K1:TZ47U051FI}",2,DEXTROAMPHETAMINE SACCHARATE,unii-record-is-a-different-substance,G83415V073,DSLZVSRJTYRBFB-LLEIAEIESA-N,73415781,CXFNVDBOUVJOQO-OUDZKKFGSA-N,False
HOLD:existing:abarelix,1,Abarelix,unii-record-is-a-different-substance,W486SJ5824,AIWRTTMUVOZGPW-HSPKUQOVSA-N,146019569,LNNDRFNNTDYHIO-OMYILHBOSA-N,False
HOLD:existing:alclometasone,2,Alclometasone,unii-record-is-a-different-substance,136H45TB7B,DJHCCTTVDRAMEH-DUUJBDRPSA-N,5311000,FJXOGVLKCZQRDN-PHCHRAKRSA-N,False
HOLD:existing:anhydrous-citric-acid,2,Anhydrous Citric Acid,unii-record-is-a-different-substance,2968PHW8QP,KRKNYBCHXYNGOX-UHFFFAOYSA-N,22230,YASYEJJMZJALEJ-UHFFFAOYSA-N,False
HOLD:existing:beclomethasone,2,Beclometasone,unii-record-is-a-different-substance,KGZ1SLC28Z,KUVIULQEHSCUHY-XYWKZLDCSA-N,20469,NBMKJKDGKREAPL-DVTGEIKXSA-N,False
HOLD:existing:boldenone,1,Boldenone,unii-record-is-a-different-substance,5H7I2IP58X,AHMMSNQYOPMLSX-CNQKSJKFSA-N,13308,RSIHSRDYCUFFLA-DYKIIFRCSA-N,False
HOLD:existing:ceftobiprole-medocaril,2,Ceftobiprole Medocaril,unii-record-is-a-different-substance,N99027V28J,HFTSMHTWUFCYMJ-FDNJTQOMSA-N,135413543,MFAWUGGPPMTWPU-LCJFHXTKSA-M,False
HOLD:existing:clobetasol,1,Clobetasol,unii-record-is-a-different-substance,ADN79D536H,CBGUOGMQLZIXBE-XGQKBEPLSA-N,5311051,FCSHDIVRCWTZOX-DVTGEIKXSA-N,False
HOLD:existing:cortisone,1,Cortisone,unii-record-is-a-different-substance,V27W9254FZ,ITRJWOMZKQRYTA-RFZYENFJSA-N,222786,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,False
HOLD:existing:desoxycorticosterone,1,Desoxycorticosterone,unii-record-is-a-different-substance,40GP35YQ49,VPGRYOFKCNULNK-ACXQXYJUSA-N,6166,ZESRJSPZRDMNHY-YFWFAHHUSA-N,False
HOLD:existing:dextroamphetamine-saccharate,1,Dextroamphetamine Saccharate,unii-record-is-a-different-substance,G83415V073,KWTSXDURSIMDCE-QMMMGPOBSA-N,73415781,CXFNVDBOUVJOQO-OUDZKKFGSA-N,False
HOLD:existing:diflorasone,2,Diflorasone,unii-record-is-a-different-substance,T2DHJ9645W,BOBLHFUVNSFZPJ-JOYXJVLSSA-N,71415,WXURHACBFYSXBI-XHIJKXOTSA-N,False
HOLD:existing:dromostanolone,1,Dromostanolone,unii-record-is-a-different-substance,7DR7H00HDT,NOTIQUSPUUHHEH-UXOVVSIBSA-N,6011,IKXILDNPCZPPRV-RFMGOVQKSA-N,False
HOLD:existing:ethynodiol,2,Ethynodiol,unii-record-is-a-different-substance,9E01C36A9S,ONKUMRGIYFNPJW-KIEAKMPYSA-N,14687,JYILPERKVHXLNF-QMNUTNMBSA-N,False
HOLD:existing:fludarabine,2,Fludarabine,unii-record-is-a-different-substance,P2K93U8740,GIUYCYHIANZCFB-FJFJXFQQSA-N,657237,HBUBKKRHXORPQB-FJFJXFQQSA-N,False
HOLD:existing:fludrocortisone,2,Fludrocortisone,unii-record-is-a-different-substance,U0476M545B,SYWHXTATXSMDSB-GSLJADNHSA-N,31378,AAXVEMMRQDVLJB-BULBTXNYSA-N,False
HOLD:existing:fluphenazine,2,Fluphenazine,unii-record-is-a-different-substance,S79426A41Z,LRWSFOSWNAQHHW-UHFFFAOYSA-N,3372,PLDUPXSUYLZYBN-UHFFFAOYSA-N,False
HOLD:existing:glucuronolactone,3,Glucuronolactone,unii-record-is-a-different-substance,XE4Y3016M9,OGLCQHRZUSEXNB-UAPNVWQMSA-N,92283,UYUXSRADSPPKRZ-SKNVOMKLSA-N,False
HOLD:existing:halobetasol,1,Halobetasol,unii-record-is-a-different-substance,9P6159HM7T,BDSYKGHYMJNPAB-LICBFIPMSA-N,5311167,LEHFPXVYPMWYQD-XHIJKXOTSA-N,False
