page_a,page_b,rule,action,evidence
K1:7I22J7RY2A,K2:XXPVSQRPGBUFKM-VKAVYKQESA-N,R3-SAME-SKELETON,form_of,"{""a"":""Clovoxamine"",""b"":""Clovoxamine"",""inchikey_a"":""XXPVSQRPGBUFKM-SAPNQHFASA-N"",""inchikey_b"":""XXPVSQRPGBUFKM-VKAVYKQESA-N"",""note"":""Clovoxamine (structure XXPVSQRPGBUFKM-VKAVYKQESA-N) and Clovoxamine (UNII 7I22J7RY2A) share the connectivity skeleton XXPVSQRPGBUFKM and differ in the recorded stereochemistry."",""origin"":""suspected-structural:XXPVSQRPGBUFKM"",""relation"":""stereoisomer_of"",""skeleton"":""XXPVSQRPGBUFKM""}"
K1:85D81U9JAV,K2:YDDUMTOHNYZQPO-FCXRPNKRSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Cynarine"",""b"":""Cynarine"",""inchikey_a"":""YDDUMTOHNYZQPO-RVXRWRFUSA-N"",""inchikey_b"":""YDDUMTOHNYZQPO-FCXRPNKRSA-N"",""note"":""Cynarine (structure YDDUMTOHNYZQPO-FCXRPNKRSA-N) and Cynarine (UNII 85D81U9JAV) share the connectivity skeleton YDDUMTOHNYZQPO and differ in the recorded stereochemistry."",""origin"":""suspected-structural:YDDUMTOHNYZQPO"",""relation"":""stereoisomer_of"",""skeleton"":""YDDUMTOHNYZQPO""}"
K1:47ISU063SG,K2:WFPIAZLQTJBIFN-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Zuclopenthixol"",""b"":""Clopenthixol"",""inchikey_a"":""WFPIAZLQTJBIFN-DVZOWYKESA-N"",""inchikey_b"":""WFPIAZLQTJBIFN-UHFFFAOYSA-N"",""note"":""Zuclopenthixol carries defined stereochemistry; Clopenthixol is recorded without it."",""origin"":""suspected-structural:WFPIAZLQTJBIFN"",""relation"":""stereoisomer_of"",""skeleton"":""WFPIAZLQTJBIFN""}"
K1:8VH13L5K20,K2:LQIPDFIUPOYMPR-RMOMFDTOSA-N,R3-SAME-SKELETON,form_of,"{""a"":""KRN-5500"",""b"":""KRN5500"",""inchikey_a"":""LQIPDFIUPOYMPR-BKYURJJWSA-N"",""inchikey_b"":""LQIPDFIUPOYMPR-RMOMFDTOSA-N"",""note"":""KRN5500 and KRN-5500 share the connectivity skeleton LQIPDFIUPOYMPR and differ in the recorded stereochemistry."",""origin"":""suspected-structural:LQIPDFIUPOYMPR"",""relation"":""stereoisomer_of"",""skeleton"":""LQIPDFIUPOYMPR""}"
K1:C4XNY919FW,K2:LXBIFEVIBLOUGU-KVTDHHQDSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Migalastat"",""b"":""DEOXYMANNOJIRIMYCIN"",""inchikey_a"":""LXBIFEVIBLOUGU-DPYQTVNSSA-N"",""inchikey_b"":""LXBIFEVIBLOUGU-KVTDHHQDSA-N"",""note"":""DEOXYMANNOJIRIMYCIN is a diastereomer of Migalastat."",""origin"":""suspected-structural:LXBIFEVIBLOUGU"",""relation"":""stereoisomer_of"",""skeleton"":""LXBIFEVIBLOUGU""}"
K1:C4XNY919FW,K1:FZ56898FLE,R3-SAME-SKELETON,form_of,"{""a"":""Migalastat"",""b"":""Duvoglustat"",""inchikey_a"":""LXBIFEVIBLOUGU-DPYQTVNSSA-N"",""inchikey_b"":""LXBIFEVIBLOUGU-JGWLITMVSA-N"",""note"":""Duvoglustat is a diastereomer of Migalastat."",""origin"":""suspected-structural:LXBIFEVIBLOUGU"",""relation"":""stereoisomer_of"",""skeleton"":""LXBIFEVIBLOUGU""}"
K1:G36A0E9CVT,K2:UHLOVGKIEARANS-QZHINBJYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Tripamide"",""b"":""Tripamide"",""inchikey_a"":""UHLOVGKIEARANS-NIFPGPBJSA-N"",""inchikey_b"":""UHLOVGKIEARANS-QZHINBJYSA-N"",""note"":""Tripamide (structure UHLOVGKIEARANS-QZHINBJYSA-N) is a diastereomer of Tripamide (UNII G36A0E9CVT)."",""origin"":""suspected-structural:UHLOVGKIEARANS"",""relation"":""stereoisomer_of"",""skeleton"":""UHLOVGKIEARANS""}"
K1:3B744AG22N,K2:BPNZYADGDZPRTK-MAEUFBSDSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Technetium Tc-99m Exametazime"",""b"":""Exametazime"",""inchikey_a"":""BPNZYADGDZPRTK-UDUYQYQQSA-N"",""inchikey_b"":""BPNZYADGDZPRTK-MAEUFBSDSA-N"",""note"":""Exametazime and Technetium Tc-99m Exametazime share the connectivity skeleton BPNZYADGDZPRTK and differ in the recorded stereochemistry."",""origin"":""suspected-structural:BPNZYADGDZPRTK"",""relation"":""stereoisomer_of"",""skeleton"":""BPNZYADGDZPRTK""}"
HOLD:existing:benzhydrocodone,K2:VPMRSLWWUXNYRY-NDOYXKHWSA-N,R2-IDENTICAL-INCHIKEY,merge,"{""a"":""Benzhydrocodone"",""b"":""Benzhydrocodone"",""inchikey"":""VPMRSLWWUXNYRY-NDOYXKHWSA-N"",""inchikey_source_a"":""page-structure"",""inchikey_source_b"":""page-structure"",""origin"":""suspected-structural:VPMRSLWWUXNYRY"",""survivor"":""HOLD:existing:benzhydrocodone""}"
K1:W758F1L9ND,K2:AMSUHYUVOVCWTP-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""PLX-51107"",""b"":""CHEMBL5977822"",""inchikey_a"":""AMSUHYUVOVCWTP-INIZCTEOSA-N"",""inchikey_b"":""AMSUHYUVOVCWTP-UHFFFAOYSA-N"",""note"":""PLX-51107 carries defined stereochemistry; CHEMBL5977822 is recorded without it."",""origin"":""suspected-structural:AMSUHYUVOVCWTP"",""relation"":""stereoisomer_of"",""skeleton"":""AMSUHYUVOVCWTP""}"
K1:T8ID5YZU6Y,K2:VHJLVAABSRFDPM-QWWZWVQMSA-N,R3-SAME-SKELETON,form_of,"{""a"":""DITHIOTHREITOL"",""b"":""CHEMBL1232392"",""inchikey_a"":""VHJLVAABSRFDPM-IMJSIDKUSA-N"",""inchikey_b"":""VHJLVAABSRFDPM-QWWZWVQMSA-N"",""note"":""CHEMBL1232392 is the enantiomer of DITHIOTHREITOL."",""origin"":""suspected-structural:VHJLVAABSRFDPM"",""relation"":""stereoisomer_of"",""skeleton"":""VHJLVAABSRFDPM""}"
K1:R4SVL81GQI,K1:T8ID5YZU6Y,R3-SAME-SKELETON,form_of,"{""a"":""Dithioerythritol"",""b"":""DITHIOTHREITOL"",""inchikey_a"":""VHJLVAABSRFDPM-ZXZARUISSA-N"",""inchikey_b"":""VHJLVAABSRFDPM-IMJSIDKUSA-N"",""note"":""Dithioerythritol is a diastereomer of DITHIOTHREITOL."",""origin"":""suspected-structural:VHJLVAABSRFDPM"",""relation"":""stereoisomer_of"",""skeleton"":""VHJLVAABSRFDPM""}"
K1:0A7729F42K,K2:KRTIYQIPSAGSBP-KLAILNCOSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Linrodostat"",""b"":""Linrodostat"",""inchikey_a"":""KRTIYQIPSAGSBP-ZACQAIPSSA-N"",""inchikey_b"":""KRTIYQIPSAGSBP-KLAILNCOSA-N"",""note"":""Linrodostat (structure KRTIYQIPSAGSBP-KLAILNCOSA-N) is a diastereomer of Linrodostat (UNII 0A7729F42K)."",""origin"":""suspected-structural:KRTIYQIPSAGSBP"",""relation"":""stereoisomer_of"",""skeleton"":""KRTIYQIPSAGSBP""}"
K1:6E20216Q0L,K2:NHXLMOGPVYXJNR-ULWVLGNYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Somatostatin"",""b"":""SOMATOSTATIN RECEPTOR LIGAND"",""inchikey_a"":""NHXLMOGPVYXJNR-ATOGVRKGSA-N"",""inchikey_b"":""NHXLMOGPVYXJNR-ULWVLGNYSA-N"",""note"":""SOMATOSTATIN RECEPTOR LIGAND is a diastereomer of Somatostatin."",""origin"":""suspected-structural:NHXLMOGPVYXJNR"",""relation"":""stereoisomer_of"",""skeleton"":""NHXLMOGPVYXJNR""}"
K1:V10579P3QZ,K2:BWWVAEOLVKTZFQ-ISVUSNJMSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Amdinocillin"",""b"":""Mecillinam"",""inchikey_a"":""BWWVAEOLVKTZFQ-NTZNESFSSA-N"",""inchikey_b"":""BWWVAEOLVKTZFQ-ISVUSNJMSA-N"",""note"":""Mecillinam is a diastereomer of Amdinocillin."",""origin"":""suspected-structural:BWWVAEOLVKTZFQ"",""relation"":""stereoisomer_of"",""skeleton"":""BWWVAEOLVKTZFQ""}"
HOLD:existing:amdinocillin,K1:V10579P3QZ,R1-IDENTICAL-UNII,merge,"{""a"":""Amdinocillin"",""b"":""Amdinocillin"",""origin"":""suspected-structural:BWWVAEOLVKTZFQ"",""survivor"":""K1:V10579P3QZ"",""unii"":""V10579P3QZ"",""unii_source_a"":""page-field"",""unii_source_b"":""page-key""}"
K1:OVF025LA77,K2:WHNFPRLDDSXQCL-FUIFCCQZSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Intermedine"",""b"":""CHEMBL263948"",""inchikey_a"":""WHNFPRLDDSXQCL-UAZQEYIDSA-N"",""inchikey_b"":""WHNFPRLDDSXQCL-FUIFCCQZSA-N"",""note"":""CHEMBL263948 is a diastereomer of Intermedine."",""origin"":""suspected-structural:WHNFPRLDDSXQCL"",""relation"":""stereoisomer_of"",""skeleton"":""WHNFPRLDDSXQCL""}"
K1:7875H6443P,K2:DLNKOYKMWOXYQA-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Phenylpropanolamine"",""b"":""Phenylpropanolamine"",""inchikey_a"":""DLNKOYKMWOXYQA-VXNVDRBHSA-N"",""inchikey_b"":""DLNKOYKMWOXYQA-UHFFFAOYSA-N"",""note"":""Phenylpropanolamine (UNII 7875H6443P) carries defined stereochemistry; Phenylpropanolamine (structure DLNKOYKMWOXYQA-UHFFFAOYSA-N) is recorded without it."",""origin"":""suspected-structural:DLNKOYKMWOXYQA"",""relation"":""stereoisomer_of"",""skeleton"":""DLNKOYKMWOXYQA""}"
K1:7875H6443P,K1:E1L4ZW2F8O,R3-SAME-SKELETON,form_of,"{""a"":""Phenylpropanolamine"",""b"":""Cathine"",""inchikey_a"":""DLNKOYKMWOXYQA-VXNVDRBHSA-N"",""inchikey_b"":""DLNKOYKMWOXYQA-IONNQARKSA-N"",""note"":""Cathine is a diastereomer of Phenylpropanolamine."",""origin"":""suspected-structural:DLNKOYKMWOXYQA"",""relation"":""stereoisomer_of"",""skeleton"":""DLNKOYKMWOXYQA""}"
K1:57B9YG5Y1E,K1:7875H6443P,R3-SAME-SKELETON,form_of,"{""a"":""PHENYLPROPANOLAMINE, (-)-"",""b"":""Phenylpropanolamine"",""inchikey_a"":""DLNKOYKMWOXYQA-CBAPKCEASA-N"",""inchikey_b"":""DLNKOYKMWOXYQA-VXNVDRBHSA-N"",""note"":""Phenylpropanolamine (UNII 7875H6443P) is the enantiomer of PHENYLPROPANOLAMINE, (-)- (UNII 57B9YG5Y1E)."",""origin"":""suspected-structural:DLNKOYKMWOXYQA"",""relation"":""stereoisomer_of"",""skeleton"":""DLNKOYKMWOXYQA""}"
K1:VI08KS44V0,K2:XPYLKZZOBVLVHB-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Rociverine"",""b"":""Rociverine"",""inchikey_a"":""XPYLKZZOBVLVHB-QDKIRNHSSA-N"",""inchikey_b"":""XPYLKZZOBVLVHB-UHFFFAOYSA-N"",""note"":""Rociverine (UNII VI08KS44V0) carries defined stereochemistry; Rociverine (structure XPYLKZZOBVLVHB-UHFFFAOYSA-N) is recorded without it."",""origin"":""suspected-structural:XPYLKZZOBVLVHB"",""relation"":""stereoisomer_of"",""skeleton"":""XPYLKZZOBVLVHB""}"
K1:3WGI8FOO62,K2:XDKRVNKVAKCFGW-FOCLMDBBSA-N,R3-SAME-SKELETON,form_of,"{""a"":""GW-468816"",""b"":""GW468816"",""inchikey_a"":""XDKRVNKVAKCFGW-WXWBBQJKSA-N"",""inchikey_b"":""XDKRVNKVAKCFGW-FOCLMDBBSA-N"",""note"":""GW468816 and GW-468816 share the connectivity skeleton XDKRVNKVAKCFGW and differ in the recorded stereochemistry."",""origin"":""suspected-structural:XDKRVNKVAKCFGW"",""relation"":""stereoisomer_of"",""skeleton"":""XDKRVNKVAKCFGW""}"
K1:0RK7M7IABE,K2:JVLBPIPGETUEET-GAAHOAFPSA-O,R3-SAME-SKELETON,form_of,"{""a"":""Methylnaltrexone"",""b"":""Methylnaltrexone bromide"",""inchikey_a"":""JVLBPIPGETUEET-WIXLDOGYSA-O"",""inchikey_b"":""JVLBPIPGETUEET-GAAHOAFPSA-O"",""note"":""Methylnaltrexone bromide and Methylnaltrexone share the connectivity skeleton JVLBPIPGETUEET and differ in the recorded stereochemistry."",""origin"":""suspected-structural:JVLBPIPGETUEET"",""relation"":""stereoisomer_of"",""skeleton"":""JVLBPIPGETUEET""}"
K1:Q5ELR5A7Y5,K2:WMUIIGVAWPWQAW-DEOSSOPVSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Ragaglitazar"",""b"":""Ragaglitazar"",""inchikey_a"":""WMUIIGVAWPWQAW-XMMPIXPASA-N"",""inchikey_b"":""WMUIIGVAWPWQAW-DEOSSOPVSA-N"",""note"":""Ragaglitazar (structure WMUIIGVAWPWQAW-DEOSSOPVSA-N) is the (S)-enantiomer of Ragaglitazar (UNII Q5ELR5A7Y5), the (R)-enantiomer."",""origin"":""suspected-structural:WMUIIGVAWPWQAW"",""relation"":""stereoisomer_of"",""skeleton"":""WMUIIGVAWPWQAW""}"
K1:GE0J375F8F,K2:BSMNRYCSBFHEMQ-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Amitifadine"",""b"":""DOV-216303"",""inchikey_a"":""BSMNRYCSBFHEMQ-KCJUWKMLSA-N"",""inchikey_b"":""BSMNRYCSBFHEMQ-UHFFFAOYSA-N"",""note"":""Amitifadine carries defined stereochemistry; DOV-216303 is recorded without it."",""origin"":""suspected-structural:BSMNRYCSBFHEMQ"",""relation"":""stereoisomer_of"",""skeleton"":""BSMNRYCSBFHEMQ""}"
K1:1WAM1OQ30B,K2:NPGNOVNWUSPMDP-UTEPHESZSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Pivmecillinam"",""b"":""Pivmecillinam"",""inchikey_a"":""NPGNOVNWUSPMDP-HLLBOEOZSA-N"",""inchikey_b"":""NPGNOVNWUSPMDP-UTEPHESZSA-N"",""note"":""Pivmecillinam (structure NPGNOVNWUSPMDP-UTEPHESZSA-N) is a diastereomer of Pivmecillinam (UNII 1WAM1OQ30B)."",""origin"":""suspected-structural:NPGNOVNWUSPMDP"",""relation"":""stereoisomer_of"",""skeleton"":""NPGNOVNWUSPMDP""}"
K1:PKO39VY215,K2:WYQVAPGDARQUBT-JVGKFWCXSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Asiaticoside"",""b"":""ASIATICOSIDE"",""inchikey_a"":""WYQVAPGDARQUBT-FGWHUCSPSA-N"",""inchikey_b"":""WYQVAPGDARQUBT-JVGKFWCXSA-N"",""note"":""ASIATICOSIDE (UNII PKO39VY215) is a diastereomer of Asiaticoside (UNII PKO39VY215)."",""origin"":""suspected-structural:WYQVAPGDARQUBT"",""relation"":""stereoisomer_of"",""skeleton"":""WYQVAPGDARQUBT""}"
HOLD:existing:potassium-citrate,K1:86R1NVR0HW,R2-SAME-STRUCTURE-DIFFERENT-UNII,keep_separate,"{""a"":""Potassium Citrate"",""b"":""POTASSIUM CITRATE ANHYDROUS"",""inchikey"":""QEEAPRPFLLJWCF-UHFFFAOYSA-K"",""origin"":""suspected-structural:QEEAPRPFLLJWCF"",""unii_a"":""EE90ONI6FF"",""unii_b"":""86R1NVR0HW""}"
K1:RW7PN4BLDJ,K2:TVZCRIROJQEVOT-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Levcromakalim"",""b"":""Cromakalim"",""inchikey_a"":""TVZCRIROJQEVOT-CABCVRRESA-N"",""inchikey_b"":""TVZCRIROJQEVOT-UHFFFAOYSA-N"",""note"":""Levcromakalim carries defined stereochemistry; Cromakalim is recorded without it."",""origin"":""suspected-structural:TVZCRIROJQEVOT"",""relation"":""stereoisomer_of"",""skeleton"":""TVZCRIROJQEVOT""}"
K1:5Y1141YI4U,K2:IMYZQPCYWPFTAG-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Dexmecamylamine"",""b"":""Mecamylamine"",""inchikey_a"":""IMYZQPCYWPFTAG-NGZCFLSTSA-N"",""inchikey_b"":""IMYZQPCYWPFTAG-UHFFFAOYSA-N"",""note"":""Dexmecamylamine carries defined stereochemistry; Mecamylamine is recorded without it."",""origin"":""suspected-structural:IMYZQPCYWPFTAG"",""relation"":""stereoisomer_of"",""skeleton"":""IMYZQPCYWPFTAG""}"
K1:EUT3557RT5,K2:SGEIEGAXKLMUIZ-XUVDNFPMSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Arimoclomol"",""b"":""Arimoclomol"",""inchikey_a"":""SGEIEGAXKLMUIZ-CYBMUJFWSA-N"",""inchikey_b"":""SGEIEGAXKLMUIZ-XUVDNFPMSA-N"",""note"":""Arimoclomol (UNII EUT3557RT5) is a diastereomer of Arimoclomol (UNII EUT3557RT5)."",""origin"":""suspected-structural:SGEIEGAXKLMUIZ"",""relation"":""stereoisomer_of"",""skeleton"":""SGEIEGAXKLMUIZ""}"
HOLD:existing:arimoclomol,K1:EUT3557RT5,R1-IDENTICAL-UNII,merge,"{""a"":""Arimoclomol"",""b"":""Arimoclomol"",""origin"":""suspected-structural:SGEIEGAXKLMUIZ"",""survivor"":""K1:EUT3557RT5"",""unii"":""EUT3557RT5"",""unii_source_a"":""page-field"",""unii_source_b"":""page-key""}"
K1:ZI74VYB8VZ,K2:FOGRQMPFHUHIGU-PXBUCIJWSA-N,R3-SAME-SKELETON,form_of,"{""a"":""3'-URIDINEMONOPHOSPHATE"",""b"":""CHEMBL460901"",""inchikey_a"":""FOGRQMPFHUHIGU-XVFCMESISA-N"",""inchikey_b"":""FOGRQMPFHUHIGU-PXBUCIJWSA-N"",""note"":""CHEMBL460901 is a diastereomer of 3'-URIDINEMONOPHOSPHATE."",""origin"":""suspected-structural:FOGRQMPFHUHIGU"",""relation"":""stereoisomer_of"",""skeleton"":""FOGRQMPFHUHIGU""}"
K1:T9281L29MV,K2:SBVBJPHMDABKJV-NNSPVXBOSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Secoisolariciresinol-Diglucoside"",""b"":""(+)-SECOISOLARICIRESINOLDIGLUCOSIDE"",""inchikey_a"":""SBVBJPHMDABKJV-PGCJWIIOSA-N"",""inchikey_b"":""SBVBJPHMDABKJV-NNSPVXBOSA-N"",""note"":""(+)-SECOISOLARICIRESINOLDIGLUCOSIDE is a diastereomer of Secoisolariciresinol-Diglucoside."",""origin"":""suspected-structural:SBVBJPHMDABKJV"",""relation"":""stereoisomer_of"",""skeleton"":""SBVBJPHMDABKJV""}"
K1:OSZ0E9DGOJ,K2:LWUDDYHYYNNIQI-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Bretazenil"",""b"":""Ro-166028"",""inchikey_a"":""LWUDDYHYYNNIQI-ZDUSSCGKSA-N"",""inchikey_b"":""LWUDDYHYYNNIQI-UHFFFAOYSA-N"",""note"":""Bretazenil carries defined stereochemistry; Ro-166028 is recorded without it."",""origin"":""suspected-structural:LWUDDYHYYNNIQI"",""relation"":""stereoisomer_of"",""skeleton"":""LWUDDYHYYNNIQI""}"
K1:7560511IZ6,K2:GBLRQXKSCRCLBZ-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Doxacurium"",""b"":""Doxacurium chloride"",""inchikey_a"":""GBLRQXKSCRCLBZ-YVQAASCFSA-N"",""inchikey_b"":""GBLRQXKSCRCLBZ-UHFFFAOYSA-N"",""note"":""Doxacurium carries defined stereochemistry; Doxacurium chloride is recorded without it."",""origin"":""suspected-structural:GBLRQXKSCRCLBZ"",""relation"":""stereoisomer_of"",""skeleton"":""GBLRQXKSCRCLBZ""}"
K1:797K01YF1M,K2:OVTCHWSLKGENKP-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Disufenton"",""b"":""Disufenton sodium"",""inchikey_a"":""OVTCHWSLKGENKP-GHXNOFRVSA-N"",""inchikey_b"":""OVTCHWSLKGENKP-UHFFFAOYSA-N"",""note"":""Disufenton carries defined stereochemistry; Disufenton sodium is recorded without it."",""origin"":""suspected-structural:OVTCHWSLKGENKP"",""relation"":""stereoisomer_of"",""skeleton"":""OVTCHWSLKGENKP""}"
K1:MJF4JAT10B,K1:R4B6462NGR,R3-SAME-SKELETON,form_of,"{""a"":"".ALPHA.-LACTOSE"",""b"":"".BETA.-MALTOSE"",""inchikey_a"":""GUBGYTABKSRVRQ-XLOQQCSPSA-N"",""inchikey_b"":""GUBGYTABKSRVRQ-QUYVBRFLSA-N"",""note"":"".BETA.-MALTOSE is a diastereomer of .ALPHA.-LACTOSE."",""origin"":""suspected-structural:GUBGYTABKSRVRQ"",""relation"":""stereoisomer_of"",""skeleton"":""GUBGYTABKSRVRQ""}"
K1:MJF4JAT10B,K2:GUBGYTABKSRVRQ-QKKXKWKRSA-N,R3-SAME-SKELETON,form_of,"{""a"":"".ALPHA.-LACTOSE"",""b"":""CHEMBL1159651"",""inchikey_a"":""GUBGYTABKSRVRQ-XLOQQCSPSA-N"",""inchikey_b"":""GUBGYTABKSRVRQ-QKKXKWKRSA-N"",""note"":""CHEMBL1159651 and .ALPHA.-LACTOSE share the connectivity skeleton GUBGYTABKSRVRQ and differ in the recorded stereochemistry."",""origin"":""suspected-structural:GUBGYTABKSRVRQ"",""relation"":""stereoisomer_of"",""skeleton"":""GUBGYTABKSRVRQ""}"
K1:8I5L034D55,K2:CFMRIVODIXTERW-BHIFYINESA-N,R3-SAME-SKELETON,form_of,"{""a"":""Onternabez"",""b"":""ONTERNABEZ"",""inchikey_a"":""CFMRIVODIXTERW-BDTNDASRSA-N"",""inchikey_b"":""CFMRIVODIXTERW-BHIFYINESA-N"",""note"":""ONTERNABEZ (structure CFMRIVODIXTERW-BHIFYINESA-N) is the enantiomer of Onternabez (UNII 8I5L034D55)."",""origin"":""suspected-structural:CFMRIVODIXTERW"",""relation"":""stereoisomer_of"",""skeleton"":""CFMRIVODIXTERW""}"
K1:43ZWB253H4,K2:MSTNYGQPCMXVAQ-NEPJUHHUSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Tetrahydrofolic Acid"",""b"":""TETRAHYDROFOLATE"",""inchikey_a"":""MSTNYGQPCMXVAQ-KIYNQFGBSA-N"",""inchikey_b"":""MSTNYGQPCMXVAQ-NEPJUHHUSA-N"",""note"":""TETRAHYDROFOLATE and Tetrahydrofolic Acid share the connectivity skeleton MSTNYGQPCMXVAQ and differ in the recorded stereochemistry."",""origin"":""suspected-structural:MSTNYGQPCMXVAQ"",""relation"":""stereoisomer_of"",""skeleton"":""MSTNYGQPCMXVAQ""}"
K1:4S5V4TPN49,K2:HUYWAWARQUIQLE-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""ISOETHARINE, (1S,2R)-"",""b"":""Isoetarine"",""inchikey_a"":""HUYWAWARQUIQLE-MFKMUULPSA-N"",""inchikey_b"":""HUYWAWARQUIQLE-UHFFFAOYSA-N"",""note"":""ISOETHARINE, (1S,2R)- carries defined stereochemistry; Isoetarine is recorded without it."",""origin"":""suspected-structural:HUYWAWARQUIQLE"",""relation"":""stereoisomer_of"",""skeleton"":""HUYWAWARQUIQLE""}"
K1:W72I5ZT78Z,K2:JAPHQRWPEGVNBT-IJLUTSLNSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Loracarbef Anhydrous"",""b"":""CHEMBL3545874"",""inchikey_a"":""JAPHQRWPEGVNBT-UTUOFQBUSA-N"",""inchikey_b"":""JAPHQRWPEGVNBT-IJLUTSLNSA-N"",""note"":""CHEMBL3545874 is a diastereomer of Loracarbef Anhydrous."",""origin"":""suspected-structural:JAPHQRWPEGVNBT"",""relation"":""stereoisomer_of"",""skeleton"":""JAPHQRWPEGVNBT""}"
K1:A2G9VU2P2J,K2:VOKSWYLNZZRQPF-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Pentazocine"",""b"":""Pentazocine"",""inchikey_a"":""VOKSWYLNZZRQPF-CCKFTAQKSA-N"",""inchikey_b"":""VOKSWYLNZZRQPF-UHFFFAOYSA-N"",""note"":""Pentazocine (UNII A2G9VU2P2J) carries defined stereochemistry; Pentazocine (UNII A2G9VU2P2J) is recorded without it."",""origin"":""suspected-structural:VOKSWYLNZZRQPF"",""relation"":""stereoisomer_of"",""skeleton"":""VOKSWYLNZZRQPF""}"
K1:Q3DQ78KOFY,K2:CSOMAHTTWTVBFL-RRSCQWGLSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Platensimycin"",""b"":""PLATENSIMYCIN"",""inchikey_a"":""CSOMAHTTWTVBFL-OFBLZTNGSA-N"",""inchikey_b"":""CSOMAHTTWTVBFL-RRSCQWGLSA-N"",""note"":""PLATENSIMYCIN (structure CSOMAHTTWTVBFL-RRSCQWGLSA-N) and Platensimycin (UNII Q3DQ78KOFY) share the connectivity skeleton CSOMAHTTWTVBFL and differ in the recorded stereochemistry."",""origin"":""suspected-structural:CSOMAHTTWTVBFL"",""relation"":""stereoisomer_of"",""skeleton"":""CSOMAHTTWTVBFL""}"
K1:40D3SCR4GZ,K2:RMRJXGBAOAMLHD-CTAPUXPBSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Buprenorphine"",""b"":""Buprenorphine"",""inchikey_a"":""RMRJXGBAOAMLHD-IHFGGWKQSA-N"",""inchikey_b"":""RMRJXGBAOAMLHD-CTAPUXPBSA-N"",""note"":""Buprenorphine (UNII 56W8MW3EN1) is a diastereomer of Buprenorphine (UNII 40D3SCR4GZ)."",""origin"":""suspected-structural:RMRJXGBAOAMLHD"",""relation"":""stereoisomer_of"",""skeleton"":""RMRJXGBAOAMLHD""}"
K1:862SGU1BRL,K2:AOMZDQMIOCTPQP-CFSTZTOESA-N,R3-SAME-SKELETON,form_of,"{""a"":""L 756423"",""b"":""CHEMBL151663"",""inchikey_a"":""AOMZDQMIOCTPQP-QHQMVRJISA-N"",""inchikey_b"":""AOMZDQMIOCTPQP-CFSTZTOESA-N"",""note"":""CHEMBL151663 and L 756423 share the connectivity skeleton AOMZDQMIOCTPQP and differ in the recorded stereochemistry."",""origin"":""suspected-structural:AOMZDQMIOCTPQP"",""relation"":""stereoisomer_of"",""skeleton"":""AOMZDQMIOCTPQP""}"
K1:F96TTB8728,K2:ODQWQRRAPPTVAG-UHFFFAOYSA-N,R3-SAME-SKELETON,form_of,"{""a"":""Cidoxepin"",""b"":""Doxepin"",""inchikey_a"":""ODQWQRRAPPTVAG-BOPFTXTBSA-N"",""inchikey_b"":""ODQWQRRAPPTVAG-UHFFFAOYSA-N"",""note"":""Cidoxepin carries defined stereochemistry; Doxepin is recorded without it."",""origin"":""suspected-structural:ODQWQRRAPPTVAG"",""relation"":""stereoisomer_of"",""skeleton"":""ODQWQRRAPPTVAG""}"
