page_a,page_b,width,jaccard,indexable_a,indexable_b
brevibacillus,sicklepod,390,0.9913,false,false
brevibacillus,siler,390,0.9913,false,false
brevibacillus,terminalia,390,0.9913,false,false
brevibacillus,yam,390,0.9913,false,false
crustaceans,daylily,390,0.9913,false,false
crustaceans,dragonhead,390,0.9913,false,false
crustaceans,flavanones,390,0.9913,false,false
crustaceans,goldthread,390,0.9913,false,false
crustaceans,graviola,390,0.9913,false,false
crustaceans,jicama,390,0.9913,false,false
crustaceans,lithothamnion,390,0.9913,false,false
crustaceans,ovary,390,0.9913,false,false
crustaceans,oxidase,390,0.9913,false,false
crustaceans,pluchea,390,0.9913,false,false
crustaceans,prunus,390,0.9913,false,false
crustaceans,psammosilene,390,0.9913,false,false
crustaceans,pussywillow,390,0.9913,false,false
crustaceans,shiitake,390,0.9913,false,false
crustaceans,sicklepod,390,0.9913,false,false
crustaceans,siler,390,0.9913,false,false
crustaceans,terminalia,390,0.9913,false,false
crustaceans,yam,390,0.9913,false,false
daylily,dragonhead,390,0.9913,false,false
daylily,flavanones,390,0.9913,false,false
daylily,goldthread,390,0.9913,false,false
daylily,graviola,390,0.9913,false,false
daylily,jicama,390,0.9913,false,false
daylily,lithothamnion,390,0.9913,false,false
daylily,ovary,390,0.9913,false,false
daylily,oxidase,390,0.9913,false,false
daylily,pluchea,390,0.9913,false,false
daylily,prunus,390,0.9913,false,false
daylily,psammosilene,390,0.9913,false,false
daylily,pussywillow,390,0.9913,false,false
daylily,shiitake,390,0.9913,false,false
daylily,sicklepod,390,0.9913,false,false
daylily,siler,390,0.9913,false,false
daylily,terminalia,390,0.9913,false,false
daylily,yam,390,0.9913,false,false
dragonhead,flavanones,390,0.9913,false,false
dragonhead,goldthread,390,0.9913,false,false
dragonhead,graviola,390,0.9913,false,false
dragonhead,jicama,390,0.9913,false,false
dragonhead,lithothamnion,390,0.9913,false,false
dragonhead,ovary,390,0.9913,false,false
dragonhead,oxidase,390,0.9913,false,false
dragonhead,pluchea,390,0.9913,false,false
dragonhead,prunus,390,0.9913,false,false
dragonhead,psammosilene,390,0.9913,false,false
dragonhead,pussywillow,390,0.9913,false,false
dragonhead,shiitake,390,0.9913,false,false
dragonhead,sicklepod,390,0.9913,false,false
dragonhead,siler,390,0.9913,false,false
dragonhead,terminalia,390,0.9913,false,false
dragonhead,yam,390,0.9913,false,false
flavanones,goldthread,390,0.9913,false,false
flavanones,graviola,390,0.9913,false,false
flavanones,jicama,390,0.9913,false,false
flavanones,lithothamnion,390,0.9913,false,false
flavanones,ovary,390,0.9913,false,false
flavanones,oxidase,390,0.9913,false,false
flavanones,pluchea,390,0.9913,false,false
flavanones,prunus,390,0.9913,false,false
flavanones,psammosilene,390,0.9913,false,false
flavanones,pussywillow,390,0.9913,false,false
flavanones,shiitake,390,0.9913,false,false
flavanones,sicklepod,390,0.9913,false,false
flavanones,siler,390,0.9913,false,false
flavanones,terminalia,390,0.9913,false,false
flavanones,yam,390,0.9913,false,false
fragrant-angelica,korean-angelica,390,0.9913,false,false
goldthread,graviola,390,0.9913,false,false
goldthread,jicama,390,0.9913,false,false
goldthread,lithothamnion,390,0.9913,false,false
goldthread,ovary,390,0.9913,false,false
goldthread,oxidase,390,0.9913,false,false
goldthread,pluchea,390,0.9913,false,false
goldthread,prunus,390,0.9913,false,false
goldthread,psammosilene,390,0.9913,false,false
goldthread,pussywillow,390,0.9913,false,false
goldthread,shiitake,390,0.9913,false,false
goldthread,sicklepod,390,0.9913,false,false
goldthread,siler,390,0.9913,false,false
goldthread,terminalia,390,0.9913,false,false
goldthread,yam,390,0.9913,false,false
graviola,jicama,390,0.9913,false,false
graviola,lithothamnion,390,0.9913,false,false
graviola,ovary,390,0.9913,false,false
graviola,oxidase,390,0.9913,false,false
graviola,pluchea,390,0.9913,false,false
graviola,prunus,390,0.9913,false,false
graviola,psammosilene,390,0.9913,false,false
graviola,pussywillow,390,0.9913,false,false
graviola,shiitake,390,0.9913,false,false
graviola,sicklepod,390,0.9913,false,false
graviola,siler,390,0.9913,false,false
graviola,terminalia,390,0.9913,false,false
graviola,yam,390,0.9913,false,false
jicama,lithothamnion,390,0.9913,false,false
jicama,ovary,390,0.9913,false,false
jicama,oxidase,390,0.9913,false,false
jicama,pluchea,390,0.9913,false,false
jicama,prunus,390,0.9913,false,false
jicama,psammosilene,390,0.9913,false,false
jicama,pussywillow,390,0.9913,false,false
jicama,shiitake,390,0.9913,false,false
jicama,sicklepod,390,0.9913,false,false
jicama,siler,390,0.9913,false,false
jicama,terminalia,390,0.9913,false,false
jicama,yam,390,0.9913,false,false
lithothamnion,ovary,390,0.9913,false,false
lithothamnion,oxidase,390,0.9913,false,false
lithothamnion,pluchea,390,0.9913,false,false
lithothamnion,prunus,390,0.9913,false,false
lithothamnion,psammosilene,390,0.9913,false,false
lithothamnion,pussywillow,390,0.9913,false,false
lithothamnion,shiitake,390,0.9913,false,false
lithothamnion,sicklepod,390,0.9913,false,false
lithothamnion,siler,390,0.9913,false,false
lithothamnion,terminalia,390,0.9913,false,false
lithothamnion,yam,390,0.9913,false,false
ovary,oxidase,390,0.9913,false,false
ovary,pluchea,390,0.9913,false,false
ovary,prunus,390,0.9913,false,false
ovary,psammosilene,390,0.9913,false,false
ovary,pussywillow,390,0.9913,false,false
ovary,shiitake,390,0.9913,false,false
ovary,sicklepod,390,0.9913,false,false
ovary,siler,390,0.9913,false,false
ovary,terminalia,390,0.9913,false,false
ovary,yam,390,0.9913,false,false
oxidase,pluchea,390,0.9913,false,false
oxidase,prunus,390,0.9913,false,false
oxidase,psammosilene,390,0.9913,false,false
oxidase,pussywillow,390,0.9913,false,false
oxidase,shiitake,390,0.9913,false,false
oxidase,sicklepod,390,0.9913,false,false
oxidase,siler,390,0.9913,false,false
oxidase,terminalia,390,0.9913,false,false
oxidase,yam,390,0.9913,false,false
pluchea,prunus,390,0.9913,false,false
pluchea,psammosilene,390,0.9913,false,false
pluchea,pussywillow,390,0.9913,false,false
pluchea,shiitake,390,0.9913,false,false
pluchea,sicklepod,390,0.9913,false,false
pluchea,siler,390,0.9913,false,false
pluchea,terminalia,390,0.9913,false,false
pluchea,yam,390,0.9913,false,false
prunus,psammosilene,390,0.9913,false,false
prunus,pussywillow,390,0.9913,false,false
prunus,shiitake,390,0.9913,false,false
prunus,sicklepod,390,0.9913,false,false
prunus,siler,390,0.9913,false,false
prunus,terminalia,390,0.9913,false,false
prunus,yam,390,0.9913,false,false
psammosilene,pussywillow,390,0.9913,false,false
psammosilene,shiitake,390,0.9913,false,false
psammosilene,sicklepod,390,0.9913,false,false
psammosilene,siler,390,0.9913,false,false
psammosilene,terminalia,390,0.9913,false,false
psammosilene,yam,390,0.9913,false,false
pussywillow,shiitake,390,0.9913,false,false
pussywillow,sicklepod,390,0.9913,false,false
pussywillow,siler,390,0.9913,false,false
pussywillow,terminalia,390,0.9913,false,false
pussywillow,yam,390,0.9913,false,false
shiitake,sicklepod,390,0.9913,false,false
shiitake,siler,390,0.9913,false,false
shiitake,terminalia,390,0.9913,false,false
shiitake,yam,390,0.9913,false,false
sicklepod,siler,390,0.9913,false,false
sicklepod,terminalia,390,0.9913,false,false
sicklepod,yam,390,0.9913,false,false
siler,terminalia,390,0.9913,false,false
siler,yam,390,0.9913,false,false
terminalia,yam,390,0.9913,false,false
acacia-fiber,actinidin,390,0.987,false,false
acacia-fiber,adrue,390,0.987,false,false
acacia-fiber,ampelopsis,390,0.987,false,false
acacia-fiber,brevibacillus,390,0.987,false,false
acacia-fiber,crustaceans,390,0.987,false,false
acacia-fiber,daylily,390,0.987,false,false
acacia-fiber,dragonhead,390,0.987,false,false
acacia-fiber,flavanones,390,0.987,false,false
acacia-fiber,goldthread,390,0.987,false,false
acacia-fiber,graviola,390,0.987,false,false
acacia-fiber,jicama,390,0.987,false,false
acacia-fiber,lithothamnion,390,0.987,false,false
acacia-fiber,ovary,390,0.987,false,false
acacia-fiber,oxidase,390,0.987,false,false
acacia-fiber,pluchea,390,0.987,false,false
acacia-fiber,prunus,390,0.987,false,false
acacia-fiber,psammosilene,390,0.987,false,false
acacia-fiber,pussywillow,390,0.987,false,false
acacia-fiber,shiitake,390,0.987,false,false
acacia-fiber,sicklepod,390,0.987,false,false
acacia-fiber,siler,390,0.987,false,false
acacia-fiber,terminalia,390,0.987,false,false
acacia-fiber,yam,390,0.987,false,false
actinidin,ardisia-gigantifolia,390,0.987,false,false
actinidin,blue-vervain,390,0.987,false,false
actinidin,brevibacillus-laterosporus,390,0.987,false,false
actinidin,cabbage-palm,390,0.987,false,false
actinidin,chekiang-fritillary,390,0.987,false,false
actinidin,cinnamomum-tamala,390,0.987,false,false
actinidin,fragrant-angelica,390,0.987,false,false
actinidin,helicteres-isora,390,0.987,false,false
actinidin,japanese-persimmon,390,0.987,false,false
actinidin,korean-angelica,390,0.987,false,false
actinidin,lactobacillus-delbrueckii,390,0.987,false,false
actinidin,leuconostoc-lactis,390,0.987,false,false
actinidin,mexican-oregano,390,0.987,false,false
actinidin,paenibacillus-polymyxa,390,0.987,false,false
actinidin,pedra-hume,390,0.987,false,false
actinidin,proteose-peptone,390,0.987,false,false
actinidin,red-soapwort,390,0.987,false,false
actinidin,rosy-conk,390,0.987,false,false
actinidin,siberian-cocklebur,390,0.987,false,false
actinidin,spleen-extract,390,0.987,false,false
actinidin,tartarian-aster,390,0.987,false,false
actinidin,thuja-plicata,390,0.987,false,false
actinidin,uraria-picta,390,0.987,false,false
actinidin,white-pear,390,0.987,false,false
actinidin,white-peony,390,0.987,false,false
adrue,ardisia-gigantifolia,390,0.987,false,false
adrue,blue-vervain,390,0.987,false,false
adrue,brevibacillus-laterosporus,390,0.987,false,false
adrue,cabbage-palm,390,0.987,false,false
adrue,chekiang-fritillary,390,0.987,false,false
adrue,cinnamomum-tamala,390,0.987,false,false
adrue,fragrant-angelica,390,0.987,false,false
adrue,helicteres-isora,390,0.987,false,false
adrue,japanese-persimmon,390,0.987,false,false
adrue,korean-angelica,390,0.987,false,false
adrue,lactobacillus-delbrueckii,390,0.987,false,false
adrue,leuconostoc-lactis,390,0.987,false,false
adrue,mexican-oregano,390,0.987,false,false
adrue,paenibacillus-polymyxa,390,0.987,false,false
adrue,pedra-hume,390,0.987,false,false
adrue,proteose-peptone,390,0.987,false,false
adrue,red-soapwort,390,0.987,false,false
adrue,rosy-conk,390,0.987,false,false
adrue,siberian-cocklebur,390,0.987,false,false
adrue,spleen-extract,390,0.987,false,false
adrue,tartarian-aster,390,0.987,false,false
adrue,thuja-plicata,390,0.987,false,false
adrue,uraria-picta,390,0.987,false,false
adrue,white-pear,390,0.987,false,false
adrue,white-peony,390,0.987,false,false
ampelopsis,ardisia-gigantifolia,390,0.987,false,false
ampelopsis,blue-vervain,390,0.987,false,false
ampelopsis,brevibacillus-laterosporus,390,0.987,false,false
ampelopsis,cabbage-palm,390,0.987,false,false
ampelopsis,chekiang-fritillary,390,0.987,false,false
ampelopsis,cinnamomum-tamala,390,0.987,false,false
ampelopsis,fragrant-angelica,390,0.987,false,false
ampelopsis,helicteres-isora,390,0.987,false,false
ampelopsis,japanese-persimmon,390,0.987,false,false
ampelopsis,korean-angelica,390,0.987,false,false
ampelopsis,lactobacillus-delbrueckii,390,0.987,false,false
ampelopsis,leuconostoc-lactis,390,0.987,false,false
ampelopsis,mexican-oregano,390,0.987,false,false
ampelopsis,paenibacillus-polymyxa,390,0.987,false,false
ampelopsis,pedra-hume,390,0.987,false,false
ampelopsis,proteose-peptone,390,0.987,false,false
ampelopsis,red-soapwort,390,0.987,false,false
ampelopsis,rosy-conk,390,0.987,false,false
ampelopsis,siberian-cocklebur,390,0.987,false,false
ampelopsis,spleen-extract,390,0.987,false,false
ampelopsis,tartarian-aster,390,0.987,false,false
ampelopsis,thuja-plicata,390,0.987,false,false
ampelopsis,uraria-picta,390,0.987,false,false
ampelopsis,white-pear,390,0.987,false,false
ampelopsis,white-peony,390,0.987,false,false
ardisia-gigantifolia,brevibacillus,390,0.987,false,false
ardisia-gigantifolia,crustaceans,390,0.987,false,false
ardisia-gigantifolia,daylily,390,0.987,false,false
ardisia-gigantifolia,dragonhead,390,0.987,false,false
ardisia-gigantifolia,flavanones,390,0.987,false,false
ardisia-gigantifolia,goldthread,390,0.987,false,false
ardisia-gigantifolia,graviola,390,0.987,false,false
ardisia-gigantifolia,jicama,390,0.987,false,false
ardisia-gigantifolia,lithothamnion,390,0.987,false,false
ardisia-gigantifolia,ovary,390,0.987,false,false
ardisia-gigantifolia,oxidase,390,0.987,false,false
ardisia-gigantifolia,pluchea,390,0.987,false,false
ardisia-gigantifolia,prunus,390,0.987,false,false
ardisia-gigantifolia,psammosilene,390,0.987,false,false
ardisia-gigantifolia,pussywillow,390,0.987,false,false
ardisia-gigantifolia,shiitake,390,0.987,false,false
ardisia-gigantifolia,sicklepod,390,0.987,false,false
ardisia-gigantifolia,siler,390,0.987,false,false
ardisia-gigantifolia,terminalia,390,0.987,false,false
ardisia-gigantifolia,yam,390,0.987,false,false
blue-vervain,brevibacillus,390,0.987,false,false
blue-vervain,crustaceans,390,0.987,false,false
blue-vervain,daylily,390,0.987,false,false
blue-vervain,dragonhead,390,0.987,false,false
blue-vervain,flavanones,390,0.987,false,false
blue-vervain,goldthread,390,0.987,false,false
blue-vervain,graviola,390,0.987,false,false
blue-vervain,jicama,390,0.987,false,false
blue-vervain,lithothamnion,390,0.987,false,false
blue-vervain,ovary,390,0.987,false,false
blue-vervain,oxidase,390,0.987,false,false
blue-vervain,pluchea,390,0.987,false,false
blue-vervain,prunus,390,0.987,false,false
blue-vervain,psammosilene,390,0.987,false,false
blue-vervain,pussywillow,390,0.987,false,false
blue-vervain,shiitake,390,0.987,false,false
blue-vervain,sicklepod,390,0.987,false,false
blue-vervain,siler,390,0.987,false,false
blue-vervain,terminalia,390,0.987,false,false
blue-vervain,yam,390,0.987,false,false
brevibacillus,brevibacillus-laterosporus,390,0.987,false,false
brevibacillus,cabbage-palm,390,0.987,false,false
brevibacillus,chekiang-fritillary,390,0.987,false,false
brevibacillus,cinnamomum-tamala,390,0.987,false,false
brevibacillus,fragrant-angelica,390,0.987,false,false
brevibacillus,helicteres-isora,390,0.987,false,false
brevibacillus,japanese-persimmon,390,0.987,false,false
brevibacillus,korean-angelica,390,0.987,false,false
brevibacillus,lactobacillus-delbrueckii,390,0.987,false,false
brevibacillus,leuconostoc-lactis,390,0.987,false,false
brevibacillus,mexican-oregano,390,0.987,false,false
brevibacillus,paenibacillus-polymyxa,390,0.987,false,false
brevibacillus,pedra-hume,390,0.987,false,false
brevibacillus,proteose-peptone,390,0.987,false,false
brevibacillus,red-soapwort,390,0.987,false,false
brevibacillus,rosy-conk,390,0.987,false,false
brevibacillus,siberian-cocklebur,390,0.987,false,false
brevibacillus,spleen-extract,390,0.987,false,false
brevibacillus,tartarian-aster,390,0.987,false,false
brevibacillus,thuja-plicata,390,0.987,false,false
brevibacillus,uraria-picta,390,0.987,false,false
brevibacillus,white-pear,390,0.987,false,false
brevibacillus,white-peony,390,0.987,false,false
brevibacillus-laterosporus,crustaceans,390,0.987,false,false
brevibacillus-laterosporus,daylily,390,0.987,false,false
brevibacillus-laterosporus,dragonhead,390,0.987,false,false
brevibacillus-laterosporus,flavanones,390,0.987,false,false
brevibacillus-laterosporus,goldthread,390,0.987,false,false
brevibacillus-laterosporus,graviola,390,0.987,false,false
brevibacillus-laterosporus,jicama,390,0.987,false,false
brevibacillus-laterosporus,lithothamnion,390,0.987,false,false
brevibacillus-laterosporus,ovary,390,0.987,false,false
brevibacillus-laterosporus,oxidase,390,0.987,false,false
brevibacillus-laterosporus,pluchea,390,0.987,false,false
brevibacillus-laterosporus,prunus,390,0.987,false,false
brevibacillus-laterosporus,psammosilene,390,0.987,false,false
brevibacillus-laterosporus,pussywillow,390,0.987,false,false
brevibacillus-laterosporus,shiitake,390,0.987,false,false
brevibacillus-laterosporus,sicklepod,390,0.987,false,false
brevibacillus-laterosporus,siler,390,0.987,false,false
brevibacillus-laterosporus,terminalia,390,0.987,false,false
brevibacillus-laterosporus,yam,390,0.987,false,false
cabbage-palm,crustaceans,390,0.987,false,false
cabbage-palm,daylily,390,0.987,false,false
cabbage-palm,dragonhead,390,0.987,false,false
cabbage-palm,flavanones,390,0.987,false,false
cabbage-palm,goldthread,390,0.987,false,false
cabbage-palm,graviola,390,0.987,false,false
cabbage-palm,jicama,390,0.987,false,false
cabbage-palm,lithothamnion,390,0.987,false,false
cabbage-palm,ovary,390,0.987,false,false
cabbage-palm,oxidase,390,0.987,false,false
cabbage-palm,pluchea,390,0.987,false,false
cabbage-palm,prunus,390,0.987,false,false
cabbage-palm,psammosilene,390,0.987,false,false
cabbage-palm,pussywillow,390,0.987,false,false
cabbage-palm,shiitake,390,0.987,false,false
cabbage-palm,sicklepod,390,0.987,false,false
cabbage-palm,siler,390,0.987,false,false
cabbage-palm,terminalia,390,0.987,false,false
cabbage-palm,yam,390,0.987,false,false
chekiang-fritillary,crustaceans,390,0.987,false,false
chekiang-fritillary,daylily,390,0.987,false,false
chekiang-fritillary,dragonhead,390,0.987,false,false
chekiang-fritillary,flavanones,390,0.987,false,false
chekiang-fritillary,goldthread,390,0.987,false,false
chekiang-fritillary,graviola,390,0.987,false,false
chekiang-fritillary,jicama,390,0.987,false,false
chekiang-fritillary,lithothamnion,390,0.987,false,false
chekiang-fritillary,ovary,390,0.987,false,false
chekiang-fritillary,oxidase,390,0.987,false,false
chekiang-fritillary,pluchea,390,0.987,false,false
chekiang-fritillary,prunus,390,0.987,false,false
chekiang-fritillary,psammosilene,390,0.987,false,false
chekiang-fritillary,pussywillow,390,0.987,false,false
chekiang-fritillary,shiitake,390,0.987,false,false
chekiang-fritillary,sicklepod,390,0.987,false,false
chekiang-fritillary,siler,390,0.987,false,false
chekiang-fritillary,terminalia,390,0.987,false,false
chekiang-fritillary,yam,390,0.987,false,false
cinnamomum-tamala,crustaceans,390,0.987,false,false
cinnamomum-tamala,daylily,390,0.987,false,false
cinnamomum-tamala,dragonhead,390,0.987,false,false
cinnamomum-tamala,flavanones,390,0.987,false,false
cinnamomum-tamala,goldthread,390,0.987,false,false
cinnamomum-tamala,graviola,390,0.987,false,false
cinnamomum-tamala,jicama,390,0.987,false,false
cinnamomum-tamala,lithothamnion,390,0.987,false,false
cinnamomum-tamala,ovary,390,0.987,false,false
cinnamomum-tamala,oxidase,390,0.987,false,false
cinnamomum-tamala,pluchea,390,0.987,false,false
cinnamomum-tamala,prunus,390,0.987,false,false
cinnamomum-tamala,psammosilene,390,0.987,false,false
cinnamomum-tamala,pussywillow,390,0.987,false,false
cinnamomum-tamala,shiitake,390,0.987,false,false
cinnamomum-tamala,sicklepod,390,0.987,false,false
cinnamomum-tamala,siler,390,0.987,false,false
cinnamomum-tamala,terminalia,390,0.987,false,false
cinnamomum-tamala,yam,390,0.987,false,false
crustaceans,fragrant-angelica,390,0.987,false,false
crustaceans,helicteres-isora,390,0.987,false,false
crustaceans,japanese-persimmon,390,0.987,false,false
crustaceans,korean-angelica,390,0.987,false,false
crustaceans,lactobacillus-delbrueckii,390,0.987,false,false
crustaceans,leuconostoc-lactis,390,0.987,false,false
crustaceans,mexican-oregano,390,0.987,false,false
crustaceans,paenibacillus-polymyxa,390,0.987,false,false
crustaceans,pedra-hume,390,0.987,false,false
crustaceans,proteose-peptone,390,0.987,false,false
crustaceans,red-soapwort,390,0.987,false,false
crustaceans,rosy-conk,390,0.987,false,false
crustaceans,siberian-cocklebur,390,0.987,false,false
crustaceans,spleen-extract,390,0.987,false,false
crustaceans,tartarian-aster,390,0.987,false,false
crustaceans,thuja-plicata,390,0.987,false,false
crustaceans,uraria-picta,390,0.987,false,false
crustaceans,white-pear,390,0.987,false,false
crustaceans,white-peony,390,0.987,false,false
daylily,fragrant-angelica,390,0.987,false,false
daylily,helicteres-isora,390,0.987,false,false
daylily,japanese-persimmon,390,0.987,false,false
daylily,korean-angelica,390,0.987,false,false
daylily,lactobacillus-delbrueckii,390,0.987,false,false
daylily,leuconostoc-lactis,390,0.987,false,false
daylily,mexican-oregano,390,0.987,false,false
daylily,paenibacillus-polymyxa,390,0.987,false,false
daylily,pedra-hume,390,0.987,false,false
daylily,proteose-peptone,390,0.987,false,false
daylily,red-soapwort,390,0.987,false,false
daylily,rosy-conk,390,0.987,false,false
daylily,siberian-cocklebur,390,0.987,false,false
daylily,spleen-extract,390,0.987,false,false
daylily,tartarian-aster,390,0.987,false,false
daylily,thuja-plicata,390,0.987,false,false
daylily,uraria-picta,390,0.987,false,false
daylily,white-pear,390,0.987,false,false
daylily,white-peony,390,0.987,false,false
dragonhead,fragrant-angelica,390,0.987,false,false
dragonhead,helicteres-isora,390,0.987,false,false
dragonhead,japanese-persimmon,390,0.987,false,false
dragonhead,korean-angelica,390,0.987,false,false
dragonhead,lactobacillus-delbrueckii,390,0.987,false,false
dragonhead,leuconostoc-lactis,390,0.987,false,false
dragonhead,mexican-oregano,390,0.987,false,false
dragonhead,paenibacillus-polymyxa,390,0.987,false,false
dragonhead,pedra-hume,390,0.987,false,false
dragonhead,proteose-peptone,390,0.987,false,false
dragonhead,red-soapwort,390,0.987,false,false
dragonhead,rosy-conk,390,0.987,false,false
dragonhead,siberian-cocklebur,390,0.987,false,false
dragonhead,spleen-extract,390,0.987,false,false
dragonhead,tartarian-aster,390,0.987,false,false
dragonhead,thuja-plicata,390,0.987,false,false
dragonhead,uraria-picta,390,0.987,false,false
dragonhead,white-pear,390,0.987,false,false
dragonhead,white-peony,390,0.987,false,false
flavanones,fragrant-angelica,390,0.987,false,false
flavanones,helicteres-isora,390,0.987,false,false
flavanones,japanese-persimmon,390,0.987,false,false
flavanones,korean-angelica,390,0.987,false,false
flavanones,lactobacillus-delbrueckii,390,0.987,false,false
flavanones,leuconostoc-lactis,390,0.987,false,false
flavanones,mexican-oregano,390,0.987,false,false
flavanones,paenibacillus-polymyxa,390,0.987,false,false
flavanones,pedra-hume,390,0.987,false,false
flavanones,proteose-peptone,390,0.987,false,false
flavanones,red-soapwort,390,0.987,false,false
flavanones,rosy-conk,390,0.987,false,false
flavanones,siberian-cocklebur,390,0.987,false,false
flavanones,spleen-extract,390,0.987,false,false
flavanones,tartarian-aster,390,0.987,false,false
flavanones,thuja-plicata,390,0.987,false,false
flavanones,uraria-picta,390,0.987,false,false
flavanones,white-pear,390,0.987,false,false
flavanones,white-peony,390,0.987,false,false
fragrant-angelica,goldthread,390,0.987,false,false
fragrant-angelica,graviola,390,0.987,false,false
fragrant-angelica,jicama,390,0.987,false,false
fragrant-angelica,lithothamnion,390,0.987,false,false
fragrant-angelica,ovary,390,0.987,false,false
fragrant-angelica,oxidase,390,0.987,false,false
fragrant-angelica,pluchea,390,0.987,false,false
fragrant-angelica,prunus,390,0.987,false,false
fragrant-angelica,psammosilene,390,0.987,false,false
fragrant-angelica,pussywillow,390,0.987,false,false
fragrant-angelica,shiitake,390,0.987,false,false
fragrant-angelica,sicklepod,390,0.987,false,false
fragrant-angelica,siler,390,0.987,false,false
fragrant-angelica,terminalia,390,0.987,false,false
fragrant-angelica,yam,390,0.987,false,false
goldthread,helicteres-isora,390,0.987,false,false
goldthread,japanese-persimmon,390,0.987,false,false
goldthread,korean-angelica,390,0.987,false,false
goldthread,lactobacillus-delbrueckii,390,0.987,false,false
goldthread,leuconostoc-lactis,390,0.987,false,false
goldthread,mexican-oregano,390,0.987,false,false
goldthread,paenibacillus-polymyxa,390,0.987,false,false
goldthread,pedra-hume,390,0.987,false,false
goldthread,proteose-peptone,390,0.987,false,false
goldthread,red-soapwort,390,0.987,false,false
goldthread,rosy-conk,390,0.987,false,false
goldthread,siberian-cocklebur,390,0.987,false,false
goldthread,spleen-extract,390,0.987,false,false
goldthread,tartarian-aster,390,0.987,false,false
goldthread,thuja-plicata,390,0.987,false,false
goldthread,uraria-picta,390,0.987,false,false
goldthread,white-pear,390,0.987,false,false
goldthread,white-peony,390,0.987,false,false
graviola,helicteres-isora,390,0.987,false,false
graviola,japanese-persimmon,390,0.987,false,false
graviola,korean-angelica,390,0.987,false,false
graviola,lactobacillus-delbrueckii,390,0.987,false,false
graviola,leuconostoc-lactis,390,0.987,false,false
graviola,mexican-oregano,390,0.987,false,false
graviola,paenibacillus-polymyxa,390,0.987,false,false
