key,tier,displayName,has_unii,has_inchikey,is_combination
K1:5928LJ1441,3,Populus Deltoides Subsp. Monilifera Pollen,True,False,False
K1:5964J742O8,3,Geotrichum Candidum,True,False,False
K1:5965120SH1,2,Minoxidil,True,True,False
K1:59677RXH25,2,Equisetum Hyemale,True,False,False
K1:59784ZX4GD,3,BAY-1082439,True,True,False
K1:597E9BI3Z3,2,Arctium Lappa Root,True,False,False
K1:597LBL467J,3,Formosan Sweet-Gum,True,False,False
K1:597RLJ09RG,3,Sus Scrofa Bone,True,False,False
K1:599O6K8K81,3,Abelmoschus Moschatus Flower,True,False,False
K1:59CH355QGQ,3,Centaurea Solstitialis Whole,True,False,False
K1:59H16CDI5E,3,Phyllolobium Chinense Seed,True,False,False
K1:59HAW3EQ4C,3,Belrestotug,True,False,False
K1:59UA429E5G,2,Galsulfase,True,False,False
K1:59WJ3TGA5K,3,Rilimogene galvacirepvec,True,False,False
K1:5A3Y60049Z,2,Felis Catus Milk,True,False,False
K1:5A9KE2L9L3,1,Orange Juice,True,False,False
K1:5AN5LR8L3F,3,Artemisia Frigida Pollen,True,False,False
K1:5AZ4S6N66F,3,Melaleuca Alternifolia Flowering Top,True,False,False
K1:5AZZ2GHR69,3,Sus Scrofa Parasympathetic Nerve,True,False,False
K1:5BFC8LZ6LQ,3,Hepatitis A Virus Strain HM175 Antigen (FORMALDEHYDE INACTIVATED),True,False,False
K1:5BGG872373,3,Carya Laciniosa Pollen,True,False,False
K1:5BIA40E9ED,3,Lemongrass Oil,True,False,False
K1:5C17WK0B3J,3,Plauracin,True,False,False
K1:5C5403N26O,2,Acacia,True,False,False
K1:5C69YCD2YJ,3,CARRAGEENAN,True,False,False
K1:5C7J33MJJ1,1,Streptococcus Mutans,True,False,False
K1:5CIT1X6U5V,3,Melon,True,False,False
K1:5CRY01URYQ,3,Oleclumab,True,False,False
K1:5CXP06X16D,3,Camellia Japonica Flower Oil,True,False,False
K1:5D48E975HA,2,Prunus Serotina Bark,True,False,False
K1:5D6PWO0333,3,Solanezumab,True,False,False
K1:5E5W122QCR,3,Polisaponin,True,False,False
K1:5EF0HWI5WU,2,Baptisia Tinctoria Root,True,False,False
K1:5EM498GW35,3,Fragrance 13576,True,False,False
K1:5ENR9SAN1W,2,Ilex Aquifolium Flowering Top,True,False,False
K1:5ENX424FNF,3,Plamotamab,True,False,False
K1:5ERQ90UTGC,3,Ehrlichia Chaffeensis,True,False,False
K1:5EVU04N5QU,2,Orange,True,False,False
K1:5F1CN52GFM,3,Elgemtumab,True,False,False
K1:5F5728J5E8,3,Plantago Asiatica Whole,True,False,False
K1:5F658PFU56,2,Hyacinthoides Non-Scripta,True,False,False
K1:5FJL6W0640,3,Cabiralizumab,True,False,False
K1:5G537B4BTJ,3,Nexiguran,True,False,False
K1:5G6HL9K2G4,3,Zifcasiran,True,False,False
K1:5G7820U646,2,Leptinotarsa Decemlineata,True,False,False
K1:5G78C6GB5E,3,Ailanthus Altissima Whole,True,False,False
K1:5GCF8EPY6R,3,Idursulfase beta,True,False,False
K1:5GK14JY4JE,3,Brenetafusp,True,False,False
K1:5GP3N2YX96,3,Lasmecabtagene timgedleucel,True,False,False
K1:5H7PB76DFY,3,HEMOPEXIN (HUMAN),True,False,False
K1:5HBV6WCE3N,2,Thuja Occidentalis Whole,True,False,False
K1:5HOC10FSIC,2,Beef Kidney,True,False,False
K1:5HW39H9KDH,2,Betula Pendula Leaf,True,False,False
K1:5I0R0U8ZL0,3,Crassostrea Gigas Shell,True,False,False
K1:5IB2J79MCX,1,Spesolimab,True,False,False
K1:5IB2J79MCX#sbzo,2,Spesolimab-Sbzo,True,False,False
K1:5IH4D25X1Q,2,Norwalk Virus,True,False,False
K1:5J340B7H82,3,Fragaria Vesca Whole,True,False,False
K1:5J7KGY73BE,3,Cirsium Arvense Stem,True,False,False
K1:5JH60A416W,3,Moringa Oleifera Whole,True,False,False
K1:5K0VU709JD,1,Streptococcus Pneumoniae Type 19f Capsular Polysaccharide Antigen,True,False,False
K1:5K1UO2888Y,2,Baptisia Tinctoria,True,False,False
K1:5KEZ82GMGU,3,Ruscus Aculeatus Whole,True,False,False
K1:5KQR6FTT0D,2,Ptelea Trifoliata Bark,True,False,False
K1:5M338IN22E,3,Mustard Greens,True,False,False
K1:5M609NV974,3,Magnolia Officinalis Bark,True,False,False
K1:5M691HL4BO,2,Glatiramer Acetate,True,False,False
K1:5MG5Z946UO,3,Carob,True,False,False
K1:5MHN3G4T8J,3,Trastuzumab brengitecan,True,False,False
K1:5N1WD9784U,3,Lonicera Caprifolium Flower,True,False,False
K1:5NF60V72O5,3,Canarium Album Whole,True,False,False
K1:5NXR7DJ9WO,3,Coleus Forskohlii Root Oil,True,False,False
K1:5O3E9EBA8Q,3,Phenactropinium,True,True,False
K1:5O59RMR6DU,3,Melaleuca Cajuputi Leaf Oil,True,False,False
K1:5O7CR4P444,3,Solenopsis Invicta,True,False,False
K1:5O8V541HJ6,2,Anistreplase,True,False,False
K1:5OCF3O11KX,2,Cocamidopropyl Betaine,True,False,False
K1:5P5WDQ2WB7,3,Ulintoclax pegondrimer,True,False,False
K1:5P637IXG16,3,Tomuzotuximab,True,False,False
K1:5P8D0Z74RG,3,Avena Sativa Whole,True,False,False
K1:5PKM8P0G5I,2,Vonicog alfa,True,False,False
K1:5PM50140E4,3,Calendula Arvensis Whole,True,False,False
K1:5PO6NN3RRJ,2,Lettuce,True,False,False
K1:5PWM7YLI7R,2,Barley,True,False,False
K1:5Q01F7TPJJ,2,Populus Tremula Flowering Top,True,False,False
K1:5Q1I94P4WG,3,Rose Geranium Oil,True,False,False
K1:5Q246DS5BS,3,Liquidambar Styraciflua Pollen,True,False,False
K1:5Q2L7M2AAX,3,AUTOLOGOUS ADIPOSE-DERIVED STROMAL VASCULAR FRACTION,True,False,False
K1:5Q374M1S1P,3,Exbivirumab,True,False,False
K1:5Q5PRH05GI,3,Ofranergene obadenovec,True,False,False
K1:5Q5W4H8T1J,3,Mecbotamab,True,False,False
K1:5Q686XLG8L,3,IPH-2101,True,False,False
K1:5Q6Y7K4846,3,Mentha Pulegium Whole,True,False,False
K1:5Q768OY0GI,1,Streptococcus Pneumoniae Type 9v Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,True,False,False
K1:5QIU26R6P1,3,Achyranthes Bidentata Root,True,False,False
K1:5QM1ZK6VXZ,3,Isunakinra,True,False,False
K1:5QS67N4551,2,Conestat alfa,True,False,False
K1:5QUO05548Z,3,Oil Palm,True,False,False
K1:5R52R2P73V,3,Brivestobart,True,False,False
K1:5R5W9ICI6O,2,Demeclocycline,True,True,False
K1:5R6HPB294Y,2,Holarrhena Antidysenterica,True,False,False
K1:5S25H8GOFC,2,Lilium Longiflorum Bulb,True,False,False
K1:5S29HWU6QB,1,Ceylon Cinnamon,True,False,False
K1:5S8I11UZ7P,3,Trapa Bicornis Seed,True,False,False
K1:5SKG37872O,1,Streptococcus Pneumoniae Type 5 Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,True,False,False
K1:5SR4N8C6KP,3,Bulumtatug,True,False,False
K1:5T6S1T25EB,3,Terminalia Arjuna Whole,True,False,False
K1:5T953J9HZN,3,Bosakitug,True,False,False
K1:5TAA004E22,2,Sargramostim,True,False,False
K1:5TP24STD1S,3,Zorecimeran,True,False,False
K1:5TXQ46WBCE,3,Bindweed,True,False,False
K1:5U26HTF8RV,3,Lanoteplase,True,False,False
K1:5U38E02853,3,Campylobacter Jejuni,True,False,False
K1:5UAU16Z1U4,2,Scabies Lesion Lysate (HUMAN),True,False,False
K1:5UPW5HJW3O,2,Efbemalenograstim alfa,True,False,False
K1:5UPW5HJW3O#vuxw,2,Efbemalenograstim Alfa-Vuxw,True,False,False
K1:5UWX3W0MAN,3,Magnolia Denudata Flower Bud,True,False,False
K1:5UZR2XVY2J,3,Indemakitug,True,False,False
K1:5V1UI86573,3,Ezabenlimab,True,False,False
K1:5V1Y8T4RB6,3,Pimurutamab,True,False,False
K1:5V2WV5E8ZJ,3,Tesrivetcel,True,False,False
K1:5V432W4W6B,3,DFO-ATEZOLIZUMAB ZR-89,True,False,False
K1:5VM709H93V,3,Prickly Pear Leaf,True,False,False
K1:5W4V3X9K92,3,Poliglecaprone 25,True,False,False
K1:5W5Y77N8W9,3,Rudbeckia Hirta Whole,True,False,False
K1:5W6JAI84OI,3,Allenrolfea Occidentalis Pollen,True,False,False
K1:5W7SK85BMU,3,Cabotamig,True,False,False
K1:5W8JGG2651,2,Idursulfase,True,False,False
K1:5WE8P977RQ,2,Hydrolysed Bovine Collagen (ENZYMATIC; 3500 MW),True,False,False
K1:5WL65F3KCB,3,Donaperminogene seltoplasmid,True,False,False
K1:5WS1632J8W,2,Packera Aurea,True,False,False
K1:5WT9515NDE,3,Ovis Aries Whole,True,False,False
K1:5WY0FWR2CF,3,GTI-2040,True,False,False
K1:5X1442L8IO,3,Toldimfos,True,True,False
K1:5X1IO031V8,2,Mersalyl,True,True,False
K1:5X9Y89ENI9,3,Ctenocephalides Felis,True,False,False
K1:5XO3JF0FEK,3,Vibostolimab,True,False,False
K1:5XQ9UBJ16W,3,Reviparin sodium,True,False,False
K1:5Y05905N7G,2,Pimpinella Saxifraga Root,True,False,False
K1:5Y0I0UU2IT,3,RELUSCOVTOGENE RALAPLASMID,True,False,False
K1:5Y27P3LNU6,3,Etakafusp alfa,True,False,False
K1:5Y9QQM372Q,2,Menotropins,True,False,False
K1:5YM66ALY0U,3,Ailanthus Altissima Bark,True,False,False
K1:5YR4B56UBP,3,Anvatabart pactil,True,False,False
K1:5Z657QHG6F,3,Xalnesiran,True,False,False
K1:5Z6Q4P5ET5,3,Sonpiretigene isteparvovec,True,False,False
K1:5Z72SSS34W,3,Aglatimagene besadenovec,True,False,False
K1:5Z9850I25F,3,Pegilodecakin,True,False,False
K1:5Z9SP3X666,2,Nusinersen,True,False,False
K1:602I13CWRT,2,Intercellular Adhesion Molecule 1,True,False,False
K1:603H2FWG4N,3,LY-3415244,True,False,False
K1:604NK4250S,2,Onosmodium Virginianum,True,False,False
K1:605T96G8Y5,3,Alnus Incana Subsp. Rugosa Pollen,True,False,False
K1:6069DS9S3U,3,Jacobaea Maritima Leaf,True,False,False
K1:60879E4NED,3,Bertilimumab,True,False,False
K1:608DGJ6815,2,Black Hellebore,True,False,False
K1:60BVI1Y89A,3,Aphanamixis Polystachya Whole,True,False,False
K1:60EUO12HBX,3,Pinus Tabuliformis Pollen,True,False,False
K1:60Q6UP226V,2,Lonicera Japonica Top,True,False,False
K1:60RO23IR87,3,Poppy Seed,True,False,False
K1:6122W2M0GB,3,"Salmon, Unspecified",True,False,False
K1:612HZ21596,3,Eryngium Yuccifolium Root,True,False,False
K1:612YOZ36DG,3,Trifolium Pratense Leaf,True,False,False
K1:615637S5PE,3,NEIHULIZUMAB,True,False,False
K1:61746O90DY,2,Human Papillomavirus Type 6 L1 Capsid Protein Antigen,True,False,False
K1:6177A89GA2,3,Tussilago Farfara Whole,True,False,False
K1:619AM13NTW,3,Somfasepor,True,False,False
K1:61A4G0P3IB,3,Lesinidase alfa,True,False,False
K1:61FKP5V847,3,Anzurstobart,True,False,False
K1:61W322NLDV,3,Nelumbo Nucifera Flower,True,False,False
K1:61ZBX54883,3,Licorice,True,False,False
K1:620C079F3I,3,Recifercept,True,False,False
K1:621HHM46SV,2,Lemna Minor,True,False,False
K1:6268MFA917,3,Lilium Lancifolium Flowering Top,True,False,False
K1:62B4OXU259,3,Panobacumab,True,False,False
K1:62GJ4SI7G8,3,Canine Morbillivirus,True,False,False
K1:62I3C8233L,2,Ipecac,True,False,False
K1:62IB9494JA,3,White Dead Nettle Flower,True,False,False
K1:62L6LCF5EU,3,Keliximab,True,False,False
K1:62OII98F1T,3,Melaleuca Citrina Pollen,True,False,False
K1:62TY3X4N9Z,3,Rhodotorula Mucilaginosa,True,False,False
K1:63218N1ZBI,3,Fagus Sylvatica Pollen,True,False,False
K1:6334XMP4KC,2,Human Rotavirus A Type G4P7(5) Strain Brb Live Antigen,True,False,False
K1:63635D7SGF,1,Votumumab,True,False,False
K1:639KR60Q1Q,1,Gelsemium Sempervirens Root,True,False,False
K1:63E6RXM429,3,Human Coxsackievirus B5,True,False,False
K1:63GD90PP8X,2,Bordetella Pertussis Pertactin Antigen,True,False,False
K1:63O327782Q,3,Sus Scrofa Artery,True,False,False
K1:63R7TZH0UA,3,LYSOSTAPHIN,True,False,False
K1:63TBJ590BL,3,Ambrosia Confertiflora Pollen,True,False,False
K1:63V91G4W93,2,Storax,True,False,False
K1:640443FU93,3,Sirukumab,True,False,False
K1:6413W06WR3,2,Choriogonadotropin alfa,True,False,False
K1:644C3CSB6E,3,Styphnolobium Japonicum Flower,True,False,False
K1:644CZ16IR5,2,Solidago Canadensis Pollen,True,False,False
K1:644J6P3JM0,3,Celmoleukin,True,False,False
K1:646O39K8BJ,2,Arum Maculatum Root,True,False,False
K1:64EUX713G6,3,Samalizumab,True,False,False
K1:64FS3BFH5W#epbx,2,Epoetin Alfa-Epbx,True,False,False
K1:64FS3BFH5W#zeta,2,Epoetin zeta,True,False,False
K1:64O5K2QE92,3,Chicken Gizzard,True,False,False
K1:64SQ6WC9ET,3,Zertomibgene cazparvovec,True,False,False
K1:6532U64A3X,3,Sarcobatus Vermiculatus Pollen,True,False,False
K1:654825W09Z,2,Fenugreek,True,False,False
K1:6559FC0U1B,3,Qin Jiao,True,False,False
K1:659G217HPG,1,Brown Rice,True,False,False
K1:65J267BAZT,3,Actaea Cimicifuga Root,True,False,False
K1:65KD9TD4C3,3,Nectarine,True,False,False
K1:65M88RW2EG,3,Phleum Pratense Pollen,True,False,False
K1:65UEH262IS,1,Safflower Oil,True,False,False
K1:660486U6OI,3,Ginkgo Biloba Whole,True,False,False
K1:662J7FTA7T,3,Ambrosia Salsola Pollen,True,False,False
K1:664WQ5KSP8,3,Timdarpacept,True,False,False
K1:66522BCB6P,3,Nasaruplase gamma,True,False,False
K1:6654882GP8,3,Artemisia Maritima Flower,True,False,False
K1:6656J6CPP2,3,Samatatug,True,False,False
K1:666773BZEN,3,Apis Cerana Whole,True,False,False
K1:667Y1EG6EW,1,Streptococcus Pneumoniae Type 15b Capsular Polysaccharide Antigen,True,False,False
K1:668URB6QJV,3,Eldocasiran,True,False,False
K1:669818346F,1,Streptococcus Pneumoniae Type 8 Capsular Polysaccharide Antigen,True,False,False
K1:66KX72J4H6,2,Blastocystis Hominis,True,False,False
K1:66LZN1C747,2,Bos Taurus Ovary,True,False,False
K1:66Y330CJHS,2,Human Immunoglobulin G,True,False,False
K1:66YXD4DKO9,2,Almond Oil,True,False,False
K1:66ZQ85S65H,3,Sparganium,True,False,False
K1:6716Z5YR3G,2,Polidronium chloride,True,False,False
K1:6742Y30KGK,3,OLESTRA,True,False,False
K1:6751655D1D,3,LENTINAN,True,False,False
K1:67AB88J6KN,3,Reflocibart,True,False,False
K1:67B9LP62ET,3,Satricabtagene autoleucel,True,False,False
K1:67F0M5CY5Y,3,Exebacase,True,False,False
K1:67GFR7JCMN,3,Oxelumab,True,False,False
K1:67K644H3TO,3,Artemisia Capillaris Top,True,False,False
K1:67M3EQ6BE1,3,Plum,True,False,False
K1:67P4WI780Z,3,Mycobacterium Avium,True,False,False
K1:67RJK4R3RW,3,Mozistobart,True,False,False
K1:6808SG2XRK,3,Ginisortamab,True,False,False
K1:6810070TYD,2,Centella Asiatica Leaf,True,False,False
K1:6815CPT6ZJ,1,Pistachio,True,False,False
K1:681K1JDI8M,2,Valoctocogene roxaparvovec,True,False,False
K1:68603V9EAF,2,Concizumab,True,False,False
K1:68603V9EAF#mtci,2,Concizumab-Mtci,True,False,False
K1:6892UQT2GK,2,SUSOCTOCOG ALFA,True,False,False
K1:6897GXD6OE,2,Ferric carboxymaltose,True,False,False
K1:68CPJ8C2ZJ,3,Delpacibart etedesiran,True,False,False
K1:68HKD4QMJR,3,Ehrendorferia Chrysantha Whole,True,False,False
K1:68OG1407SM,3,Boletus Satanas Fruiting Body,True,False,False
K1:68P4F4M6VD,3,Elaeagnus Angustifolia Pollen,True,False,False
K1:68R9X9Y96X,3,Celtis Occidentalis Pollen,True,False,False
K1:68S8VCN34F,3,Human Papillomavirus Type 45 L1 Capsid Protein Antigen,True,False,False
K1:68SNC9B4YR,3,STI-6643,True,False,False
K1:68W3SD800Q,2,Chicken Bone,True,False,False
K1:68WQQ3N9TI,2,Iodinated (125i) human serum albumin,True,False,False
K1:69083AX1ZX,3,Methyl Red,False,True,False
K1:692OX2DX0E,2,Sus Scrofa Mammary Gland,True,False,False
K1:6930DL209R,3,Curdlan,True,False,False
K1:693Y43MXY4,3,Cetermin,True,False,False
K1:69404B0LO7,3,Interferon gamma Porcine Recombinant,True,False,False
K1:69441FUI2H,2,Ficus Religiosa,True,False,False
K1:69HRT16MGP,3,Hemoglobin raffimer,True,False,False
K1:69J42KMV8D,3,Epifagus Virginiana Whole,True,False,False
K1:69KDL2830A,3,Rattus Norvegicus Hair,True,False,False
K1:69O1DAO10G,3,Human Coxsackievirus B3,True,False,False
K1:69VJ1LPN1S,3,Cannabis Sativa Seed Oil,True,False,False
K1:6A001Y4M5A,1,Skim Milk,True,False,False
K1:6A002O1K0R,3,Ribaxamase,True,False,False
K1:6A29UE2ZGG,3,Maslimomab,True,False,False
K1:6A901E312A,2,Panitumumab,True,False,False
K1:6AA3OC17QR,3,Tosatoxumab,True,False,False
K1:6ALW36N4QN,3,Tarumase,True,False,False
K1:6AU0ZD8T1O,3,Pascopyrum Smithii Pollen,True,False,False
K1:6BUL1G4D60,3,Ubamatamab,True,False,False
K1:6C28YVJ79K,3,Cemavafusp,True,False,False
K1:6CCT5H8PTZ,3,SGN-1,True,False,False
K1:6CGQ1X5Y6V,3,REGN-4659,True,False,False
K1:6CO90XQD9O,2,Sequoiadendron Giganteum Whole,True,False,False
K1:6D4M1DAL6O,3,Polyoxyl 35 Castor Oil,True,False,False
K1:6D53G0FD0Z,2,Plasma Protein Fraction,True,False,False
K1:6D5766Q4OP,2,Olipudase alfa,True,False,False
K1:6D5766Q4OP#rpcp,2,Olipudase Alfa-Rpcp,True,False,False
K1:6D5V13045W,2,Fagus Sylvatica Flower Bud,True,False,False
K1:6D6TDU4V9X,3,"INTERLEUKIN 15, RECOMBINANT NON-GLYCOSYLATED",True,False,False
K1:6D74QW4H67,2,Lactuca Virosa,True,False,False
K1:6D848RA61B,1,Somatrogon,True,False,False
K1:6D848RA61B#ghla,2,Somatrogon-Ghla,True,False,False
K1:6DI1HBV20R,3,Nicotiana Tabacum Whole,True,False,False
K1:6DRV3D37XS,3,Saururus Chinensis Whole,True,False,False
K1:6DXR2088WL,2,Alisma Plantago-Aquatica Root,True,False,False
K1:6E43AWY083,2,Iodine Povacrylex,True,False,False
K1:6EC706HI7F,3,Pork Liver,True,False,False
K1:6EF1RL8Z5O,3,Histoplasma Capsulatum,True,False,False
K1:6EIJ3D04MR,3,Prosopis Juliflora Pollen,True,False,False
K1:6ENS3L5Z8Z,3,Solnerstotug,True,False,False
K1:6EX05GL2VK,3,AVID-200,True,False,False
K1:6F61V9UVRC,3,Human Coxsackievirus A,True,False,False
K1:6FH8H9CL41,3,Pidacmeran,True,False,False
K1:6FL1LS2S6K,3,Vaccinia Virus Strain Lister (PRODUCED In Chick EMBRYO),True,False,False
K1:6FL2QD24BS,3,GV-971,True,False,False
K1:6FP5625ZD4,2,Viscum Album Subsp. Abietis Whole,True,False,False
K1:6FS6FK5S8N,2,Oenanthe Crocata Root,True,False,False
K1:6FY6EI1X8R,3,Emactuzumab,True,False,False
K1:6FYG1DS4NW,3,Cadonilimab,True,False,False
K1:6G3UN932VF,3,Chelone Glabra,True,False,False
K1:6G53L8ESRK,2,Green Peppercorn,True,False,False
K1:6GCR77W6UZ,3,Lumistobart,True,False,False
K1:6GE7Z0761K,3,Tanacetum Parthenium Whole,True,False,False
K1:6GK82EC25D,2,Pyrithione,True,True,False
K1:6GLA1946WX,3,Handroanthus Impetiginosus Bark,True,False,False
K1:6GY6UY4UR7,3,Ilodecakin,True,False,False
K1:6GZW20TIOI,3,Belladonna Leaf,True,False,False
K1:6H248RS8YQ,3,Acellular Tissue Engineered Vessel,True,False,False
K1:6H62S98G7R,3,Sothrombomodulin alfa,True,False,False
K1:6H7JQ0XD0D,3,Berberis Repens Root,True,False,False
K1:6H89ZY31MR,2,Euphorbia Hirta Flowering Top,True,False,False
K1:6H91L1NXTW,3,Sodium Palm Kernelate,True,False,False
K1:6HD2W46UEG,3,Green Olive,True,False,False
K1:6HG8JYS9D6,3,Posdinemab,True,False,False
K1:6HHE9M7R1C,3,Gecko,True,False,False
K1:6HJV9H13XS,1,Ferumoxsil,True,False,False
K1:6HP0354G04,3,Amatuximab,True,False,False
K1:6HUZ008AZX,3,Trastuzumab botidotin,True,False,False
K1:6HXC0O6JMV,3,Onfekafusp alfa,True,False,False
K1:6I19M5GB0G,2,Policresulen,True,False,False
K1:6ICN6T7FEM,2,Anemone Hepatica Var. Obtusa,True,False,False
K1:6IJ4CQY76O,3,MM-111,True,False,False
K1:6IO182RP7A,2,Toxicodendron Pubescens Leaf,True,False,False
K1:6IRE1TI49I,3,Gedivumab,True,False,False
K1:6J022WTC4Y,3,Cepeginterferon alfa-2b,True,False,False
K1:6J43Y8MXF0,2,Pulsatilla Alpina Whole,True,False,False
K1:6J92H2439Z,3,Fontolizumab,True,False,False
K1:6JHT6TE2T7,2,Tungsten Disulfide,True,True,False
K1:6JM4WD2J1A,3,VRC-01LS,True,False,False
K1:6JR6JTN25S,3,Epidermophyton Floccosum,True,False,False
K1:6JVA140UB4,3,Radretumab,True,False,False
K1:6K15ABL77G,2,Human Thrombin,True,False,False
K1:6KA1906BLC,3,Pinatuzumab vedotin,True,False,False
K1:6KF1RLN1CI,3,Pine Needle Oil (PINUS MUGO),True,False,False
K1:6KIC4BB60G,2,HUMAN C1-ESTERASE INHIBITOR,True,False,False
K1:6L5ZL09795,3,Centaurea Benedicta,True,False,False
K1:6L966A1IMR,1,Wheat Bran,True,False,False
K1:6LGI7RV4PB,3,Ontamalimab,True,False,False
K1:6LK42KUV6W,3,Bombyx Mori Fiber,True,False,False
K1:6LTE2DNX63,2,Human Papillomavirus Type 16 L1 Capsid Protein Antigen,True,False,False
K1:6M2JIH93ZN,3,Salix Nigra Pollen,True,False,False
K1:6M47G7C4SY,3,Cayenne Pepper,True,False,False
K1:6M98DC08TZ,3,Fusarium Oxysporum Vasinfectum,True,False,False
K1:6MQW0DZ370,3,TEROPAVIMAB,True,False,False
K1:6MT58Z9E5P,3,Bombyx Mori Whole,True,False,False
K1:6MW97Q6E8M,2,Atropa Belladonna Root,True,False,False
K1:6N0G8XY3T8,3,Viburnum Opulus Root,True,False,False
K1:6N2CA8C68F,3,Bempikibart,True,False,False
K1:6NAF1689IO,2,Schoenocaulon Officinale Seed,True,False,False
K1:6NS400BXKH,3,Nimotuzumab,True,False,False
K1:6NWC5E4H38,3,Bos Taurus Parotid Gland,True,False,False
K1:6O38V6B52O,2,Lentil,True,False,False
K1:6OFG7K362R,3,Dicentra Formosa Whole,True,False,False
K1:6OH33Q0G1O,3,Combretum Indicum Whole,True,False,False
K1:6OM09RPY36,2,HAWTHORN LEAF WITH FLOWER,True,False,False
K1:6OZP39ZG8H,2,Polysorbate 80,True,False,False
K1:6PRJ93602P,2,"ALCOHOL, X-RAY Exposed (1000 RAD)",True,False,False
K1:6PWU78BV6C,3,Gefurulimab,True,False,False
K1:6Q8BN3S6AD,3,Ocankitug,True,False,False
K1:6QJ88LL4BG,3,Vipalanebart,True,False,False
K1:6QVL057INT,1,Cemiplimab,True,False,False
K1:6QVL057INT#rwlc,2,Cemiplimab-Rwlc,True,False,False
K1:6R6GWJ8GDZ,3,Ingitamig,True,False,False
K1:6RH6DL8R4L,3,MEDI-3617,True,False,False
K1:6RQ92PNH8Z,3,RSLV-132,True,False,False
K1:6RUU8A4K0R,3,AVP-21D9,True,False,False
K1:6RV024OAUQ,1,Sus Scrofa Thyroid,True,False,False
K1:6RZ6XEZ3CR,2,Chlordiazepoxide,True,True,False
K1:6S5Q1Q537Z,3,Chaenomeles Sinensis Fruit,True,False,False
K1:6S9317F2UT,2,Caltha Palustris,True,False,False
K1:6SC756X51V,3,Afelimomab,True,False,False
K1:6SO72A12FN,3,Lefitolimod,True,False,False
K1:6SZ0G98BHM,2,Spongilla Lacustris,True,False,False
K1:6T0D8LA4M5,3,Ispectamab tazide,True,False,False
K1:6T362S6JF6,3,American Lobster,True,False,False
K1:6T6CO7R3Z5,2,Araneus Diadematus,True,False,False
K1:6T8C155666,2,Ipilimumab,True,False,False
K1:6TC1BB2EV9,3,Carlumab,True,False,False
K1:6TG3V35HTV,2,Vitis Vinifera Flowering Top,True,False,False
K1:6TH2K6V2RW,3,LALIKINOGENE SIFUPLASMID,True,False,False
K1:6TN2P16IOQ,3,Treponema Denticola,True,False,False
K1:6TP696149N,3,FD&C Yellow NO. 5 Free Acid,True,True,False
K1:6U3F28IT58,3,Dezamizumab,True,False,False
K1:6U600U1326,3,Quercus Nigra Pollen,True,False,False
K1:6U90Y1795T,2,COAGULATION FACTOR IX HUMAN,True,False,False
K1:6ULF85Z07J,3,Noni Fruit Juice,True,False,False
K1:6UYK2W1W1E,1,Olive Oil,True,False,False
K1:6VDO4TY3OO,3,Budigalimab,True,False,False
K1:6VNO72PFC1,2,Avocado Oil,True,False,False
K1:6W4Z4SO23U,2,4-(MPEG-20000-CARBONYLAMINOETHOXYIMINOETHYL)PHENYLALANINE,True,False,False
K1:6W6Z6G78V3,3,Ragistomig,True,False,False
K1:6W864D0X3X,3,Cananga Odorata Leaf Oil,True,False,False
K1:6WO75C6WVB,2,Spinach,True,False,False
K1:6WS4C399GB,2,Lenograstim,True,False,False
K1:6WZ4756CFE,3,Manusiran,True,False,False
K1:6X543N684K,2,Grape,True,False,False
K1:6X68976407,2,Argemone Mexicana,True,False,False
K1:6XEF22AHC3,2,Berberis Vulgaris Fruit,True,False,False
K1:6XG22YQM2Z,3,Tiragolumab,True,False,False
K1:6XJ4U33P1G,3,Izeltabart,True,False,False
K1:6XQ9TM3U2G,3,Azintuxizumab vedotin,True,False,False
K1:6Y582I290C,3,Lachesis Muta Whole,True,False,False
K1:6Y6SEX9G35,3,Plixacabtagene autoleucel,True,False,False
K1:6Y83I5F10I,3,Insulin peglispro,True,False,False
K1:6Y89129C8H,3,ANISE OIL,True,False,False
K1:6Y8XYV2NOF,1,Bee Propolis,True,False,False
K1:6YI1L648RH,1,Dalotuzumab,True,False,False
K1:6YR2608RSU,2,Tobacco Leaf,True,False,False
K1:6YS6C7XEC8,3,GUMOKIMAB,True,False,False
K1:6YSJ329777,3,Strychnos Ignatii Whole,True,False,False
K1:6YY8O697VF,3,Utomilumab,True,False,False
K1:6Z25C35927,2,Velafermin,True,False,False
K1:6Z4B5PJ4OP,3,Eluvixtamab,True,False,False
K1:6Z9BZ8Q1D0,3,Gutta Percha,True,False,False
K1:6ZA31Y954Z,1,Brodalumab,True,False,False
K1:6ZAE7X688J,3,Liquid Petroleum,True,False,False
K1:6ZJ8N1924Z,3,Malus Sylvestris Flower,True,False,False
K1:700NK45C76,3,Acer Rubrum Pollen,True,False,False
K1:703KLX5LXZ,3,APOMAB,True,False,False
K1:704G17JK68,1,Methyl Anisotropinium,True,True,False
K1:7062I37LB3,3,Atlantic Salmon,True,False,False
K1:70759G2U6A,3,Lavandula Stoechas Flowering Top,True,False,False
K1:709B6VM65P,2,Sulesomab,True,False,False
K1:709HYI14M4,3,Pygeum,True,False,False
K1:70BT6OQT2Q,2,Intrinsic Factor,True,False,False
