page_a,page_b,width,jaccard,indexable_a,indexable_b,set_a,set_b
bitter-grass,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
bitter-grass,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
bitter-grass,savory,390,0.9647,false,false,noindex-sample,noindex-sample
bitter-grass,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
bitter-grass,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
bitter-grass,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,emulsifer,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,glyceride,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,iporuru,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,longan,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,savory,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chastetree,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,emulsifer,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,glyceride,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,iporuru,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,longan,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,savory,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
chinese-chive,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,emulsifer,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,glyceride,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,iporuru,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,longan,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,savory,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
commiphora-gileadensis,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,emulsifer,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,glyceride,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,iporuru,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,longan,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,savory,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
convolvulus-pluricaulis,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,flueggea-suffruticosa,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,hedychium-spicatum,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,indian-kinotree,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,iridoid-glycosides,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,isoleucine-pyroglutamate,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,mezoneuron-benthamianum,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,montanoa-tomentosa,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,paris-polyphylla,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,polyporous-mushroom,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,pumpkin-protein,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,rhodiola-sacra,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,scabrous-gentian,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,short-buchu,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,soy-fiber,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,teri-pod,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,uncaria-sinensis,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,white-fig,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,white-poplar,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,willow-bracket,390,0.9647,false,false,noindex-sample,noindex-sample
emulsifer,yerba-mansa,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,glyceride,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,iporuru,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,longan,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,savory,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
flueggea-suffruticosa,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,hedychium-spicatum,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,indian-kinotree,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,iridoid-glycosides,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,isoleucine-pyroglutamate,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,mezoneuron-benthamianum,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,montanoa-tomentosa,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,paris-polyphylla,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,polyporous-mushroom,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,pumpkin-protein,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,rhodiola-sacra,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,scabrous-gentian,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,short-buchu,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,soy-fiber,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,teri-pod,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,uncaria-sinensis,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,white-fig,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,white-poplar,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,willow-bracket,390,0.9647,false,false,noindex-sample,noindex-sample
glyceride,yerba-mansa,390,0.9647,false,false,noindex-sample,noindex-sample
hedychium-spicatum,iporuru,390,0.9647,false,false,noindex-sample,noindex-sample
hedychium-spicatum,longan,390,0.9647,false,false,noindex-sample,noindex-sample
hedychium-spicatum,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
hedychium-spicatum,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
hedychium-spicatum,savory,390,0.9647,false,false,noindex-sample,noindex-sample
hedychium-spicatum,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
hedychium-spicatum,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
hedychium-spicatum,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
indian-kinotree,iporuru,390,0.9647,false,false,noindex-sample,noindex-sample
indian-kinotree,longan,390,0.9647,false,false,noindex-sample,noindex-sample
indian-kinotree,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
indian-kinotree,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
indian-kinotree,savory,390,0.9647,false,false,noindex-sample,noindex-sample
indian-kinotree,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
indian-kinotree,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
indian-kinotree,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,iridoid-glycosides,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,isoleucine-pyroglutamate,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,mezoneuron-benthamianum,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,montanoa-tomentosa,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,paris-polyphylla,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,polyporous-mushroom,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,pumpkin-protein,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,rhodiola-sacra,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,scabrous-gentian,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,short-buchu,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,soy-fiber,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,teri-pod,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,uncaria-sinensis,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,white-fig,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,white-poplar,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,willow-bracket,390,0.9647,false,false,noindex-sample,noindex-sample
iporuru,yerba-mansa,390,0.9647,false,false,noindex-sample,noindex-sample
iridoid-glycosides,longan,390,0.9647,false,false,noindex-sample,noindex-sample
iridoid-glycosides,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
iridoid-glycosides,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
iridoid-glycosides,savory,390,0.9647,false,false,noindex-sample,noindex-sample
iridoid-glycosides,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
iridoid-glycosides,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
iridoid-glycosides,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
isoleucine-pyroglutamate,longan,390,0.9647,false,false,noindex-sample,noindex-sample
isoleucine-pyroglutamate,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
isoleucine-pyroglutamate,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
isoleucine-pyroglutamate,savory,390,0.9647,false,false,noindex-sample,noindex-sample
isoleucine-pyroglutamate,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
isoleucine-pyroglutamate,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
isoleucine-pyroglutamate,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
longan,mezoneuron-benthamianum,390,0.9647,false,false,noindex-sample,noindex-sample
longan,montanoa-tomentosa,390,0.9647,false,false,noindex-sample,noindex-sample
longan,paris-polyphylla,390,0.9647,false,false,noindex-sample,noindex-sample
longan,polyporous-mushroom,390,0.9647,false,false,noindex-sample,noindex-sample
longan,pumpkin-protein,390,0.9647,false,false,noindex-sample,noindex-sample
longan,rhodiola-sacra,390,0.9647,false,false,noindex-sample,noindex-sample
longan,scabrous-gentian,390,0.9647,false,false,noindex-sample,noindex-sample
longan,short-buchu,390,0.9647,false,false,noindex-sample,noindex-sample
longan,soy-fiber,390,0.9647,false,false,noindex-sample,noindex-sample
longan,teri-pod,390,0.9647,false,false,noindex-sample,noindex-sample
longan,uncaria-sinensis,390,0.9647,false,false,noindex-sample,noindex-sample
longan,white-fig,390,0.9647,false,false,noindex-sample,noindex-sample
longan,white-poplar,390,0.9647,false,false,noindex-sample,noindex-sample
longan,willow-bracket,390,0.9647,false,false,noindex-sample,noindex-sample
longan,yerba-mansa,390,0.9647,false,false,noindex-sample,noindex-sample
mezoneuron-benthamianum,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
mezoneuron-benthamianum,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
mezoneuron-benthamianum,savory,390,0.9647,false,false,noindex-sample,noindex-sample
mezoneuron-benthamianum,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
mezoneuron-benthamianum,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
mezoneuron-benthamianum,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
montanoa-tomentosa,oroxylum,390,0.9647,false,false,noindex-sample,noindex-sample
montanoa-tomentosa,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
montanoa-tomentosa,savory,390,0.9647,false,false,noindex-sample,noindex-sample
montanoa-tomentosa,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
montanoa-tomentosa,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
montanoa-tomentosa,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,paris-polyphylla,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,polyporous-mushroom,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,pumpkin-protein,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,rhodiola-sacra,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,scabrous-gentian,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,short-buchu,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,soy-fiber,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,teri-pod,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,uncaria-sinensis,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,white-fig,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,white-poplar,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,willow-bracket,390,0.9647,false,false,noindex-sample,noindex-sample
oroxylum,yerba-mansa,390,0.9647,false,false,noindex-sample,noindex-sample
paris-polyphylla,porphyra,390,0.9647,false,false,noindex-sample,noindex-sample
paris-polyphylla,savory,390,0.9647,false,false,noindex-sample,noindex-sample
paris-polyphylla,semiaquilegia,390,0.9647,false,false,noindex-sample,noindex-sample
paris-polyphylla,thiosulfanate,390,0.9647,false,false,noindex-sample,noindex-sample
paris-polyphylla,yarrow,390,0.9647,false,false,noindex-sample,noindex-sample
