nct,from_key,to_key,matched_name,action,rule,reason
NCT00150865,K1:0494L275Q6,K1:7IO5LYA57N,ropivacaine,move,R14-PARENT-NAME-TRIAL,"the registry intervention names Ropivacaine, not ROPIVACAINE, (R)-; the trial belongs to the parent page"
NCT05311540,K1:0J6Z13X3WO,K1:89DS0H96TB,Zinc Sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT05395143,K1:0J6Z13X3WO,K1:89DS0H96TB,Zinc sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT06433674,K1:0J6Z13X3WO,K1:89DS0H96TB,Zinc Sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT06482034,K1:0J6Z13X3WO,K1:89DS0H96TB,Zinc sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT06517862,K1:0J6Z13X3WO,K1:89DS0H96TB,Zinc sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT06556511,K1:0J6Z13X3WO,K1:89DS0H96TB,Zinc Sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT06561061,K1:0J6Z13X3WO,K1:89DS0H96TB,zinc sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT07102836,K1:0J6Z13X3WO,K1:89DS0H96TB,Zinc sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT07275827,K1:0J6Z13X3WO,K1:89DS0H96TB,zinc sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT07383363,K1:0J6Z13X3WO,K1:89DS0H96TB,Zinc sulfate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Zinc Sulfate Anhydrous page names Zinc Sulfate; Zinc Sulfate Anhydrous is that name plus anhydrous, so the study belongs to the parent page"
NCT06552624,K1:0MFM55849I,K1:6V88E24N5T,Magaldrate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the MAGALDRATE ANHYDROUS page names Magaldrate; MAGALDRATE ANHYDROUS is that name plus anhydrous, so the study belongs to the parent page"
NCT07611162,K1:0MFM55849I,K1:6V88E24N5T,Magaldrate,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the MAGALDRATE ANHYDROUS page names Magaldrate; MAGALDRATE ANHYDROUS is that name plus anhydrous, so the study belongs to the parent page"
NCT00760383,K1:23227F83U0,K1:K3Z4F929H6,Lysine,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Lysine Aspartate page names Lysine; Lysine Aspartate is that name plus aspartate, so the study belongs to the parent page"
NCT04417218,K1:23227F83U0,K1:K3Z4F929H6,Lysine,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Lysine Aspartate page names Lysine; Lysine Aspartate is that name plus aspartate, so the study belongs to the parent page"
NCT06580145,K1:23227F83U0,K1:K3Z4F929H6,Lysine,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Lysine Aspartate page names Lysine; Lysine Aspartate is that name plus aspartate, so the study belongs to the parent page"
NCT02542046,K1:25BB7EKE2E,K1:24GP945V5T,Barium,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Barium Sulfate page names Barium; Barium Sulfate is that name plus sulfate, so the study belongs to the parent page"
NCT02662907,K1:25BB7EKE2E,K1:24GP945V5T,Barium,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Barium Sulfate page names Barium; Barium Sulfate is that name plus sulfate, so the study belongs to the parent page"
NCT00000563,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00000658,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00000689,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00000703,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00000723,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00000776,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00000801,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00001842,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002471,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002481,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002494,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002499,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002514,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002517,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002531,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002532,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002548,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002665,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002676,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002678,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002689,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002691,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002700,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002704,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002716,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002744,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002785,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002788,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002798,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002812,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002816,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002849,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002865,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00002878,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003007,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003213,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003217,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003278,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003311,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003397,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003399,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003401,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003402,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003416,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003423,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003437,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003449,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003493,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003603,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003639,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003650,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003663,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003671,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003728,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003753,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00003783,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00004228,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00004403,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00004778,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00004785,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00004990,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005585,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005596,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005601,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005603,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005777,K1:2BP70L44PR,K1:7S5I7G3JQL,Dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005834,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005945,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005977,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005985,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005987,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00005998,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00006002,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00006232,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00006240,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00006250,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00006345,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00006455,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00008242,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00008294,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00010231,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00012051,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
NCT00014209,K1:2BP70L44PR,K1:7S5I7G3JQL,dexamethasone,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the Dexamethasone Phosphate page names Dexamethasone; Dexamethasone Phosphate is that name plus phosphate, so the study belongs to the parent page"
