nct,from_key,to_key,matched_name,action,rule,reason
NCT06030258,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06039371,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06049966,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06077500,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06091124,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06110572,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06132113,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06140407,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06140966,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06160791,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06172296,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06177925,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06217757,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06221683,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06230224,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06249191,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06256237,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06262438,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06295926,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06309732,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06368817,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06372626,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06377540,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06401330,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06406465,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06418594,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06449209,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06477523,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06478264,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06480864,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06483282,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06489808,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06497530,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06520163,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06520176,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06528496,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06528691,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06536868,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06563245,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06564844,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06646276,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06648200,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06663098,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06667167,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06682611,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06692452,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06712355,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06719973,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06732258,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06738368,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06741644,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06769126,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06769971,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06771622,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06780826,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06813079,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06820957,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06857747,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06871007,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06931145,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06942039,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT06954805,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07002216,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07005128,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07059975,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07061535,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07097363,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07097948,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07136285,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07155174,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07194044,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07224100,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07227584,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07227597,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07245446,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07258680,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07321912,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07336147,K1:528XYJ8L1N,K1:6PLQ3CP4P3,etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07349225,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07381829,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07472517,K1:528XYJ8L1N,K1:6PLQ3CP4P3,etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07502300,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07525466,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07538258,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07538271,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07544654,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07583511,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07583550,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07625644,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07662928,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07698054,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide；,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07724457,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07730515,K1:528XYJ8L1N,K1:6PLQ3CP4P3,etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT07739758,K1:528XYJ8L1N,K1:6PLQ3CP4P3,Etoposide,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the ETOPOSIDE PHOSPHATE page names Etoposide; ETOPOSIDE PHOSPHATE is that name plus phosphate, so the study belongs to the parent page"
NCT00603499,K1:59XN63C8VM,K1:02F3473H9O,Magnesium chloride,move,R14b-PARENT-NAME-TRIAL-FORM,"every registry intervention recorded for this study on the MAGNESIUM CHLORIDE ANHYDROUS page names Magnesium Chloride; MAGNESIUM CHLORIDE ANHYDROUS is that name plus anhydrous, so the study belongs to the parent page"
