key,slug,tier,display_name,indexable
K2:BWWVAEOLVKTZFQ-ISVUSNJMSA-N,mecillinam,2,Mecillinam,f
K2:BXBBCTASDUZGMZ-JXMROGBWSA-N,chembl175558,3,CHEMBL175558,f
K2:BXCPYBFBMAWDDY-UHFFFAOYSA-N,cps2,3,CPS2,f
K2:BXDZOYLPNAIDOC-UHFFFAOYSA-N,cpd-2,3,CPD 2,f
K2:BXKNUXDLZJPPBO-UHFFFAOYSA-N,cct251455,3,CCT251455,f
K2:BXOVLOLBFFUHKT-UHFFFAOYSA-N,chembl4208236,3,CHEMBL4208236,f
K2:BXQSENVZNNEEBV-UHFFFAOYSA-N,chembl332906,3,CHEMBL332906,f
K2:BXWMNQVSJCYSFO-UHFFFAOYSA-N,chembl4281167,3,CHEMBL4281167,f
K2:BXXXTYRVJWRSTE-MNDYBZJGSA-N,chembl1091697,3,CHEMBL1091697,f
K2:BYAGRVGRUDLLDR-UHFFFAOYSA-N,chembl1941052,3,CHEMBL1941052,f
K2:BYBMHSADRRMVHY-UHFFFAOYSA-N,monomethyl,1,Monomethyl,t
K2:BYBVYIPUGPZRSX-OLZOCXBDSA-N,chembl352764,3,CHEMBL352764,f
K2:BYCBVTAUYYXCCF-UHFFFAOYSA-N,chembl514670,3,CHEMBL514670,f
K2:BYGHXMKCHHHFAS-FZKFUBHISA-N,chembl176933,3,CHEMBL176933,f
K2:BYGWQGGWZMNGGA-MDEFBCHOSA-N,chembl3319604,3,CHEMBL3319604,f
K2:BYIGCKROPGDQRX-CMDGGOBGSA-N,chembl2043279,3,CHEMBL2043279,f
K2:BYMRVDVGQVMXFP-UHFFFAOYSA-N,chembl504727,3,CHEMBL504727,f
K2:BYNHBQROLKAEDQ-BUHFOSPRSA-N,fenprostalene,2,Fenprostalene,f
K2:BYRQXKXSMDUCHY-IBGZPJMESA-N,chembl398746,3,CHEMBL398746,f
K2:BYSBXIPCDJNEBG-INIZCTEOSA-N,chembl478381,3,CHEMBL478381,f
K2:BYTUZXFPQGUPIA-UHFFFAOYSA-N,chembl1098301,3,CHEMBL1098301,f
K2:BYVRLIUFCGUMSP-XYFQYJLHSA-N,chembl444832,3,CHEMBL444832,f
K2:BYVXAUZOTGITQZ-UHFFFAOYSA-N,chembl411274,3,CHEMBL411274,f
K2:BYYQYXVAWXAYQC-IBGZPJMESA-N,l-732138,3,L-732138,f
K2:BYYWPKXODYXSLS-UHFFFAOYSA-N,chembl4079768,3,CHEMBL4079768,f
K2:BZFQBRSDORUYAB-YDMUCJKGSA-N,chembl1229855,3,CHEMBL1229855,f
K2:BZGQMGJZXODGJM-UHFFFAOYSA-N,chembl1271117,3,CHEMBL1271117,f
K2:BZJPCUQQPJJBTP-FGZHOGPDSA-N,chembl5555636,3,CHEMBL5555636,f
K2:BZKLWACICJITOJ-QBZCPKQRSA-N,chembl446443,3,CHEMBL446443,f
K2:BZRYYBWNOUALTQ-UHFFFAOYSA-N,myrtecaine,3,Myrtecaine,f
K2:BZSUCLDZAQTFQJ-MSOLQXFVSA-N,chembl559787,3,CHEMBL559787,f
K2:BZTMKWCWKFEAKS-UHFFFAOYSA-N,chembl3299022,3,CHEMBL3299022,f
K2:BZUIGXZUUGQBLL-UHFFFAOYSA-N,chembl258282,3,CHEMBL258282,f
K2:BZUUUPJMATYANA-UHFFFAOYSA-N,chembl2063318,3,CHEMBL2063318,f
K2:BZVYQWLRCHLAGK-KRWDZBQOSA-N,chembl382201,3,CHEMBL382201,f
K2:BZVYQWLRCHLAGK-QGZVFWFLSA-N,chembl202932,3,CHEMBL202932,f
K2:BZXCVHXYXYFXQP-UHFFFAOYSA-N,chembl1098248,3,CHEMBL1098248,f
K2:CABMTIJINOIHOD-QGZVFWFLSA-N,r-imazaquin,3,(R)-IMAZAQUIN,f
K2:CABPHYRAHPMSMC-IZZNHLLZSA-N,chembl327320,3,CHEMBL327320,f
K2:CABVTRNMFUVUDM-VRHQGPGLSA-N,3-hydroxy-3-methylglutaryl-coenzyme-a,3,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A,f
K2:CACMCLIHCDTJHL-IDTAVKCVSA-N,ds-437,3,DS-437,f
K2:CADPBCPVJBOUEG-HMMYKYKNSA-N,benolizime,3,Benolizime,f
K2:CAGGGMPTWTUYHZ-ZCXUNETKSA-N,chembl142996,3,CHEMBL142996,f
K2:CAGHIASAHLPQMS-UHFFFAOYSA-N,chembl525194,3,CHEMBL525194,f
K2:CAGLGYNQQSIUGX-SDBHATRESA-N,kinetin-riboside,3,KINETIN RIBOSIDE,f
K2:CAGZIBHOJDZLGX-WUSDWFAZSA-N,chembl174004,3,CHEMBL174004,f
K2:CALDTVBHJMBRTM-UHFFFAOYSA-N,chembl109005,3,CHEMBL109005,f
K2:CANCCLAKQQHLNK-UHFFFAOYSA-N,tolciclate,3,Tolciclate,f
K2:CAOSCCRYLYQBES-UHFFFAOYSA-N,iox-2,3,IOX 2,f
K2:CAQAIFUDUGDPFB-UHFFFAOYSA-N,fr-79620,3,FR-79620,f
K2:CARKQNSZFCLNKM-UHFFFAOYSA-N,chembl402747,3,CHEMBL402747,f
K2:CAUFYHKGKDJMQG-HZPDHXFCSA-N,chembl509485,3,CHEMBL509485,f
K2:CAVCWRXFMNCBCM-UHFFFAOYSA-N,chembl316308,3,CHEMBL316308,f
K2:CAZKDDQXONGRTE-ROUUACIJSA-N,chembl140827,3,CHEMBL140827,f
K2:CBDFEHZTEPLMIJ-JXMROGBWSA-N,chembl3114688,3,CHEMBL3114688,f
K2:CBGMGQVEMRTNGL-UXHICEINSA-N,chembl3127507,3,CHEMBL3127507,f
K2:CBGMGQVEMRTNGL-VQTJNVASSA-N,chembl3127506,3,CHEMBL3127506,f
K2:CBIDRCWHNCKSTO-UHFFFAOYSA-N,dimethylallyl-diphosphate,3,DIMETHYLALLYL DIPHOSPHATE,f
K2:CBORVVSGKICHTH-MMZZENOVSA-N,chembl242937,3,CHEMBL242937,f
K2:CBORVVSGKICHTH-PKTPTRIFSA-N,chembl394351,3,CHEMBL394351,f
K2:CBQGYUDMJHNJBX-RTBURBONSA-N,chembl383921,3,CHEMBL383921,f
K2:CBQGYUDMJHNJBX-UHFFFAOYSA-N,reboxetine,2,Reboxetine,f
K2:CBUKBSAVVSVBEX-ORDMVQLLSA-N,chembl3233046,3,CHEMBL3233046,f
K2:CCAWRGNYALGPQH-UHFFFAOYSA-N,agi-6780,3,AGI 6780,f
K2:CCCPUPRKQZVNNE-UHFFFAOYSA-N,chembl2348154,3,CHEMBL2348154,f
K2:CCDIUVLNHCGSMH-UHFFFAOYSA-N,chembl249736,3,CHEMBL249736,f
K2:CCEQOVGPLKQKET-UHFFFAOYSA-N,chembl3580427,3,CHEMBL3580427,f
K2:CCUOOSWBLWZDMN-UZWMFBFFSA-N,chembl1082618,3,CHEMBL1082618,f
K2:CCUOZZURYIZOKX-UYKKPYKBSA-N,piflutixol,3,Piflutixol,f
K2:CCYZUUUAWLVFFY-UHFFFAOYSA-N,chembl487067,3,CHEMBL487067,f
K2:CDJPHTNUARAVMH-SECBINFHSA-N,r-9s,3,(R)-9s,f
K2:CDMSQHCJYCHHAF-UHFFFAOYSA-N,chembl374424,3,CHEMBL374424,f
K2:CDOJPCSDOXYJJF-KSKNGZLJSA-N,chitodextrin,3,CHITODEXTRIN,f
K2:CDOZTSKYNUHWTK-LOSJGSFVSA-N,chembl340606,3,CHEMBL340606,f
K2:CDQQWCLOMUMQMM-UHFFFAOYSA-N,tes-1025,3,TES-1025,f
K2:CDQRIIUMNLMHRH-UHFFFAOYSA-N,t-26c,3,T-26c,f
K2:CDQUJZKBRAFWNG-UHFFFAOYSA-N,chembl2311933,3,CHEMBL2311933,f
K2:CDSBFDCCJJDFCV-CKZSCMLPSA-N,satavaptan-2,3,Satavaptan,f
K2:CDSDNORWWOJTBG-KJGFFNNUSA-N,chembl2364977,3,CHEMBL2364977,f
K2:CECUPFJNMJEGAZ-WUXMJOGZSA-N,chembl3979091,3,CHEMBL3979091,f
K2:CEEHIKQKZBQZLL-UHFFFAOYSA-N,chembl1784725,3,CHEMBL1784725,f
K2:CEFKRUHXJVFJLI-UHFFFAOYSA-N,chembl354788,3,CHEMBL354788,f
K2:CEFNIUUIIQIRMU-JAMKYWPSSA-N,chembl360802,3,CHEMBL360802,f
K2:CEFNIUUIIQIRMU-SQMFLSJESA-N,chembl359774,3,CHEMBL359774,f
K2:CEIYRBYXRSULDG-UHFFFAOYSA-N,chembl270954,3,CHEMBL270954,f
K2:CEKJXDVQNFUQAV-UHFFFAOYSA-N,chembl1269728,3,CHEMBL1269728,f
K2:CEKLBQMULVLLTD-VMPREFPWSA-N,chembl432359,3,CHEMBL432359,f
K2:CELVWXWADDJEMH-UHFFFAOYSA-N,chembl4216005,3,CHEMBL4216005,f
K2:CEPQCJFDTGQKDN-INIZCTEOSA-N,chembl365307,3,CHEMBL365307,f
K2:CEPZLSYRIXXARR-UHFFFAOYSA-N,chembl600084,3,CHEMBL600084,f
K2:CERFFPJDBQMQTN-UHFFFAOYSA-N,chembl3417325,3,CHEMBL3417325,f
K2:CEVLUPQNDFOYSI-UHFFFAOYSA-N,chembl209970,3,CHEMBL209970,f
K2:CEXBEGBNDJVZPK-UHFFFAOYSA-N,chembl232557,3,CHEMBL232557,f
K2:CFABOFMUPCWOPC-LHEWDLALSA-N,chembl1230547,3,CHEMBL1230547,f
K2:CFEJJQZWMZTARJ-UHFFFAOYSA-N,chembl213762,3,CHEMBL213762,f
K2:CFMRIVODIXTERW-BHIFYINESA-N,onternabez-2,3,ONTERNABEZ,f
K2:CFNXHQHHZZDTSQ-UHFFFAOYSA-N,chembl513061,3,CHEMBL513061,f
K2:CFPQKOXDIQRGKQ-UHFFFAOYSA-N,chembl2391568,3,CHEMBL2391568,f
K2:CFQXBSFRUQKYQA-UHFFFAOYSA-N,chembl262079,3,CHEMBL262079,f
K2:CFSBXICQIRBTLS-RUDMXATFSA-N,chembl608738,3,CHEMBL608738,f
K2:CFSQPEBVGUSQII-UHFFFAOYSA-N,chembl64579,3,CHEMBL64579,f
K2:CFUQBFQTFMOZBK-UHFFFAOYSA-N,ibazocine,3,Ibazocine,f
K2:CFVOAVDAPUQRNK-HNNXBMFYSA-N,chembl251795,3,CHEMBL251795,f
K2:CFVOAVDAPUQRNK-OAHLLOKOSA-N,chembl251796,3,CHEMBL251796,f
K2:CFVRISSXNGRSCL-PPDHBDSZSA-N,chembl3408945,3,CHEMBL3408945,f
K2:CGBDAHCDSVOMCF-FYZVQMPESA-N,chembl357057,3,CHEMBL357057,f
K2:CGBYTKOSZYQOPV-ASSBYYIWSA-N,fosdevirine-2,3,Fosdevirine,f
K2:CGCOPBXAGSCZNX-FNQJWKMRSA-N,ro2468,3,RO2468,f
K2:CGECJCJUHCZZGO-UHFFFAOYSA-N,cpd-42g,3,CPD 42G,f
K2:CGEZBCISRKFHLZ-UHFFFAOYSA-N,chembl25186,3,CHEMBL25186,f
K2:CGNHUSCKOHDSMR-UHFFFAOYSA-N,chembl202431,3,CHEMBL202431,f
K2:CGPHGPCHVUSFFA-LLVKDONJSA-N,chembl334226,3,CHEMBL334226,f
K2:CGPQJXLDFSQATH-FNMIWXGBSA-N,norleusactide,3,Norleusactide,f
K2:CGWBJJZOKGZCSJ-UHFFFAOYSA-N,pf-cbp1,3,PF-CBP1,f
K2:CGWXLIIVSXHAOP-UHFFFAOYSA-N,chembl196516,3,CHEMBL196516,f
K2:CHAZIKNZOXHZJA-CWHUZLPRSA-N,chembl3422101,3,CHEMBL3422101,f
K2:CHCQXFQJHTYEHC-UHFFFAOYSA-N,chembl483590,3,CHEMBL483590,f
K2:CHEANNSDVJOIBS-MHZLTWQESA-N,am-1638,3,AM-1638,f
K2:CHMQQIFPOIZPIJ-UHFFFAOYSA-N,chembl1325149,3,CHEMBL1325149,f
K2:CHRPUSCNMSNSKL-UHFFFAOYSA-N,chembl1229947,3,CHEMBL1229947,f
K2:CHWVDGYLKPLBES-UHFFFAOYSA-N,chembl372832,3,CHEMBL372832,f
K2:CHZRIUCQCGDOGQ-IBGZPJMESA-N,chembl206798,3,CHEMBL206798,f
K2:CIJHTMWPSWHFCE-UHFFFAOYSA-N,chembl3401255,3,CHEMBL3401255,f
K2:CIKGWCTVFSRMJU-KVQBGUIXSA-N,chembl1232205,3,CHEMBL1232205,f
K2:CILIXQOJUNDIDU-ASQIGDHWSA-N,teduglutide-2,2,Teduglutide,f
K2:CIPFCGZLFXVXBG-CNWJWELYSA-N,chembl23552,3,CHEMBL23552,f
K2:CIUFDOYXIJSDEF-QQXMDYFESA-N,chembl3093822,3,CHEMBL3093822,f
K2:CIUQDSCDWFSTQR-UHFFFAOYSA-N,phenyl,1,Phenyl,f
K2:CIUWURDWXWNZCC-PMACEKPBSA-N,chembl207769,3,CHEMBL207769,f
K2:CJBUIXUKKYBNGZ-BNNBOEQISA-N,chembl409427,3,CHEMBL409427,f
K2:CJDRUOGAGYHKKD-OVXZWHIBSA-N,ajmaline,3,AJMALINE,f
K2:CJEJFFCPVBZSIE-OAHLLOKOSA-N,chembl4520837,3,CHEMBL4520837,f
K2:CJHLRGCXPGIPCB-MOPGFXCFSA-N,chembl321130,3,CHEMBL321130,f
K2:CJKKMQCZOLCXAM-UHFFFAOYSA-N,chembl240719,3,CHEMBL240719,f
K2:CJMVTSLLWMPEKQ-INIZCTEOSA-N,chembl191060,3,CHEMBL191060,f
K2:CJNFIXOAWVPWLI-NFAPWKBDSA-N,chembl582817,3,CHEMBL582817,f
K2:CJPLEFFCVDQQFZ-INIZCTEOSA-N,chembl1230770,3,CHEMBL1230770,f
K2:CJSSYVIHFXDFFC-UHFFFAOYSA-N,chembl233209,3,CHEMBL233209,f
K2:CKADUCCMLBGQGD-UHFFFAOYSA-N,chembl125907,3,CHEMBL125907,f
K2:CKAJNPCKXKPZBT-QGZVFWFLSA-N,chembl4581088,3,CHEMBL4581088,f
K2:CKAMBYUZKWQCKJ-ADSBAMQRSA-N,chembl5218642,3,CHEMBL5218642,f
K2:CKAXZOYFIHQCBN-UQOAMHMYSA-N,he3235,3,HE3235,f
K2:CKBBGCJYKCLKHE-UHFFFAOYSA-N,chembl253825,3,CHEMBL253825,f
K2:CKDQKKHRBBRACM-VQHVLOKHSA-N,chembl1808625,3,CHEMBL1808625,f
K2:CKFRXCBNKKOFGO-IGEOTXOUSA-N,bay-6035,3,BAY 6035,f
K2:CKJGKHXCUDWFDC-UHFFFAOYSA-N,chembl93647,3,CHEMBL93647,f
K2:CKLZDMBNAUWUEQ-OAQYLSRUSA-N,chembl479842,3,CHEMBL479842,f
K2:CKMLVERJYCAQQK-DWCTZGTLSA-N,chembl2171172,3,CHEMBL2171172,f
K2:CKMRQMKRECHPQM-GXVQPTNUSA-N,chembl410071,3,CHEMBL410071,f
K2:CKQOOYMMAAPDKH-NXKGBEFYSA-N,amp579,3,AMP579,f
K2:CKRWGBKIBACFNV-UHFFFAOYSA-N,chembl3314362,3,CHEMBL3314362,f
K2:CKSCGAMVWBCIEP-GTOFBIKUSA-N,dasminapant,3,Dasminapant,f
K2:CKSDYJASHNGOOS-KTXOUVACSA-N,chembl371948,3,CHEMBL371948,f
K2:CKSIVONWCYACAP-UHFFFAOYSA-N,chembl204997,3,CHEMBL204997,f
K2:CKSSZTMRRVJNNG-UHFFFAOYSA-N,chembl1233922,3,CHEMBL1233922,f
K2:CKVYPTIWERNFSU-UHFFFAOYSA-N,vch-759,3,VCH-759,f
K2:CKXSDEMMIISHPY-UHFFFAOYSA-N,chembl3827650,3,CHEMBL3827650,f
K2:CKYZLYQSDNLGPT-UHFFFAOYSA-N,ly-293284,3,LY-293284,f
K2:CLEGTVIMOPPIBR-UHFFFAOYSA-N,chembl487431,3,CHEMBL487431,f
K2:CLFHFIGNDKHDPG-SKGSPYGFSA-N,ebiratide,3,Ebiratide,f
K2:CLHMYBJIOZXCEX-UHFFFAOYSA-N,abt-384,3,ABT-384,f
K2:CLKFNGKDJYMUPK-UHFFFAOYSA-N,chembl191146,3,CHEMBL191146,f
K2:CLSNATLUIXZPMV-UHFFFAOYSA-N,chembl3087181,3,CHEMBL3087181,f
K2:CLXOEYRLLVMPJB-UHFFFAOYSA-N,chembl4104658,3,CHEMBL4104658,f
K2:CMBQRLAOLALFJJ-LFQPHHBNSA-N,chembl250533,3,CHEMBL250533,f
K2:CMCDWLMEDRBWIR-GTNSWQLSSA-N,chembl62807,3,CHEMBL62807,f
K2:CMJJZRAAQMUAFH-INIZCTEOSA-N,compound-6j-pmid-27219676,3,COMPOUND 6J [PMID: 27219676],f
K2:CMNKHKYPFIVLLC-UHFFFAOYSA-N,chembl48796,3,CHEMBL48796,f
K2:CMPHKNLTWCBULI-LICLKQGHSA-N,benzaprinoxide,3,Benzaprinoxide,f
K2:CMUGHZFPFWNUQT-HUBLWGQQSA-N,chembl1231327,3,CHEMBL1231327,f
K2:CMWCUAWBNRSCEK-UHFFFAOYSA-N,chembl1094701,3,CHEMBL1094701,f
K2:CMZIHVRMPLWUAZ-QPEQYQDCSA-N,chembl377104,3,CHEMBL377104,f
K2:CNEAVADKWYPXBR-UHFFFAOYSA-N,chembl332971,3,CHEMBL332971,f
K2:CNIJVNPIIHWRRP-WKDCXCOVSA-N,cronidipine,3,Cronidipine,f
K2:CNKRZILQBKJWDS-WMFXKJRFSA-N,chembl233360,3,CHEMBL233360,f
K2:CNNWFMRXRJIMNL-IBGZPJMESA-N,chembl246208,3,CHEMBL246208,f
K2:CNTJFDRCJSXDAU-UHFFFAOYSA-N,beperidium-iodide,3,Beperidium iodide,f
K2:CNWZWPQCJCOBHA-UHFFFAOYSA-N,chembl215322,3,CHEMBL215322,f
K2:COFMYJWNXSFLKQ-QIROLCGISA-N,chembl1384502,3,CHEMBL1384502,f
K2:COGUZYALRYMQTD-LJQANCHMSA-N,mfh-2-90-1,3,MFH-2-90-1,f
K2:COHUUYPEYRMWTH-UHFFFAOYSA-N,chembl110971,3,CHEMBL110971,f
K2:COJCXGYVLBGQIH-UHFFFAOYSA-N,chembl1807303,3,CHEMBL1807303,f
K2:COKGUJJIBXWRNV-CYNREMDZSA-N,galamustine,3,Galamustine,f
K2:COOWRGHTGIMRRI-SQIBXOBRSA-N,chembl3236386,3,CHEMBL3236386,f
K2:COSHZQYMYFJMAZ-UHFFFAOYSA-N,chembl3590121,3,CHEMBL3590121,f
K2:COTYYZPYDJKKIS-UNSFGCNMSA-N,sunobinop,3,Sunobinop,f
K2:COVPLULNDBDXTN-KYJUHHDHSA-N,chembl446435,3,CHEMBL446435,f
K2:CPBLTMSKPQDJPW-AWEZNQCLSA-N,chembl364748,3,CHEMBL364748,f
K2:CPCMFDHSADMUTF-VNAVJBQCSA-N,chembl433990,3,CHEMBL433990,f
K2:CPESCZFLOXZQBO-UHFFFAOYSA-N,chembl4097299,3,CHEMBL4097299,f
K2:CPFBZMFUCGHBAP-UHFFFAOYSA-N,chembl193264,3,CHEMBL193264,f
K2:CPIOXRCBBSICIO-SLUIUKIVSA-N,chembl2407746,3,CHEMBL2407746,f
K2:CPKWRHVMDOSXKE-UHFFFAOYSA-N,chembl3969370,3,CHEMBL3969370,f
K2:CPLXHLVBOLITMK-UHFFFAOYSA-N,magnesium-oxide-2,2,MAGNESIUM OXIDE,f
K2:CPQMLGLUULWKDX-YVLHZVERSA-N,chembl1172814,3,CHEMBL1172814,f
K2:CPSLMXLQONGQGR-UHFFFAOYSA-N,chembl4209174,3,CHEMBL4209174,f
K2:CPVRYQAOUPSUDO-UHFFFAOYSA-N,chembl385178,3,CHEMBL385178,f
K2:CQAPXPSWLDAVEG-UHFFFAOYSA-N,glucosylceramide-synthase-in-2,3,GLUCOSYLCERAMIDE SYNTHASE-IN-2,f
K2:CQBDDBLIDNKCRV-UHFFFAOYSA-N,nafoxadol,3,Nafoxadol,f
K2:CQCWHSDMJBAGDC-UHFFFAOYSA-N,9ua,3,9UA,f
K2:CQCXWWWNUFQYJS-UHFFFAOYSA-N,chembl82767,3,CHEMBL82767,f
K2:CQDQVQZAUBBHPH-UHFFFAOYSA-N,chembl389164,3,CHEMBL389164,f
K2:CQEKMSRTDPXHST-UHFFFAOYSA-N,chembl595118,3,CHEMBL595118,f
K2:CQELVXPCSPKSBN-YMVOSINKSA-N,bivamelagon,3,Bivamelagon,f
K2:CQGDJYVHVNYIMQ-UHFFFAOYSA-N,oxoprostol,3,Oxoprostol,f
K2:CQKMBZHLOYVGHW-QYYRPYCUSA-N,chembl133809,3,CHEMBL133809,f
K2:CQMWAJCVQYHQCJ-JOCQHMNTSA-N,chembl2408616,3,CHEMBL2408616,f
K2:CREMXLIEDCOOOC-UHFFFAOYSA-N,chembl475769,3,CHEMBL475769,f
K2:CRHJDPGLFDNPOA-UHFFFAOYSA-N,chembl327097,3,CHEMBL327097,f
K2:CRIXVDLWVWCQCE-UHFFFAOYSA-N,chembl4752723,3,CHEMBL4752723,f
K2:CRLQCBACIMUGDZ-BGYRXZFFSA-N,chembl1213270,3,CHEMBL1213270,f
K2:CRLZRGXSDBAEFD-HUUCEWRRSA-N,jp3000,3,JP3000,f
K2:CRPSLFMUGWFWGH-UHFFFAOYSA-N,chembl412083,3,CHEMBL412083,f
K2:CRSZEDOZGJPOHP-UHFFFAOYSA-N,chembl501942,3,CHEMBL501942,f
K2:CRTFPNCZXZINQK-GCBPPVMSSA-N,chembl4083642,3,CHEMBL4083642,f
K2:CRVJWQKUGJBXHH-UHFFFAOYSA-N,chembl487864,3,CHEMBL487864,f
K2:CRZJAUQQVQGZNE-UHFFFAOYSA-N,chembl3110303,3,CHEMBL3110303,f
K2:CSBKUBOVPUXFLO-MAVVKCOWSA-N,a-1211212,3,A-1211212,f
K2:CSEOONOVPLSZSS-UHFFFAOYSA-N,chembl3798574,3,CHEMBL3798574,f
K2:CSIWGLJKPPOVQR-UHFFFAOYSA-N,chembl405120,3,CHEMBL405120,f
K2:CSJYMAFXYMYNCK-UHFFFAOYSA-N,bay-1797,3,BAY-1797,f
K2:CSMSPOIEMWPZLD-UHFFFAOYSA-N,chembl3357456,3,CHEMBL3357456,f
K2:CSNCBOPUCJOHLS-XLPZGREQSA-N,chembl1235491,3,CHEMBL1235491,f
K2:CSOMAHTTWTVBFL-RRSCQWGLSA-N,platensimycin-2,3,PLATENSIMYCIN,f
K2:CSWQJKHBMACTGB-UHFFFAOYSA-N,chembl104166,3,CHEMBL104166,f
K2:CSYFFQVEQXEIAB-UHFFFAOYSA-N,chembl3182129,3,CHEMBL3182129,f
K2:CSZRNWHGZPKNKY-UWTATZPHSA-N,chembl1941138,3,CHEMBL1941138,f
K2:CTEHMRUJZDTSPT-UHFFFAOYSA-N,chembl249899,3,CHEMBL249899,f
K2:CTIRHWCPXYGDGF-HDICACEKSA-N,tedisamil-sesquifumarate,3,TEDISAMIL SESQUIFUMARATE,f
K2:CTJDFSIKSQVUTF-UHFFFAOYSA-N,chembl470729,3,CHEMBL470729,f
K2:CTKCIBJHOHRDAM-BLIZRMSTSA-N,chembl183584,3,CHEMBL183584,f
K2:CTZSMGLKBKOIGG-RBUKOAKNSA-N,chembl3127522,3,CHEMBL3127522,f
K2:CUBDGLIBZGKXKQ-ZBLYBZFDSA-N,am-6226,3,AM-6226,f
K2:CUFQBQOBLVLKRF-RZDMPUFOSA-N,chembl300891,3,CHEMBL300891,f
K2:CUFUQFXOHLGNNW-UHFFFAOYSA-N,chembl447603,3,CHEMBL447603,f
K2:CUKIELLZJKDKLI-UHFFFAOYSA-N,glycetein,3,Glycetein,f
K2:CUKWUWBLQQDQAC-VEQWQPCFSA-N,angiotensin-ii-2,2,ANGIOTENSIN-II,f
K2:CURCEQQYFIGJJK-ZDUSSCGKSA-N,chembl488287,3,CHEMBL488287,f
K2:CUXNWDDDUWTHDH-UHFFFAOYSA-N,chembl3360534,3,CHEMBL3360534,f
K2:CUXSKJSPPDINEH-QGZVFWFLSA-N,chembl202361,3,CHEMBL202361,f
K2:CUYHFNHMFKPTRI-IZZNHLLZSA-N,chembl435696,3,CHEMBL435696,f
K2:CUZJGZKZBQUBIR-UHFFFAOYSA-N,chembl1160189,3,CHEMBL1160189,f
K2:CVAVMIODJQHEEH-UHFFFAOYSA-O,rhodamine,3,RHODAMINE,f
K2:CVEKPEDQESUNSP-NVNXTCNLSA-N,dimeprozan,3,Dimeprozan,f
K2:CVJDYZNCQRBDOX-UHFFFAOYSA-N,chembl4203133,3,CHEMBL4203133,f
K2:CVKXGRRJHJHUFY-LJQANCHMSA-N,chembl3335556,3,CHEMBL3335556,f
K2:CVLJBLIMHPEZJC-GFCCVEGCSA-N,gsk-317315a,3,GSK-317315A,f
K2:CVMBXWIKSOMGQU-UHFFFAOYSA-N,chembl585126,3,CHEMBL585126,f
K2:CVMCIQIOWUFBGE-VLXKKGHZSA-N,chembl3408949,3,CHEMBL3408949,f
K2:CVPNKMCBEZFRKU-UHFFFAOYSA-N,chembl2018881,3,CHEMBL2018881,f
K2:CVWVPBCCMYALAM-UHFFFAOYSA-N,chembl5303485,3,CHEMBL5303485,f
K2:CVYWYUAQFJMLEO-UHFFFAOYSA-N,chembl403350,3,CHEMBL403350,f
K2:CVZIHNYAZLXRRS-HNNXBMFYSA-N,chembl207729,3,CHEMBL207729,f
K2:CWALREXCOSNFNO-QRQIAZFYSA-N,chembl1091695,3,CHEMBL1091695,f
K2:CWAPFPHVCGEYRK-YKTJUOTHSA-N,chembl3706615,3,CHEMBL3706615,f
K2:CWAXMJFTWWSOPU-UHFFFAOYSA-N,chembl3360521,3,CHEMBL3360521,f
K2:CWCXERYKLSEGEZ-KDKHKZEGSA-N,procalcitonin,3,PROCALCITONIN,f
K2:CWLAIOPWFOOJHQ-QHCPKHFHSA-N,jnk3-in-8,3,JNK3-IN-8,f
K2:CWRBDUIQDIHWJZ-SOFGYWHQSA-N,bunamiodyl,1,Bunamiodyl,f
K2:CWWIIKLXUPZDOG-UHFFFAOYSA-N,chembl122055,3,CHEMBL122055,f
K2:CXBABAXVIWMOOZ-ZNZIZOMTSA-N,bevemipretide,3,Bevemipretide,f
K2:CXBCJDYMIUQXNZ-ZDUSSCGKSA-N,chembl1287920,3,CHEMBL1287920,f
K2:CXBFZYKAVCAPSV-UHFFFAOYSA-N,iodoindomethacin,3,IODOINDOMETHACIN,f
K2:CXCVZUPWLPTVOP-UHFFFAOYSA-N,chembl3335284,3,CHEMBL3335284,f
K2:CXDZGSNFZYGQSZ-UHFFFAOYSA-N,chembl272822,3,CHEMBL272822,f
K2:CXIYVOOQCNGGIB-UHFFFAOYSA-N,chembl1090143,3,CHEMBL1090143,f
K2:CXJCGSPAPOTTSF-VURMDHGXSA-N,2wu7,3,2WU7,f
K2:CXMOUKNCAVXSOQ-FTJBHMTQSA-N,chembl123025,3,CHEMBL123025,f
K2:CXPIFTCBANXJNX-UHFFFAOYSA-N,chembl377198,3,CHEMBL377198,f
K2:CXQCIWGEISYBCY-UHFFFAOYSA-N,chembl4214320,3,CHEMBL4214320,f
K2:CXQRKICWSCAUGW-UHFFFAOYSA-N,chembl469117,3,CHEMBL469117,f
K2:CXRWTDRYOGHWRG-UHFFFAOYSA-N,chembl4244717,3,CHEMBL4244717,f
K2:CXTATJFJDMJMIY-CYBMUJFWSA-O,octanoylcarnitine,3,OCTANOYLCARNITINE,f
K2:CXWKPXGAGKBITA-UHFFFAOYSA-N,chembl4086149,3,CHEMBL4086149,f
K2:CXXVJZRGOOIVOD-SANMLTNESA-N,chembl1078231,3,CHEMBL1078231,f
K2:CXZHJWRHSTZNHB-UHFFFAOYSA-N,chembl496619,3,CHEMBL496619,f
K2:CYBHYLPLXYMGPJ-ZDUSSCGKSA-N,chembl498051,3,CHEMBL498051,f
