key,slug,tier,display_name,indexable
"COMBO:{IK:BRLQWZUYTZBJKN-UHFFFAOYSA-N,K1:506T60A25R}",glusoferron,3,GLUSOFERRON,f
"COMBO:{IK:DNIAPMSPPWPWGF-VKHMYHEASA-N,K1:1ULL0QJ8UC}",dapagliflozin,1,DAPAGLIFLOZIN PROPANEDIOL,f
"COMBO:{IK:DSFGXPJYDCSWTA-SECBINFHSA-N,K1:2679MF687A}",xantinol-nicotinate,3,Xantinol Nicotinate,f
"COMBO:{IK:DSLZVSRJTYRBFB-AJSXGEPRSA-N,K1:GOO8ZCK7RT}",dexisometheptene-mucate,3,DEXISOMETHEPTENE MUCATE,f
"COMBO:{IK:JAZBEHYOTPTENJ-RCHUDCCISA-N,IK:OQOCQFSPEWCSDO-RCHUDCCISA-N,IK:YUFFSWGQGVEMMI-RCHUDCCISA-N}",omega-3-pentaenoic-acids,3,OMEGA-3-PENTAENOIC ACIDS,f
"COMBO:{IK:SBFXHXZNBNFPHV-CROXOCCCSA-N,K1:05D48LUM4Z,K1:202229IR8Y,K1:IK4C1OC8NE}",ergoloid-mesylates,2,ERGOLOID MESYLATES,f
"COMBO:{IK:XUFIWSHGXVLULG-IBLUXPFWSA-N,K1:AV4A72IATD}",chembl3039597,3,CHEMBL3039597,f
"COMBO:{K1:00A9JB14O6,K1:2027T69J24}",metesind-glucuronate,3,METESIND GLUCURONATE,f
"COMBO:{K1:01704YP3MO,K1:HN3OFO5036}",aminophenazone-cyclamate,3,AMINOPHENAZONE CYCLAMATE,f
"COMBO:{K1:04Z20NMK31,K1:5A614L51CT}",inosine-pranobex,2,INOSINE PRANOBEX,f
"COMBO:{K1:071P4J77HF,K1:GN5P7K3T8S}",clofezone,3,CLOFEZONE,f
"COMBO:{K1:0HU2UI27HF,K1:TE7660XO1C}",glycine-propionyl-l-carnitine,1,Glycine Propionyl-L-Carnitine,f
"COMBO:{K1:0I55128JYK,K1:TE7660XO1C}",theophylline-sodium-glycinate,1,THEOPHYLLINE SODIUM GLYCINATE,f
"COMBO:{K1:0I8Y3P32UF,K1:724L30Y2QR}",berberine-ursodeoxycholate,3,BERBERINE URSODEOXYCHOLATE,f
"COMBO:{K1:0J48LPH2TH,K1:9G64RSX1XD}",co-zidocapt,3,CO-ZIDOCAPT,f
"COMBO:{K1:0RBV727H71,K1:2K2DJ01BB7,K1:78YC2MAX4O,K1:7S686LQT6T,K1:9KJL21T0QJ,K1:AAN7QOV9EA,K1:HR3EZB17BI,K1:NS3OZT14QT,K1:ZAD9OKH9JC}",omega-3-carboxylic-acids,1,OMEGA-3-CARBOXYLIC ACIDS,f
"COMBO:{K1:0RH81L854J,K1:F06SGE49M6}",magnesium-pyridoxal-5-phosphate-glutamate,3,MAGNESIUM PYRIDOXAL 5-PHOSPHATE GLUTAMATE,f
"COMBO:{K1:144O8QL0L1,K1:R3D835XVCR}",diclofenac-epolamine,1,DICLOFENAC EPOLAMINE,f
"COMBO:{K1:16CHD79MIX,K1:6HG8UB2MUY}",iothalamate-meglumine,2,IOTHALAMATE MEGLUMINE,f
"COMBO:{K1:17ERJ0MKGI,K1:80M03YXJ7I}",sacubitril,1,Sacubitril / Valsartan,f
"COMBO:{K1:19GBJ60SN5,K1:7J8897W37S}",cannabinoids,1,NABIXIMOLS,t
"COMBO:{K1:1EJ6Z6Q368,K1:EOR26LQQ24}",bempedoic-acid-ezetimibe,2,"Bempedoic Acid, Ezetimibe",f
"COMBO:{K1:1EQV5MLY3D,K1:8ID597Z82X}",taurine-alpha-ketoglutarate,3,Taurine Alpha-Ketoglutarate,f
"COMBO:{K1:1J444QC288,K1:80M03YXJ7I}",amlodipine-valsartan,2,Amlodipine / Valsartan,f
"COMBO:{K1:1L4806J2QF,K1:W9WZN9A0GM}",adapalene-benzoyl-peroxide,2,"Adapalene, Benzoyl Peroxide",f
"COMBO:{K1:1RTM4PAL0V,K1:9G34HU7RV0}",piperazine-edetate-calcium,2,PIPERAZINE EDETATE CALCIUM,f
"COMBO:{K1:1RTM4PAL0V,K1:M494UE2YEP}",acefylline-piperazine,2,ACEFYLLINE PIPERAZINE,f
"COMBO:{K1:1RTM4PAL0V,K1:QTL48N278K}",estropipate-2,2,ESTROPIPATE,f
"COMBO:{K1:1ULL0QJ8UC,K1:8I7IO46IVQ}",dapagliflozin-saxagliptin,2,"Dapagliflozin, Saxagliptin",f
"COMBO:{K1:1ULL0QJ8UC,K1:9100L32L2N}",dapagliflozin-metformin,2,"Dapagliflozin, Metformin",f
"COMBO:{K1:200168S0CL,K1:M494UE2YEP}",ambroxol-acefyllinate,3,AMBROXOL ACEFYLLINATE,f
"COMBO:{K1:23521W1S24,K1:9EM05410Q9}",amoxicillin-clavulanic-acid,3,AMOXICILLIN/CLAVULANIC ACID,f
"COMBO:{K1:23OW28RS7P,K1:R9M4FJE48E}",quinupristin-dalfopristin,3,QUINUPRISTIN/DALFOPRISTIN,f
"COMBO:{K1:25X51I8RD4,K1:PQ6CK8PD0R}",niacinamide-ascorbate,2,Niacinamide Ascorbate,f
"COMBO:{K1:2679MF687A,K1:TE7660XO1C}",chromium-dinicotinate-glycinate,3,Chromium Dinicotinate Glycinate,f
"COMBO:{K1:2679MF687A,K1:TN1B5910V2}",xanthinol-niacinate,2,XANTHINOL NIACINATE,f
"COMBO:{K1:2N6K9DRA24,K2:RFMMMVDNIPUKGG-UHFFFAOYSA-N}",deanol-aceglumate,3,DEANOL ACEGLUMATE,f
"COMBO:{K1:2T8Q726O95,K1:DKO1W9H7M1}",dolutegravir-and-lamivudine,2,Dolutegravir and Lamivudine,f
"COMBO:{K1:2T8Q726O95,K1:DKO1W9H7M1,K1:WR2TIP26VS}",abacavir-dolutegravir-lamivudine,2,"Abacavir, Dolutegravir, Lamivudine",f
"COMBO:{K1:2WTB3V159F,K1:F0R1QK73KB}",vitamin-b,2,CYANOCOBALAMIN CO 58,f
"COMBO:{K1:3N2N8OOR7X,K1:9DLQ4CIU6V}",ipragliflozin-l-proline,3,IPRAGLIFLOZIN L-PROLINE,f
"COMBO:{K1:3QN8BYN5QF,K1:DIQ16UC154}",fingolimod-lauryl,2,FINGOLIMOD LAURYL SULFATE,f
"COMBO:{K1:3SCV180C9W,K1:418M5916WG}",chloral-betaine,2,CHLORAL BETAINE,f
"COMBO:{K1:3T006GV98U,K1:XV74C1N1AE}",quinhydrone,3,Quinhydrone,f
"COMBO:{K1:3THM379K8A,K1:8ID597Z82X}",pyridoxal-alpha-ketoglutarate,3,Pyridoxal Alpha-Ketoglutarate,f
"COMBO:{K1:3X29ZEJ4R2,K1:9100L32L2N}",linagliptin-and-metformin,2,Linagliptin and Metformin,f
"COMBO:{K1:4071IF7E93,K1:OP0UW79H66}",methylcobalamin,1,Methylcobalamin,f
"COMBO:{K1:418M5916WG,K1:T3CHA1B51H}",dichloralphenazone,3,DICHLORALPHENAZONE,f
"COMBO:{K1:423D2T571U,K1:81K9V7M3A3}",marvelon,3,MARVELON,f
"COMBO:{K1:46627O600J,K1:KR87B45RGH}",carbidopa-levodopa,2,"Carbidopa, Levodopa",f
"COMBO:{K1:4G9EDB6V73,K1:C3ZUM5A33F}",amxt-1501-dicaprate,3,AMXT-1501 DICAPRATE,f
"COMBO:{K1:4G9EDB6V73,K1:R7EZ772VG2}",enlicitide-decanoate,1,ENLICITIDE DECANOATE,f
"COMBO:{K1:4QD397987E,K1:8ID597Z82X}",histidine-alpha-ketoglutarate,3,Histidine Alpha-Ketoglutarate,f
"COMBO:{K1:4RII332O0R,K1:6HG8UB2MUY}",iodamide-meglumine,1,IODAMIDE MEGLUMINE,f
"COMBO:{K1:4TI98Z838E,K1:5B2546MB5Z,K1:T18F433X4S}",elagolix-sodium-estradiol-norethindrone,1,"Elagolix Sodium, Estradiol, Norethindrone",f
"COMBO:{K1:4Z8Y51M438,K1:Q42T66VG0C}",penicillin-g-procaine,2,PENICILLIN G PROCAINE,f
"COMBO:{K1:58447S8P4L,K1:MXF9G4I1V5}",sulfatolamide,3,SULFATOLAMIDE,f
"COMBO:{K1:5UVC90J1LK,K1:6HG8UB2MUY}",diatrizoate-meglumine,2,DIATRIZOATE MEGLUMINE,f
"COMBO:{K1:61H4T033E5,K1:MU72812GK0}",creatine-orotate,3,Creatine Orotate,f
"COMBO:{K1:6287WC5J2L,K1:V7NW98OB34}",phytoestrogen,3,Phytoestrogen,f
"COMBO:{K1:6315412YVF,K1:6HG8UB2MUY}",delafloxacin-meglumine,2,DELAFLOXACIN MEGLUMINE,f
"COMBO:{K1:63937KV33D,K1:65R938S4DV}",erythromycin-lactobionate,2,ERYTHROMYCIN LACTOBIONATE,f
"COMBO:{K1:63937KV33D,K1:B1F50160Z2}",erythromycin-gluceptate,2,ERYTHROMYCIN GLUCEPTATE,f
"COMBO:{K1:642I97LB5B,K1:W8TYE9V9BX}",prethcamide,3,PRETHCAMIDE,f
"COMBO:{K1:6C282481IP,K1:SZB83O1W42}",ertugliflozin,1,ERTUGLIFLOZIN PIDOLATE,t
"COMBO:{K1:6DC9Q167V3,K1:A0JWA85V8F}",atorvastatin-calcium-propylene-glycol-solvate,1,Atorvastatin Calcium Propylene Glycol Solvate,f
"COMBO:{K1:6DC9Q167V3,K1:YO603Y8113}",darunavir-propylene-glycolate,2,Darunavir Propylene Glycolate,f
"COMBO:{K1:6HG8UB2MUY,K1:6L8OF9XRDC}",fosaprepitant-dimeglumine,2,FOSAPREPITANT DIMEGLUMINE,f
"COMBO:{K1:6HG8UB2MUY,K1:8FG9H9D31J}",tafamidis,2,TAFAMIDIS MEGLUMINE,f
"COMBO:{K1:6HG8UB2MUY,K1:CM1N99QR1M}",meglumine-metrizoate-2,2,MEGLUMINE METRIZOATE,f
"COMBO:{K1:6HG8UB2MUY,K1:NS1Y283HW4}",iodoxamate,1,IODOXAMATE MEGLUMINE,f
"COMBO:{K1:6HG8UB2MUY,K1:QE1Q24M65Y}",aramchol-meglumine,3,ARAMCHOL MEGLUMINE,f
"COMBO:{K1:6HG8UB2MUY,K1:S125DW66N8}",bevirimat-dimeglumine,3,BEVIRIMAT DIMEGLUMINE,f
"COMBO:{K1:6HG8UB2MUY,K1:TKQ858A3VW}",iodipamide-meglumine,2,IODIPAMIDE MEGLUMINE,f
"COMBO:{K1:6HG8UB2MUY,K1:X015V3LF01}",tetrazolast-meglumine,3,TETRAZOLAST MEGLUMINE,f
"COMBO:{K1:6HG8UB2MUY,K1:Z40X7EI2AF}",ioxaglate-meglumine,2,IOXAGLATE MEGLUMINE,f
"COMBO:{K1:7673326042,K1:P7V86EYZ5L}",irinotecan-sucrosofate,3,IRINOTECAN SUCROSOFATE,f
"COMBO:{K1:78OY3Z0P7Z,K1:R9QTB5E82N}",acrisorcin,1,ACRISORCIN,f
"COMBO:{K1:7A314HQM0I,K1:PQ6CK8PD0R}",technetium-tc-99m-ferpentetate-kit,1,Technetium Tc-99m Ferpentetate Kit,f
"COMBO:{K1:8558G7RUTR,K1:MU72812GK0}",creatine-pyruvate,1,Creatine Pyruvate,f
"COMBO:{K1:8G388563M7,K1:TE0865N2ET}",telotristat-etiprate,1,TELOTRISTAT ETIPRATE,f
"COMBO:{K1:8GTS82S83M,K1:GE2UA340FM}",dimenhydrinate,2,DIMENHYDRINATE,f
"COMBO:{K1:8GTS82S83M,K1:M494UE2YEP}",etanautine,3,ETANAUTINE,f
"COMBO:{K1:8ID597Z82X,K1:E524N2IXA3}",ornithine-alpha-ketoglutarate,3,ORNITHINE OXOGLURATE,f
"COMBO:{K1:8ID597Z82X,K1:KV2JZ1BI6Z}",pyridoxine-alpha-ketoglutarate,3,Pyridoxine Alpha-Ketoglutarate,f
"COMBO:{K1:8ID597Z82X,K1:MU72812GK0}",creatine-alpha-ketoglutarate,3,Creatine Alpha-Ketoglutarate,f
"COMBO:{K1:8W8T17847W,K1:R16CO5Y76E}",carbaspirin-calcium,3,CARBASPIRIN CALCIUM,f
"COMBO:{K1:9100L32L2N,K1:HDC1R2M35U}",empagliflozin-metformin,2,"Empagliflozin, Metformin",f
"COMBO:{K1:9100L32L2N,K1:JHC049LO86}",alogliptin-and-metformin,1,Alogliptin and Metformin,f
"COMBO:{K1:9100L32L2N,K1:QFP0P1DV7Z}",sitagliptin-metformin,1,"Metformin Hydrochloride, Sitagliptin",t
"COMBO:{K1:A49OS0F91S,K1:EFW857872Q}",butamben-picrate,1,BUTAMBEN PICRATE,f
"COMBO:{K1:A4DU555RMD,K1:VP36V95O3T}",crelosidenib-gentisate,3,CRELOSIDENIB GENTISATE,f
"COMBO:{K1:AN164J8Y0X,K1:JE42381TNV}",co-trimoxazole,3,CO-TRIMOXAZOLE,f
"COMBO:{K1:DIQ16UC154,K1:F41401512X}",nilotinib-laurylsulfate,3,NILOTINIB LAURYLSULFATE,f
"COMBO:{K1:DIQ16UC154,K1:HB75CIT999}",erythromycin-estolate-2,1,ERYTHROMYCIN ESTOLATE,f
"COMBO:{K1:DIQ16UC154,K1:X78UG0A0RN}",dasatinib-laurylsulfate,3,DASATINIB LAURYLSULFATE,f
"COMBO:{K1:DKO1W9H7M1,K1:EL9943AG5J,K2:XQSPYNMVSIKCOC-UHFFFAOYSA-N}",dolutegravir-emtricitabine-and-tenofovir-alafenamide,2,"Dolutegravir, Emtricitabine and Tenofovir Alafenamide",f
"COMBO:{K1:E149J5OTIF,K1:Y7L24THH6T}",isometheptene-mucate,2,ISOMETHEPTENE MUCATE,f
"COMBO:{K1:EL9943AG5J,K1:JE6H2O27P8,K2:XQSPYNMVSIKCOC-UHFFFAOYSA-N}",efavirenz-emtricitabine-and-tenofovir-alafenamide,2,"Efavirenz, Emtricitabine and Tenofovir Alafenamide",f
"COMBO:{K1:EL9943AG5J,K2:XQSPYNMVSIKCOC-UHFFFAOYSA-N}",emtricitabine-tenofovir-alafenamide,2,"Emtricitabine, Tenofovir Alafenamide",f
"COMBO:{K1:FF28EJQ494,K1:GE2UA340FM}",promethazine-teoclate,3,PROMETHAZINE TEOCLATE,f
"COMBO:{K1:FST467XS7D,K1:U29GY32XJ4}",navafenterol-saccharinate,3,NAVAFENTEROL SACCHARINATE,f
"COMBO:{K1:GN5P7K3T8S,K1:S2F83W92TK}",proxifezone,3,Proxifezone,f
"COMBO:{K1:J50OIX95QV,K1:NH496X0UJX}",methenamine-mandelate,2,Methenamine Mandelate,f
"COMBO:{K1:J50OIX95QV,K1:TE0865N2ET}",methenamine-hippurate,2,METHENAMINE HIPPURATE,f
"COMBO:{K1:K848JZ4886,K1:TE7660XO1C}",ferrous-cysteine-glycinate,2,Ferrous Cysteine Glycinate,f
"COMBO:{K1:LQU92IU8LL,K1:YQE403BP4D}",barbexaclone,2,BARBEXACLONE,f
"COMBO:{K1:LW2E03M5PG,K1:YO603Y8113}",darunavir-and-cobicistat,2,Darunavir and Cobicistat,f
"COMBO:{K1:M7Y086VB5G,K1:UPN4ITI8T4}",trimetrexate-glucuronate-2,1,TRIMETREXATE GLUCURONATE,f
"COMBO:{K1:O3J8G9O825,K1:YO603Y8113}",darunavir-and-ritonavir,2,Darunavir and Ritonavir,f
"COMBO:{K1:O9S4K2S25E,K1:S2F83W92TK}",propoxyphene-napsylate,1,PROPOXYPHENE NAPSYLATE,f
"COMBO:{K1:O9S4K2S25E,K1:U75VZ9PK1J}",levopropoxyphene-napsylate,2,LEVOPROPOXYPHENE NAPSYLATE,f
"COMBO:{K1:PQ3P6082I5,K1:Z61I075U2W}",penimepicycline,3,PENIMEPICYCLINE,f
"COMBO:{K1:QLZ991V4A2,K1:TZ47U051FI}",dextroamphetamine-saccharate-2,2,DEXTROAMPHETAMINE SACCHARATE,f
COMBO:NAME:astragalus exscapus flowering fruiting,astragalus-exscapus-whole-flowering-fruiting,3,Astragalus Exscapus Whole Flowering/Fruiting,f
COMBO:NAME:bordetella pertussis fimbriae 2 3 antigen,bordetella-pertussis-fimbriae-2-3-antigen,3,Bordetella Pertussis Fimbriae 2/3 Antigen,f
COMBO:NAME:cairina moschata heart liver autolysate,cairina-moschata-heart-liver-autolysate,2,Cairina Moschata Heart/Liver Autolysate,f
COMBO:NAME:caprylic capric triglyceride,caprylic-capric-triglyceride,2,Caprylic/Capric Triglyceride,f
COMBO:NAME:comocladia dentata bark leaf,comocladia-dentata-bark-leaf,2,Comocladia Dentata Bark/Leaf,f
COMBO:NAME:conjugated estrogens medroxyprogesterone,conjugated-estrogens-medroxyprogesterone,2,Conjugated Estrogens/Medroxyprogesterone,f
COMBO:NAME:euonymus atropurpureus branch bark root bark,euonymus-atropurpureus-branch-bark-root-bark,3,Euonymus Atropurpureus Branch Bark/Root Bark,f
COMBO:NAME:ferment complex 6 pf,ferment-complex-6-pf,3,Ferment Complex 6/Pf,f
COMBO:NAME:follitropin alfa beta,follitropin-alfa-beta,1,Follitropin Alfa/Beta,f
COMBO:NAME:grindelia camporum flower leaf,grindelia-camporum-flower-leaf,3,Grindelia Camporum Flower/Leaf,f
COMBO:NAME:hamamelis virginiana root bark stem bark,hamamelis-virginiana-root-bark-stem-bark,2,Hamamelis Virginiana Root Bark/Stem Bark,f
COMBO:NAME:hawthorn leaf with flower,hawthorn-leaf-with-flower,2,Hawthorn Leaf with Flower,f
COMBO:NAME:human botulinum neurotoxin a b immune globulin,human-botulinum-neurotoxin-a-b-immune-globulin,3,Human Botulinum Neurotoxin A/B Immune Globulin,f
COMBO:NAME:hydroxyethyl starch 130 0 4,hydroxyethyl-starch-130-0-4,1,HYDROXYETHYL STARCH 130/0.4,f
COMBO:NAME:influenza a virus a croatia 10136rv 2023 x 425a antigen,influenza-a-virus-a-croatia-10136rv-2023-x-425a-antigen,3,Influenza A Virus A/Croatia/10136rv/2023 X-425a Antigen,f
COMBO:NAME:influenza a virus a darwin 6 2021,influenza-a-virus-a-darwin-6-2021-whole,3,Influenza A Virus A/Darwin/6/2021 Whole,f
COMBO:NAME:influenza a virus a darwin 9 2021 ivr 228 antigen,influenza-a-virus-a-darwin-9-2021-ivr-228-antigen,3,Influenza A Virus A/Darwin/9/2021 Ivr-228 Antigen,f
COMBO:NAME:influenza a virus a darwin 9 2021 ivr 228 hemagglutinin antigen,influenza-a-virus-a-darwin-9-2021-ivr-228-hemagglutinin-antigen,3,Influenza A Virus A/Darwin/9/2021 Ivr-228 Hemagglutinin Antigen,f
COMBO:NAME:influenza a virus a guangdong maonan swl1536 2019 cnic 1909 antigen,influenza-a-virus-a-guangdong-maonan-swl1536-2019-cnic-1909-antigen,3,Influenza A Virus A/Guangdong-Maonan/Swl1536/2019 Cnic-1909 Antigen,f
COMBO:NAME:influenza a virus a hong kong 2671 2019 ivr 208 antigen,influenza-a-virus-a-hong-kong-2671-2019-ivr-208-antigen,3,Influenza A Virus A/Hong Kong/2671/2019 Ivr-208 Antigen,f
COMBO:NAME:influenza a virus a michigan 105 2025 san 049a antigen,influenza-a-virus-a-michigan-105-2025-san-049a-antigen,3,Influenza A Virus A/Michigan/105/2025 San-049a Antigen,f
COMBO:NAME:influenza a virus a north carolina 04 2016,influenza-a-virus-a-north-carolina-04-2016-whole,3,Influenza A Virus A/North Carolina/04/2016 Whole,f
COMBO:NAME:influenza a virus a singapore gp1908 2015 ivr 180,influenza-a-virus-a-singapore-gp1908-2015-ivr-180-whole,3,Influenza A Virus A/Singapore/Gp1908/2015 Ivr-180 Whole,f
COMBO:NAME:influenza a virus a singapore gp20238 2024 ivr 277 antigen,influenza-a-virus-a-singapore-gp20238-2024-ivr-277-antigen,3,Influenza A Virus A/Singapore/Gp20238/2024 Ivr-277 Antigen,f
COMBO:NAME:influenza a virus a switzerland 6849 2025 ivr 278 antigen,influenza-a-virus-a-switzerland-6849-2025-ivr-278-antigen,3,Influenza A Virus A/Switzerland/6849/2025 Ivr-278 Antigen,f
COMBO:NAME:influenza a virus a tasmania 503 2020 ivr 221 antigen,influenza-a-virus-a-tasmania-503-2020-ivr-221-antigen,3,Influenza A Virus A/Tasmania/503/2020 Ivr-221 Antigen,f
COMBO:NAME:influenza a virus a thailand 8 2022 ivr 237 antigen,influenza-a-virus-a-thailand-8-2022-ivr-237-antigen,3,Influenza A Virus A/Thailand/8/2022 Ivr-237 Antigen,f
COMBO:NAME:influenza a virus a thailand 8 2022 ivr 237 hemagglutinin antigen,influenza-a-virus-a-thailand-8-2022-ivr-237-hemagglutinin-antigen,3,Influenza A Virus A/Thailand/8/2022 Ivr-237 Hemagglutinin Antigen,f
COMBO:NAME:influenza a virus a victoria 2454 2019 ivr 207 antigen,influenza-a-virus-a-victoria-2454-2019-ivr-207-antigen,2,Influenza A Virus A/Victoria/2454/2019 Ivr-207 Antigen,f
COMBO:NAME:influenza a virus a victoria 2570 2019 ivr 215 antigen,influenza-a-virus-a-victoria-2570-2019-ivr-215-antigen,3,Influenza A Virus A/Victoria/2570/2019 Ivr-215 Antigen,f
COMBO:NAME:influenza a virus a victoria 2570 2019 ivr 215 hemagglutinin antigen,influenza-a-virus-a-victoria-2570-2019-ivr-215-hemagglutinin-antigen,3,Influenza A Virus A/Victoria/2570/2019 Ivr-215 Hemagglutinin Antigen,f
COMBO:NAME:influenza a virus a victoria 4897 2022 ivr 238 antigen,influenza-a-virus-a-victoria-4897-2022-ivr-238-antigen,3,Influenza A Virus A/Victoria/4897/2022 Ivr-238 Antigen,f
COMBO:NAME:influenza b virus b austria 1359417 2021 bvr 26,influenza-b-virus-b-austria-1359417-2021-bvr-26-whole,3,Influenza B Virus B/Austria/1359417/2021 Bvr-26 Whole,f
COMBO:NAME:influenza b virus b austria 1359417 2021 bvr 26 antigen,influenza-b-virus-b-austria-1359417-2021-bvr-26-antigen,3,Influenza B Virus B/Austria/1359417/2021 Bvr-26 Antigen,f
COMBO:NAME:influenza b virus b iowa 06 2017,influenza-b-virus-b-iowa-06-2017-whole,3,Influenza B Virus B/Iowa/06/2017 Whole,f
COMBO:NAME:influenza b virus b michigan 01 2021 antigen,influenza-b-virus-b-michigan-01-2021-antigen,3,Influenza B Virus B/Michigan/01/2021 Antigen,f
COMBO:NAME:influenza b virus b michigan 01 2021 hemagglutinin antigen,influenza-b-virus-b-michigan-01-2021-hemagglutinin-antigen,3,Influenza B Virus B/Michigan/01/2021 Hemagglutinin Antigen,f
COMBO:NAME:influenza b virus b phuket 3073 2013 antigen,influenza-b-virus-b-phuket-3073-2013-antigen,3,Influenza B Virus B/Phuket/3073/2013 Antigen,f
COMBO:NAME:influenza b virus b phuket 3073 2013 bvr 1b,influenza-b-virus-b-phuket-3073-2013-bvr-1b-whole,3,Influenza B Virus B/Phuket/3073/2013 Bvr-1b Whole,f
COMBO:NAME:influenza b virus b phuket 3073 2013 hemagglutinin antigen,influenza-b-virus-b-phuket-3073-2013-hemagglutinin-antigen,3,Influenza B Virus B/Phuket/3073/2013 Hemagglutinin Antigen,f
COMBO:NAME:influenza b virus b phuket 3073 2013 recombinant hemagglutinin antigen,influenza-b-virus-b-phuket-3073-2013-recombinant-hemagglutinin-antigen,3,Influenza B Virus B/Phuket/3073/2013 Recombinant Hemagglutinin Antigen,f
COMBO:NAME:influenza b virus b singapore inftt 16 0610 2016,influenza-b-virus-b-singapore-inftt-16-0610-2016-whole,3,Influenza B Virus B/Singapore/Inftt-16-0610/2016 Whole,f
COMBO:NAME:influenza b virus b tokyo eis13 175 2025 antigen,influenza-b-virus-b-tokyo-eis13-175-2025-antigen,1,Influenza B Virus B/Tokyo/Eis13-175/2025 Antigen,f
COMBO:NAME:influenza b virus b washington 02 2019 antigen,influenza-b-virus-b-washington-02-2019-antigen,3,Influenza B Virus B/Washington/02/2019 Antigen,f
COMBO:NAME:juglans cinerea branch bark root bark,juglans-cinerea-branch-bark-root-bark,2,Juglans Cinerea Branch Bark/Root Bark,f
COMBO:NAME:leuconostoc radish root ferment filtrate,leuconostoc-radish-root-ferment-filtrate,3,Leuconostoc/Radish Root Ferment Filtrate,f
COMBO:NAME:peg 8 caprylic capric glycerides,peg-8-caprylic-capric-glycerides,3,Peg-8 Caprylic/Capric Glycerides,f
COMBO:NAME:peg 9 diglycidyl ether hyaluronate crosspolymer,peg-9-diglycidyl-ether-sodium-hyaluronate-crosspolymer,3,Peg-9 Diglycidyl Ether/Sodium Hyaluronate Crosspolymer,f
COMBO:NAME:peg ppg 20 6 dimethicone,peg-ppg-20-6-dimethicone,3,Peg/Ppg-20/6 Dimethicone,f
COMBO:NAME:rhamphospermum arvense flowering fruiting top,rhamphospermum-arvense-flowering-fruiting-top,3,Rhamphospermum Arvense Flowering/Fruiting Top,f
COMBO:NAME:rubella virus strain wistar ra 27 3 live antigen,rubella-virus-strain-wistar-ra-27-3-live-antigen,2,Rubella Virus Strain Wistar Ra 27/3 Live Antigen,f
COMBO:NAME:scrophularia nodosa leaf with stem,scrophularia-nodosa-leaf-with-stem,3,Scrophularia Nodosa Leaf with Stem,f
COMBO:NAME:sennosides a and b,sennosides-a-and-b,2,Sennosides A and B,f
COMBO:NAME:sinapis arvensis flowering fruiting top,sinapis-arvensis-flowering-fruiting-top,2,Sinapis Arvensis Flowering/Fruiting Top,f
COMBO:NAME:svn53 67 m57 klh peptide vaccine,svn53-67-m57-klh-peptide-vaccine,3,SVN53-67/M57-KLH PEPTIDE VACCINE,f
COMBO:NAME:technetium tc 99m pyro trimeta phosphates kit,technetium-tc-99m-pyro-trimeta-phosphates-kit,1,Technetium Tc-99m Pyro/Trimeta Phosphates Kit,f
COMBO:NAME:trimethylsilyl treated dimethiconol trimethylsiloxysilicate crosspolymer 35 65 w w,trimethylsilyl-treated-dimethiconol-trimethylsiloxysilicate-crosspolymer-35-65-w-w,3,Trimethylsilyl Treated Dimethiconol/Trimethylsiloxysilicate Crosspolymer (35/65 W/W,f
COMBO:NAME:valeriana officinalis rhizome root,valeriana-officinalis-rhizome-root,3,Valeriana Officinalis Rhizome/Root,f
COMBO:NAME:varicella zoster virus strain oka merck live antigen,varicella-zoster-virus-strain-oka-merck-live-antigen,3,Varicella-Zoster Virus Strain Oka/Merck Live Antigen,f
HOLD:existing:4-methylbenzylidene-camphor,4-methylbenzylidene-camphor,3,4-Methylbenzylidene Camphor,f
HOLD:existing:abarelix,abarelix,1,Abarelix,f
HOLD:existing:alclometasone,alclometasone,2,Alclometasone,f
HOLD:existing:amdinocillin,amdinocillin,1,Amdinocillin,f
HOLD:existing:anhydrous-citric-acid,anhydrous-citric-acid,2,Anhydrous Citric Acid,f
HOLD:existing:arimoclomol,arimoclomol,2,Arimoclomol,f
HOLD:existing:beclomethasone,beclomethasone,2,Beclometasone,f
HOLD:existing:benzhydrocodone,benzhydrocodone,2,Benzhydrocodone,f
HOLD:existing:benzquinamide,benzquinamide,1,Benzquinamide,f
HOLD:existing:boldenone,boldenone,1,Boldenone,f
HOLD:existing:ceftobiprole-medocaril,ceftobiprole-medocaril,2,Ceftobiprole Medocaril,f
HOLD:existing:cisapride,cisapride,1,Cisapride,f
HOLD:existing:clobetasol,clobetasol,1,Clobetasol,t
HOLD:existing:cortisone,cortisone,1,Cortisone,t
HOLD:existing:desoxycorticosterone,desoxycorticosterone,1,Desoxycorticosterone,f
HOLD:existing:dextroamphetamine-saccharate,dextroamphetamine-saccharate,1,Dextroamphetamine Saccharate,f
HOLD:existing:diflorasone,diflorasone,2,Diflorasone,f
HOLD:existing:dolasetron,dolasetron,2,Dolasetron,f
HOLD:existing:dromostanolone,dromostanolone,1,Dromostanolone,f
HOLD:existing:ethynodiol,ethynodiol,2,Ethynodiol,f
HOLD:existing:fludarabine,fludarabine,2,Fludarabine,f
HOLD:existing:fludrocortisone,fludrocortisone,2,Fludrocortisone,f
HOLD:existing:fluphenazine,fluphenazine,2,Fluphenazine,f
HOLD:existing:glucuronolactone,glucuronolactone,3,Glucuronolactone,f
HOLD:existing:halobetasol,halobetasol,1,Halobetasol,f
